 	dovevo	comprare	il	pane	ogni	giorno	</S>
ì	0.00010340944	4.8008013e-05	0.22629444	0.7505626	0.022190025	0.00079533923	6.1559176e-06
c	0.0012390733	0.0005990668	0.90393263	0.050649673	0.02930534	0.0066045164	0.007669711
h	1.9385117e-05	6.215525e-05	0.64028305	0.29879242	0.041369893	0.016442394	0.0030307628
a	0.0025687206	0.037978914	0.48609114	0.18887538	0.1319355	0.1389786	0.013571758
n	0.0005744649	0.0007666749	0.58457726	0.18822633	0.19138932	0.025661407	0.008804615
a	0.03749714	0.007457805	0.15995964	0.10628187	0.28696817	0.38501462	0.016820708
a	0.0024626697	0.0008093217	0.47851756	0.2279922	0.24374077	0.03476833	0.0117091015
g	0.0021218406	0.00012504724	0.49118698	0.3750878	0.11695878	0.011525311	0.0029942687
o	0.010026108	0.004011818	0.39215916	0.46778992	0.078684606	0.047189314	0.00013917203
r	0.00251136	0.0026570784	0.7914036	0.14507267	0.029953688	0.010464614	0.017936977
à	0.00028903765	0.0007761131	0.022513386	0.9361476	0.031693753	0.008512915	6.7231886e-05
s	0.027640328	0.0022439288	0.7614584	0.12547491	0.030276591	0.00873778	0.04416799
o	0.0024453963	0.0009025861	0.31962675	0.57416666	0.019231653	0.030601364	0.05302555
o	0.38412398	0.4432639	0.045706555	0.061430097	0.02309722	0.017418269	0.024960026
s	0.16625051	0.5321158	0.021755433	0.22362025	0.034213733	0.019257562	0.0027866545
s	0.034442343	0.20595011	0.015977815	0.67640203	0.063891456	0.0029959704	0.0003402741
o	0.00263837	0.0028476017	0.007680955	0.9759853	0.008485031	0.002026813	0.0003360292
m	0.21114817	0.023204435	0.00388925	0.10379383	0.19390398	0.17361139	0.29044893
ì	0.0005434644	0.00085169607	0.004560229	0.9340676	0.056422077	0.0033321436	0.00022277949
k	0.0012658734	0.0007181787	0.0060491567	0.022718014	0.6631577	0.09988285	0.20620827
a	0.00014245976	0.0019986748	0.013376391	0.5295757	0.38345435	0.034558408	0.036894016
m	0.001144336	0.0003385066	1.5005569e-05	0.0007938449	0.5930914	0.23303081	0.17158617
è	0.00013502252	1.677143e-05	2.5280642e-05	0.0084387595	0.94890845	0.04227815	0.00019766673
r	0.0009047733	0.0019130191	0.0005972295	0.0013620157	0.06478655	0.44725075	0.48318562
i	0.0021325431	0.001273347	0.008006387	0.037328098	0.42486593	0.319039	0.20735478
</S>	0.0009048916	8.895169e-06	1.7312042e-06	4.499516e-06	0.0053532207	0.6589945	0.33473223
