 	avete	cucinato	le	verdure	</S>
i	0.841618	0.14358182	0.0131375585	0.0016601958	2.374473e-06
m	0.7556453	0.2098105	0.028147649	0.002754948	0.0036416696
a	0.011604472	0.4911474	0.06266676	0.43449554	8.579194e-05
r	0.28821164	0.6928049	0.010371103	0.0084601445	0.00015221711
è	0.002066425	0.4458411	0.024881419	0.52718717	2.3864743e-05
t	0.19851154	0.6863808	0.06460589	0.03860904	0.011892685
s	0.02243324	0.83005846	0.088792816	0.04905855	0.0096570235
a	0.010245459	0.063152805	0.044420246	0.88140136	0.00078019756
t	0.006914618	0.079051614	0.8695235	0.040240034	0.004270308
o	0.0018914643	0.07271571	0.64982736	0.27546772	9.778768e-05
l	0.00323508	0.019983146	0.96143115	0.01456918	0.000781402
a	0.00031273643	0.004121082	0.09347705	0.9019747	0.00011440923
l	0.0025753127	0.0071066464	0.9310427	0.057076152	0.0021991422
à	0.00014947586	0.00095231045	0.017908422	0.98092365	6.61484e-05
c	0.05278932	0.10098866	0.56892675	0.21892317	0.058372103
h	0.026383998	0.039255865	0.832415	0.09939206	0.0025529983
a	0.0073420675	0.027549144	0.04045311	0.9241538	0.0005018379
n	9.6309406e-05	0.000772177	0.009159198	0.977702	0.0122702895
a	0.0014270018	0.00755558	0.019840082	0.97105366	0.00012376581
</S>	0.00038815205	0.0010201664	0.023266137	0.34481192	0.6305136
