 	lo	sentii	ee	che	arrivava	</S>
t	0.9985152	0.000375552	0.0010092803	6.663042e-05	3.323079e-05	1.2580621e-07
o	0.919801	0.0019997715	0.02102235	0.0075220163	0.049436864	0.00021808312
n	0.78960747	0.057790462	0.12078309	0.013181194	0.0063584237	0.012279383
ì	0.8649933	0.014827326	0.03496874	0.003744169	0.08139817	6.829223e-05
k	0.19066803	0.18277761	0.34172788	0.045217834	0.015501564	0.22410713
u	0.6772598	0.030679613	0.26702398	0.0034953228	0.008889686	0.012651551
s	0.0039144503	0.7393683	0.24501319	0.004723336	0.0028171074	0.004163645
a	0.10539047	0.10814107	0.6276804	0.035578188	0.123132885	7.701458e-05
e	0.0009202492	0.14449497	0.7959291	0.04954454	0.008185331	0.00092586235
e	7.424498e-05	0.17358482	0.6187826	0.19731003	0.009161284	0.0010869966
k	6.4206506e-05	0.06878936	0.19068854	0.711469	0.026729252	0.0022597243
a	0.01817512	0.0028133711	0.02569552	0.21992517	0.7331125	0.00027827497
è	4.1931562e-05	0.003989655	0.012413454	0.6731709	0.30888808	0.001496003
s	0.0007148094	0.07420777	0.16295126	0.14758095	0.535605	0.078940175
t	0.0011075962	0.0038651682	0.025911788	0.32236195	0.6439266	0.0028268846
a	0.0024263128	0.0012817634	0.0012844861	0.023838684	0.97091585	0.00025289488
z	8.158215e-05	0.0016592322	0.00080680184	0.08773229	0.8094975	0.10022262
z	0.005825921	0.00085190777	0.0010428858	0.03530462	0.9568922	8.244781e-05
e	0.0050143	0.0026354874	0.0009685759	0.0113682775	0.9799816	3.1736854e-05
</S>	6.367084e-05	0.0024159837	0.0007179199	0.047651555	0.75304306	0.19610777
