 	i	genitori	non	li	dimentichiamo	mai	</S>
u	0.94963497	0.049087983	0.0005636951	0.000660568	5.247048e-05	3.1968287e-07	1.0604095e-07
g	0.68687993	0.1705393	0.06856587	0.034728903	0.0015546413	0.014445531	0.02328582
e	0.38605905	0.30421212	0.0040460103	0.031540982	0.27347243	0.0003062087	0.0003631688
n	0.22600397	0.7031337	0.039557345	0.015832173	0.0035839814	0.005841618	0.0060472046
i	0.29206097	0.66489476	0.0041560144	0.012495426	0.026151268	0.00012579252	0.00011581668
t	0.02207532	0.9069847	0.054959513	0.007973316	0.0005706764	0.0033616796	0.004074901
ò	0.31070563	0.58907723	0.01819672	0.03220732	0.047669113	0.0011075444	0.0010364773
r	0.034631778	0.5587937	0.19567686	0.050782777	0.0066964175	0.04249171	0.11092668
u	0.07460165	0.3150553	0.2759927	0.22146635	0.020430366	0.02955747	0.06289612
e	6.696417e-05	0.023619745	0.87251085	0.08976136	0.0051204558	0.005141769	0.0037788295
n	5.5025448e-05	0.008914433	0.64955646	0.3266764	0.00821763	0.0044546095	0.0021255473
è	0.016944455	0.014620356	0.03351606	0.62530345	0.30897254	0.00026346245	0.00037975266
n	0.0020513479	0.025478374	0.09751642	0.71509206	0.051317442	0.046275005	0.062269364
u	0.0062426836	0.008180806	0.032906298	0.8680414	0.046986952	0.011801253	0.02584067
s	6.6605135e-05	0.0012215857	0.07924306	0.35900396	0.3772224	0.14554374	0.037698608
s	0.0056486917	0.0008177014	0.0015276498	0.08801995	0.9037808	0.00010522825	9.9889636e-05
c	0.010649039	0.0043155006	0.0028515556	0.057657998	0.9243368	0.00012307393	6.6046516e-05
e	0.0010072059	0.0024831044	0.0034933062	0.021109266	0.9718559	4.192899e-05	9.270722e-06
r	9.550588e-06	0.00024252752	0.0025203303	0.012468351	0.9315131	0.045051794	0.008194317
r	0.0025164739	0.0025811894	0.00031341345	0.0050279656	0.9893796	0.00014819336	3.3223663e-05
è	0.016506305	0.026596481	0.010509562	0.037874546	0.89349717	0.0128205735	0.0021953087
t	0.00013071772	0.0047705173	0.098593496	0.20346518	0.43826145	0.15779884	0.096979834
s	0.0053526717	0.008793403	0.021169087	0.062330432	0.5934102	0.1464861	0.16245814
u	0.1400203	0.05293972	0.010301655	0.06037721	0.5453784	0.14323008	0.04775265
m	6.7668756e-05	0.00020678579	0.0005050629	0.00044074288	0.0034732486	0.90336823	0.09193824
e	0.002332548	0.0014795262	0.0010830216	0.006401188	0.98846066	0.0002229732	2.0181013e-05
m	4.8470178e-05	0.00014679194	0.00032903894	0.00058975996	0.0068356227	0.88170016	0.11035024
à	0.0021378808	0.001993106	0.001742167	0.011478276	0.98199975	0.0005812011	6.7627276e-05
i	3.7109264e-06	1.25063425e-05	0.00035066876	0.0010974312	0.013796473	0.728756	0.25598314
</S>	5.8577818e-05	0.00014192612	0.00029591005	0.0006427434	0.0021544069	0.8971125	0.09959402
