 	le	migliori	canzoni	le	puoi	scrivere	la	notte	</S>
a	0.8491197	0.1374985	0.011731022	0.0009959307	0.0004657411	4.184919e-05	0.00013363904	1.327388e-05	4.2132191e-07
k	0.43346497	0.52654546	0.03181929	0.003987425	0.002289222	0.00012597148	0.0008932498	0.00014306314	0.0007313619
à	0.25663587	0.12055729	0.5181133	0.018996399	0.028260048	0.031293135	0.0031195178	0.022964085	6.0369075e-05
j	0.2824471	0.19360071	0.46033433	0.010848145	0.025380354	0.001679956	0.0067700003	0.0032227375	0.015716687
o	0.56315124	0.07825682	0.23726505	0.0069562644	0.101894826	0.00051959266	0.0020349978	0.0051809982	0.004740228
t	0.36346292	0.33110484	0.25449425	0.028941764	0.00957243	0.001664637	0.0030422262	0.00087645027	0.0068404754
r	0.03590242	0.32983273	0.6129055	0.0046334076	0.005375544	0.0035595973	0.000761564	0.0070174793	1.1777361e-05
a	0.24001034	0.12176536	0.5314563	0.017516855	0.052944064	0.01561803	0.004921973	0.015725669	4.142512e-05
ù	0.032115426	0.47626302	0.44900888	0.030049823	0.0047941552	0.0026615683	0.002102386	0.001668637	0.0013361947
d	0.023795687	0.04314356	0.8950703	0.017754653	0.011341854	0.00055839843	0.0019007631	0.00064437184	0.005790461
i	0.034773942	0.013676251	0.64475864	0.045038864	0.21203709	0.0069803842	0.014352326	0.015612634	0.012769898
a	0.0017287367	0.009314968	0.124156944	0.7194564	0.048019525	0.04539643	0.01788087	0.025233664	0.008812475
a	0.00043418878	0.0035669513	0.038562167	0.8286347	0.098594576	0.009913004	0.016577302	0.0016012958	0.002115804
s	0.00032857488	0.0009654107	0.0074558593	0.84317565	0.12274388	0.010099901	0.013035338	0.0009465501	0.0012487541
ò	0.012840562	0.0070198677	0.092387885	0.21902868	0.49242085	0.08934785	0.0056917737	0.08092608	0.00033650533
z	0.000316127	0.0018172136	0.009439523	0.12210596	0.83904076	0.009357275	0.00749462	0.0038753583	0.006553146
i	0.0018994662	0.00040176607	0.0015467696	0.08162844	0.88866174	0.008171377	0.0051017343	0.008556019	0.004032649
g	3.2211727e-05	9.681206e-05	7.618218e-05	0.28688312	0.04840807	0.5667954	0.07275281	0.015431373	0.00952399
r	0.013248644	0.005046504	0.03372034	0.0204392	0.19112584	0.48606145	0.044452053	0.20565324	0.00025264543
à	0.004174812	0.0066464054	0.024659585	0.0213595	0.23480946	0.6095782	0.041895155	0.05684026	3.6617424e-05
t	1.851419e-05	2.0611806e-05	0.00014840784	0.027828332	0.6158933	0.07359797	0.07674565	0.19269653	0.013050646
s	0.0032056575	0.002423034	0.0046951724	0.011222828	0.7873117	0.09696367	0.030923013	0.046299975	0.016954936
i	0.010804245	0.01767711	0.069803335	0.005016904	0.14727251	0.23180847	0.05266706	0.46093056	0.004019817
i	2.3090099e-05	3.4201712e-05	2.7631935e-05	0.0046804096	0.007613987	0.32335523	0.5278194	0.07780987	0.058636192
n	1.1144474e-05	3.8512455e-05	2.0483989e-05	0.0041981144	0.0056950194	0.26066688	0.66631323	0.05316232	0.009894294
ì	0.0024364407	0.00033987907	0.001049037	0.0016826814	0.008807125	0.42291355	0.23309623	0.3295822	9.276512e-05
t	5.6707345e-06	4.220509e-05	5.060878e-05	0.012032787	0.06589649	0.011816995	0.22582704	0.6585289	0.025799198
t	0.0054738815	0.0034225094	0.005886097	0.0028628742	0.05897619	0.08067318	0.2263405	0.5987509	0.01761393
a	0.004334333	0.015477706	0.03856821	0.0011028274	0.020432949	0.093234144	0.06582866	0.7602358	0.0007854102
</S>	3.3915578e-05	4.2390107e-05	4.2390675e-05	0.00127323	0.0008196155	0.015015526	0.269738	0.30997124	0.40306374
