 	le	canzone	si	scrivono	alla	notte	</S>
a	0.8815956	0.116499595	0.001596227	0.00023864403	5.7274458e-05	1.2393666e-05	1.5579705e-07
t	0.73161376	0.22668207	0.03478557	0.0018107665	0.0011793994	0.0006737875	0.0032546164
r	0.1485086	0.81697965	0.0045811534	0.0071567968	0.004270369	0.018469991	3.342766e-05
a	0.260142	0.73537654	0.002655229	0.0007841009	0.00068600575	0.00032032497	3.585248e-05
ù	0.15651223	0.80402607	0.031155916	0.005819229	0.0007245045	0.0010108592	0.0007511924
d	0.13282578	0.8331048	0.0197037	0.0041820803	0.00080711325	0.000959856	0.008416684
i	0.20451273	0.5866313	0.07672029	0.0534157	0.028116735	0.03863626	0.011966911
a	0.00986164	0.06332448	0.7707232	0.11629552	0.0127377985	0.020804329	0.0062530353
g	0.00080290035	0.0120015135	0.90750855	0.073996074	0.0038937987	0.0008490984	0.00094797416
r	0.014900574	0.07294809	0.20267883	0.3649489	0.10907478	0.23470336	0.0007455134
à	0.16518918	0.52857107	0.060750928	0.18558413	0.02853425	0.031251475	0.000118982025
f	0.031718634	0.024529476	0.17276175	0.39703944	0.07463018	0.27061984	0.028700627
u	0.027732277	0.010763143	0.34167627	0.4639539	0.042004496	0.10734334	0.0065265084
t	6.560538e-05	7.37778e-05	0.19418566	0.6381291	0.14065336	0.022015024	0.0048774243
t	0.0025451556	0.002493154	0.03140093	0.68054956	0.24073277	0.042232413	4.6054258e-05
e	0.011714713	0.036382858	0.022320436	0.52711034	0.265871	0.13652727	7.338294e-05
t	3.8337235e-05	4.4151016e-05	0.040521186	0.2206323	0.66487896	0.06349885	0.010386167
s	0.0019142495	0.0015604112	0.010548957	0.3441413	0.54452854	0.097284146	2.2458373e-05
e	0.005587396	0.021215143	0.011862024	0.28176418	0.47856987	0.20096605	3.5322406e-05
n	3.3745095e-05	4.5294073e-05	0.019170353	0.058744974	0.76862586	0.14512078	0.008259058
ì	0.00183498	0.008753949	0.0040341564	0.084950514	0.4726795	0.42772567	2.132987e-05
t	4.3266005e-05	4.0841103e-05	0.010855829	0.009111697	0.07105292	0.88849443	0.020401021
t	0.0028975974	0.0024736328	0.0042333743	0.04078452	0.15015388	0.78587574	0.013581187
a	0.0048915087	0.021742145	0.0040217503	0.027275672	0.0681716	0.8725407	0.0013566853
</S>	7.132433e-05	0.00015518538	0.0011797321	0.0010122856	0.035616692	0.34706715	0.6148976
