 	forse	non	li	ha	a	casa	</S>
f	0.9850653	0.013760149	0.0011043075	4.7712292e-05	1.664458e-05	5.700084e-06	1.2090668e-07
ò	0.980662	0.0046195076	0.009012483	0.00056272664	0.00021963238	0.0049229255	7.0640885e-07
r	0.37747106	0.315573	0.07094027	0.021527644	0.011003618	0.025153194	0.17833124
s	0.41385266	0.36062154	0.20127006	0.010935743	0.0020631724	0.008020348	0.0032365078
i	0.3909567	0.13505588	0.34738934	0.025650999	0.0071375705	0.093607955	0.00020156332
e	0.024131665	0.38531452	0.5548415	0.020784596	0.002197101	0.010618054	0.0021125474
t	0.000712248	0.13330537	0.682822	0.17679034	0.004748668	0.0010102724	0.00061113766
u	0.05123577	0.026462294	0.81004703	0.048977055	0.01002711	0.05321299	3.77967e-05
s	0.0036164902	0.04427967	0.57941705	0.34805146	0.01533275	0.00554404	0.0037585166
è	0.08869003	0.014312153	0.48914987	0.10355396	0.031089155	0.27308398	0.00012091078
c	0.0025552388	0.017434673	0.08039879	0.5130387	0.26121476	0.07142578	0.053932093
h	0.038914748	0.052020352	0.77313507	0.11302724	0.015141002	0.006138639	0.0016229221
i	0.03338739	0.060145233	0.22798695	0.076419614	0.06853823	0.53285116	0.0006714057
è	7.833162e-06	0.00045841144	0.0031766514	0.05340709	0.25208712	0.6867512	0.004111708
s	3.107057e-05	0.0006716939	0.0014079744	0.005439229	0.037472814	0.9427301	0.012247091
s	0.00012232776	0.00049606524	0.0016601937	0.0024973066	0.026390465	0.9658871	0.0029464522
u	0.0006815253	0.00053859333	0.0018425487	0.004579026	0.043351177	0.9487682	0.00023896151
</S>	4.4199933e-05	0.00011836493	0.0001859237	0.00067387044	0.006607588	0.71060735	0.28176278
