 	che	consuma	poco	benzina	</S>
n	0.9761078	0.021979207	0.0014947599	0.00041784812	2.9400388e-07
a	0.92354536	0.045952953	0.0122439405	0.018019633	0.0002381095
k	0.5140241	0.05208228	0.37630305	0.009747751	0.04784283
o	0.2787688	0.6901964	0.0026866188	0.028269887	7.83269e-05
n	0.2822523	0.4780558	0.18107027	0.016664375	0.041957114
s	0.34136763	0.6360993	0.0021896483	0.02023716	0.00010631151
u	0.7302247	0.25235507	0.0076775397	0.0089434115	0.00079931977
m	0.08902448	0.87657994	0.012516423	0.01638505	0.0054941196
è	0.11051261	0.88135266	0.0009654867	0.0071197962	4.952023e-05
t	0.0058826194	0.86011994	0.089086875	0.021418395	0.023492118
s	0.012172097	0.9183654	0.048720904	0.009264284	0.011477324
i	0.3412237	0.255214	0.05356529	0.33395496	0.01604204
a	0.00060465495	0.0091479495	0.60756624	0.33195946	0.05072174
l	2.9074348e-05	0.0006651936	0.94877005	0.049157437	0.0013783217
ì	0.16182488	0.012470411	0.06979131	0.75379	0.0021233922
o	0.000583632	0.020769475	0.7282475	0.19094701	0.05945241
b	3.760497e-05	0.0011743548	0.23954748	0.6539487	0.105291836
e	0.003769547	0.0014882318	0.016132904	0.97838414	0.00022519438
n	2.2414788e-05	6.561224e-05	0.004974879	0.95974547	0.035191704
z	0.010573148	0.0037121717	0.0010404417	0.98424464	0.00042953194
ì	0.033866562	0.02492529	0.0013686818	0.9377627	0.0020767855
n	0.00036136125	0.0511242	0.100319356	0.6597575	0.1884376
a	0.005080828	0.047329154	0.016259331	0.38837025	0.5429604
</S>	0.00047511957	0.0015568138	0.011830115	0.0648709	0.92126703
