 	il	lenzuolo	vuole	lavato	</S>
o	0.9657221	0.03351274	0.0007566493	8.301304e-06	8.516555e-08
p	0.5736976	0.39536256	0.0218975	0.00018443044	0.0088579515
l	0.07924687	0.419146	0.14783566	0.35360622	0.00016516286
a	0.29517788	0.6465195	0.052565396	0.005721542	1.575572e-05
ù	0.048136856	0.9317938	0.011019526	0.007953153	0.0010967236
n	0.18814287	0.71294105	0.075066365	0.007251098	0.016598579
a	0.0878982	0.45220086	0.44820663	0.008562927	0.0031313358
t	0.0049683913	0.17714104	0.7712063	0.02144506	0.025239194
è	0.0137352	0.060253657	0.80518925	0.12073353	8.8398745e-05
l	0.0050469586	0.027480563	0.9309348	0.017074252	0.019463439
i	0.0096229	0.004411074	0.91377014	0.06923382	0.0029620822
p	0.00035210955	0.0056491154	0.6233261	0.28523365	0.08543905
l	0.005949741	0.006656693	0.096318915	0.89098155	9.316182e-05
i	0.0023254654	0.0006606322	0.020739637	0.976267	7.3235024e-06
m	0.000103200226	0.0012101097	0.07474595	0.8817525	0.04218815
è	0.00045816082	0.0003368454	0.016996745	0.9822029	5.3662234e-06
n	4.068299e-05	0.00017728755	0.08973759	0.8443189	0.06572556
o	0.0040240525	0.038144026	0.049566343	0.8583614	0.0499041
</S>	0.0001922328	0.0019557173	0.0044888956	0.15521792	0.8381452
