 	se	vieni	alle	sette	io	sto	cucinando	</S>
a	0.94070846	0.011997595	0.04336244	0.0029839438	0.0009015307	3.2401495e-05	1.331601e-05	3.3480757e-07
n	0.97149074	0.013658964	0.009027904	0.0008395072	0.0030780786	9.9032375e-05	0.00020776883	0.0015978992
è	0.024885593	0.007916453	0.57819724	0.38438374	0.0013700423	0.0031693534	5.4405977e-05	2.3208078e-05
r	0.017792137	0.111675866	0.27331632	0.11040746	0.07513038	0.008429447	0.011568912	0.39167947
t	0.06368025	0.021031313	0.6779752	0.22427976	0.003092234	0.0014281255	0.0017343604	0.006778814
i	0.01780549	0.0017458628	0.3991738	0.56588995	0.006911181	0.006340085	0.0015928098	0.0005407982
s	0.017402777	0.254252	0.53052306	0.1860614	0.009617108	0.0003088958	0.00024103367	0.0015938216
t	0.004442217	0.026498497	0.21791801	0.7428474	0.00560883	0.002571257	0.0001082553	5.6105446e-06
e	0.0025590176	0.003494765	0.20055565	0.7879639	0.0024153544	0.0028952153	0.00011096377	5.1656098e-06
s	0.013423162	0.15132637	0.43127128	0.37609407	0.024387565	0.0011491434	0.0011525935	0.0011957848
e	0.0022173433	0.0038042758	0.08583609	0.89865977	0.0062335487	0.0032042854	4.097362e-05	3.7200837e-06
t	0.032304414	0.19750729	0.23309118	0.3145973	0.21281949	0.0051925587	0.0016505719	0.0028371776
t	0.008258169	0.0016333882	0.03756707	0.903406	0.03227637	0.0167718	6.4380154e-05	2.2853095e-05
à	0.0064449743	0.0040370757	0.056259304	0.9120929	0.017947257	0.0031301568	7.6127144e-05	1.2148126e-05
e	0.03121479	0.015092658	0.022237895	0.10361832	0.3081168	0.10215861	0.029117208	0.38844377
v	4.1332078e-05	0.0010465807	0.0006572466	0.01054851	0.8352751	0.13509317	0.0078120525	0.009525904
ò	0.0022448588	0.00052273157	0.00840644	0.08669191	0.14972892	0.75050753	0.0014697538	0.00042786266
s	0.014161523	0.006923626	0.0039438517	0.011382219	0.07071008	0.68109936	0.052043036	0.15973637
t	0.0086470675	0.0017974069	0.0049700844	0.018004376	0.029258287	0.88066906	0.026854495	0.02979924
e	0.01197763	0.0022497245	0.022131396	0.05154574	0.038030542	0.8444549	0.02563732	0.0039727874
m	5.409801e-05	0.0001467015	0.00022242585	0.00012435645	0.0006736354	0.15499608	0.80314535	0.04063737
a	5.100149e-05	0.00054955634	0.0008975775	0.027905779	0.026688948	0.939283	0.004607236	1.685907e-05
r	6.490125e-06	2.8238908e-05	3.577138e-05	4.2939082e-05	0.00024004925	0.036402732	0.91392654	0.04931728
è	0.0010944608	0.0005512314	0.013725775	0.05205607	0.03164417	0.8784806	0.022168372	0.00027927745
o	0.0015389433	0.0020751448	0.00023401373	0.0007121986	0.007448436	0.18440342	0.6560716	0.14751625
</S>	6.1245346e-06	6.048144e-06	1.45351805e-05	2.6968752e-05	0.0004000476	0.016581243	0.91909003	0.06387499
