 	ho	finito	di	scrivere	</S>
s	0.08001651	0.90721834	0.0059539736	0.0068023563	8.806273e-06
p	0.01510573	0.95885366	0.019588053	0.006449237	3.2207947e-06
ì	0.000999896	0.991093	0.004566549	0.0033399453	7.056234e-07
c	0.043212034	0.92136234	0.016447552	0.006218929	0.012759062
c	0.012266038	0.9827529	0.004747252	8.6342065e-05	0.00014737328
e	0.00045399656	0.9967572	0.002665412	0.000119862176	3.470193e-06
t	0.026896073	0.9129063	0.05726472	0.0026615597	0.00027146796
s	0.015015626	0.6156944	0.27246597	0.09682127	2.7253077e-06
a	0.021067388	0.63275564	0.17970408	0.1664618	1.1105603e-05
à	0.020227602	0.008402669	0.8180576	0.14144929	0.011862947
t	0.04167807	0.0054417686	0.87236565	0.045313347	0.035201173
s	0.01214338	0.019267004	0.64898497	0.3168561	0.002748646
e	0.00968666	0.012042018	0.32563114	0.6525122	0.00012805183
g	0.00043774626	4.4886277e-05	0.009795102	0.95465165	0.035070688
r	0.002543158	0.0045495126	0.024991557	0.96790993	5.8980067e-06
à	0.0077158133	0.008107028	0.12577666	0.85834795	5.2510048e-05
t	0.039906744	0.008212987	0.42385808	0.39801967	0.13000251
s	0.0029604116	0.003260356	0.04236635	0.9237151	0.02769778
i	0.005111811	0.012090353	0.091083184	0.88888824	0.0028263857
</S>	0.00023482832	0.002725163	0.0033572337	0.50014555	0.49353722
