 	non	aveva	dove	a	stare	</S>
e	0.93891466	0.059851896	0.000984059	2.8322454e-05	0.0002204263	6.3932424e-07
n	0.9623764	0.030658636	0.005599862	0.00034272298	0.00016746535	0.00085478753
ì	0.0051630754	0.8800714	0.106119566	0.0013287191	0.0073072235	9.951778e-06
c	0.009293073	0.91798663	0.05144363	0.0034041065	0.0011491287	0.016723327
h	0.010059121	0.98143816	0.008087176	9.396957e-05	2.5951287e-05	0.00029563636
e	0.005067745	0.9747751	0.018858105	0.00090863043	0.00034369229	4.682176e-05
p	0.00869733	0.048092846	0.8620723	0.05707863	0.02153612	0.002522704
u	0.020892039	0.056337114	0.7983683	0.06284355	0.06155017	8.914534e-06
s	0.013459368	0.005915289	0.18465343	0.18848683	0.5890562	0.018428855
t	0.011815585	0.009976915	0.29193604	0.08357633	0.6026857	9.417605e-06
a	0.013655936	0.021434197	0.18733299	0.03780196	0.73974854	2.6323822e-05
s	0.00056950556	2.6085914e-05	0.0040232036	0.008426333	0.9793043	0.0076505486
ì	0.0033328277	0.006313874	0.10489619	0.040274657	0.84516865	1.3824551e-05
</S>	0.002387304	0.0047074934	0.0060568205	0.065321	0.6364718	0.28505555
