 	la	casa	la	costruirono	i	muratori	</S>
o	0.9397283	0.05925817	0.00089735584	3.4437795e-05	5.7120706e-05	2.4541925e-05	6.476059e-08
s	0.82579833	0.13907897	0.015572021	0.00088986213	0.010089679	0.0018327348	0.0067385132
p	0.09335888	0.89288014	0.0050323033	0.005301377	0.0008365029	0.0025562397	3.462902e-05
ì	0.2720604	0.72349554	0.0020778843	0.0012683605	0.0007604076	0.00033434603	2.995621e-06
t	0.13217667	0.8073555	0.020100208	0.0049234936	0.0011321551	0.001337675	0.03297425
i	0.09563716	0.7798003	0.112601094	0.0029194525	0.006472939	0.002022401	0.00054663856
o	0.0115487585	0.47843823	0.48148438	0.014226463	0.005361952	0.0025247557	0.006415394
f	0.00124087	0.04046835	0.91088533	0.025569223	0.019206211	0.0010958862	0.0015342302
a	0.034192413	0.15579937	0.30392876	0.41418004	0.025599312	0.065768085	0.0005319112
b	0.00095290144	0.007990505	0.92721367	0.04737754	0.010441778	0.0029384773	0.003085024
b	0.012811372	0.04127567	0.16263697	0.76852584	0.003885806	0.010819744	4.4595577e-05
r	0.031960152	0.097488075	0.3560019	0.5107786	0.0028812157	0.00088874006	1.3409193e-06
i	0.05439368	0.05048135	0.35618252	0.5138766	0.01579436	0.008931646	0.00033987054
k	0.0001742465	0.0006353572	0.080524914	0.8472546	0.012959539	0.052643918	0.0058075055
è	0.00013268917	0.0017585845	0.012972388	0.97511816	0.005812432	0.0040546097	0.00015126867
t	0.005180507	0.013112499	0.57046044	0.24449115	0.09930605	0.021822104	0.045627184
s	0.0036934929	0.0115745785	0.20289712	0.6957538	0.054495133	0.0053619468	0.026223866
a	0.02571879	0.059778474	0.05998166	0.7422094	0.055929903	0.048524164	0.007857564
n	4.3150652e-05	9.311177e-05	0.0022851035	0.18117148	0.6255935	0.17361836	0.017195258
e	0.0029498392	0.0021379173	0.0029269839	0.8316228	0.12370734	0.036627293	2.7848433e-05
e	1.3969964e-05	2.2801501e-05	0.00048314605	0.0185682	0.79466456	0.17849109	0.0077562197
f	9.140208e-06	1.5133499e-05	0.0002644364	0.0111826435	0.90759104	0.078666635	0.0022709777
a	0.027503511	0.056259915	0.0033006775	0.17721085	0.45607468	0.27837574	0.0012747583
b	1.0087314e-05	1.3847748e-05	0.00013824689	0.0017360919	0.31473252	0.6775575	0.0058116117
b	0.0016664797	0.006445728	0.0027382143	0.33324048	0.2692448	0.38648537	0.00017893924
r	0.0004645988	0.00085152686	0.020084415	0.11820589	0.23912384	0.6212417	2.8026294e-05
i	0.0003310364	0.00039281242	0.01868636	0.054436944	0.3122742	0.612557	0.001321611
k	8.530301e-06	1.9843214e-05	5.1852927e-05	0.0039345096	0.028180903	0.9427433	0.025061088
a	3.246758e-05	0.00012494499	3.710337e-05	0.0010575106	0.009634406	0.9888337	0.0002798089
t	8.692897e-06	1.5875567e-05	4.8456102e-05	0.00054125476	0.020187274	0.93560547	0.04359299
ù	0.000162892	0.0011238636	0.0004186847	0.0035915992	0.018128572	0.9708284	0.0057459367
r	5.5716617e-05	0.00015533384	0.027653573	0.0068762926	0.30442917	0.37240893	0.28842103
i	0.004676279	0.00952539	0.019703535	0.0095177	0.03912605	0.36754522	0.54990584
</S>	0.00026815746	0.0014046052	0.001737711	0.00060122134	0.02058108	0.41946268	0.5559445
