 	non	ho	finito	lo	posso	finire	di	scrivere	</S>
e	0.9882841	0.008397919	0.0028898586	0.00028997735	6.761735e-05	1.8647781e-05	3.84951e-05	1.3273049e-05	8.691223e-08
n	0.9792474	0.011249483	0.0033383383	0.0019855837	0.0006587909	0.00015028969	0.0013450392	0.00021558248	0.0018094804
e	0.0051694596	0.0024766228	0.98078245	0.003200248	0.006448595	0.00035431437	0.0003308288	0.0012302382	7.0805886e-06
s	0.3050832	0.52094895	0.14169087	0.015848797	0.0037096217	0.0005157628	0.005097404	0.0005514744	0.0065539465
p	0.0014234142	0.0013097684	0.9906307	0.002953332	0.003033682	0.00014583561	0.00012076496	0.00037985615	2.742846e-06
ì	0.009725814	0.0049097366	0.98391634	0.0008872372	0.00041484708	5.2805204e-05	7.130589e-05	1.9844601e-05	2.0227135e-06
c	0.017631488	0.19146068	0.718147	0.020636287	0.010815954	0.0042616455	0.0032263277	0.0029463363	0.030874312
c	0.015192528	0.014682832	0.9285625	0.008082137	0.03242835	0.00015418447	0.00017791701	1.6445685e-05	0.0007029826
e	0.003968389	0.00061089423	0.9757372	0.0018064373	0.01751386	0.0001131099	0.0002014795	2.5918003e-05	2.266493e-05
t	0.0006921051	0.008751023	0.87125766	0.10585997	0.0047544283	0.007986715	0.00012375228	0.0005176499	5.671782e-05
s	0.007709351	0.0024782177	0.64290255	0.2896816	0.0462862	0.005767312	0.0011794192	0.0039902017	5.115476e-06
a	0.007826336	0.010746926	0.78431404	0.13442136	0.01848062	0.025420522	0.0050407937	0.013740495	8.909646e-06
o	0.0009949174	0.0071482686	0.011639347	0.89515847	0.044984788	0.0319225	0.0030695542	0.0042094947	0.00087256066
s	0.00086666713	0.010162626	0.0015676217	0.89912885	0.06299987	0.018772706	0.004747366	0.00091532007	0.0008389474
ò	0.0051733623	0.0007146532	0.07740291	0.11353374	0.7838469	0.014104401	0.0015095512	0.0036494285	6.5030676e-05
z	0.00056466635	0.0021505812	0.00038876594	0.038853485	0.8946044	0.043562837	0.006469356	0.0010707292	0.012335148
o	0.0014491554	0.0018548064	0.0036939862	0.06312473	0.8781391	0.042147778	0.0070171235	0.00067159696	0.0019018002
s	1.6030233e-05	0.00012570634	2.5303947e-05	0.01017347	0.027418511	0.90223974	0.046154022	0.009200927	0.004646305
p	0.0020326518	0.0014135871	0.012537366	0.028466458	0.54268444	0.3722357	0.01933373	0.021236178	5.98983e-05
i	0.00031616274	0.0020238515	0.010634981	0.01846116	0.075785	0.79219615	0.034534223	0.06603974	8.702402e-06
c	1.562172e-05	0.00014818097	2.5132775e-05	0.0059538344	0.030074129	0.878398	0.06556102	0.018133797	0.001690262
c	0.0001557901	0.00044521503	0.0059058215	0.00524856	0.033683892	0.9140811	0.011836231	0.02863255	1.0885919e-05
è	4.170629e-05	0.000651686	0.0020832622	0.003943445	0.077481724	0.8919559	0.019302404	0.0045394055	4.2940698e-07
t	6.0464417e-06	3.4061533e-05	0.00014241156	0.0004892483	0.07507143	0.9132046	0.009210254	0.0011958502	0.0006460662
s	0.00029028032	0.00037330575	0.0044697793	0.0076033724	0.34764266	0.44019848	0.14105715	0.041888222	0.016476756
i	0.0036839077	0.0015624068	0.013270842	0.020082155	0.11284278	0.4472921	0.15809101	0.23458308	0.00859164
t	1.4910928e-05	2.356671e-05	1.716748e-05	0.00018680443	0.00063704076	0.09857158	0.5416652	0.33224696	0.026636723
s	0.0009859516	0.0007671704	0.0027931847	0.00216343	0.00313836	0.14231175	0.4197472	0.4280129	8.003054e-05
e	0.00069584267	0.0015972947	0.005045761	0.0061557214	0.004135563	0.13816501	0.27330416	0.57086015	4.0543633e-05
g	5.497462e-06	1.1335218e-05	6.7451188e-06	9.538846e-05	0.00011782014	0.016047701	0.32914075	0.63113683	0.02343795
r	0.00045101202	0.0003062595	0.0026948436	0.0024141935	0.0012761008	0.022785706	0.08452429	0.88550156	4.6014364e-05
à	0.0012861338	0.0004103418	0.004464227	0.003911282	0.004436453	0.04165427	0.067417555	0.8762775	0.00014216632
t	4.6114812e-05	0.00038597744	7.007482e-05	0.0052020415	0.04001948	0.2171782	0.3547469	0.2899078	0.0924434
s	0.0022232684	0.0006678455	0.0030063943	0.0042624185	0.01974124	0.03642799	0.27799922	0.44916013	0.20651151
i	0.008831157	0.0019189252	0.010884076	0.011612903	0.095777	0.025282234	0.11100488	0.7288954	0.0057933545
</S>	2.6842225e-05	3.908341e-05	0.00031701842	0.00034035608	0.0009037446	0.003584413	0.030328797	0.7874366	0.17702317
