 	ho	messo	uno	specchio	sul	muro	</S>
è	0.16504036	0.82441056	0.01012868	0.0001797586	0.00015856109	8.140741e-05	7.937659e-07
v	0.12975174	0.71234965	0.04832488	0.031248236	0.006280998	0.006934102	0.06511043
a	0.009332399	0.9249377	0.01532808	0.041369893	0.0023371705	0.0058857915	0.00080901047
l	0.17725526	0.7402292	0.07942306	0.00039418766	0.00036098462	0.001496179	0.0008411474
a	0.07195755	0.42144036	0.38178682	0.017332543	0.07897062	0.02843959	7.244542e-05
è	0.35699138	0.5397212	0.09927366	0.0010848308	0.00047519768	0.0012947749	0.0011589719
n	0.14937398	0.4724639	0.34441552	0.012580498	0.001089881	0.0033560107	0.016720274
a	0.03893053	0.28391024	0.3399776	0.3060369	0.026782015	0.0033055276	0.0010572156
n	0.03484683	0.0020959335	0.88622	0.062681995	0.0048380056	0.006759382	0.0025577957
j	0.028128106	0.005707077	0.75109535	0.1289436	0.07424748	0.011835798	4.2570082e-05
a	0.056418795	0.032187108	0.78504324	0.024292465	0.07757666	0.024452122	2.9529661e-05
l	0.02100618	0.00095218973	0.8062405	0.10793614	0.04229106	0.018192567	0.0033815086
ì	0.01128058	0.027205432	0.67826253	0.027362747	0.24020171	0.015638117	4.8820064e-05
s	0.042232893	0.016555492	0.23598386	0.29272443	0.17371875	0.18394597	0.054838624
t	0.0058918484	0.013391427	0.10654763	0.65911174	0.18677165	0.020416275	0.007869411
o	0.013204365	0.045271754	0.09208445	0.019607108	0.70552754	0.12361716	0.00068767165
t	0.00040833105	0.00012331399	0.0028161746	0.007082634	0.91961193	0.05743454	0.012523006
ì	0.0044231983	0.0009950048	0.006110578	0.00322285	0.8697241	0.115504384	1.9782181e-05
c	0.0010622675	0.000120839424	0.003889951	0.07322537	0.19591707	0.6929121	0.032872353
h	0.017308077	0.0024499241	0.03929119	0.048755117	0.60753185	0.28377992	0.0008839506
o	0.0014227914	0.003425432	0.023257399	0.007295381	0.57762146	0.38680094	0.00017661095
</S>	1.6090547e-05	7.1824776e-05	8.671004e-05	0.001099451	0.3148743	0.5374018	0.14644983
