 	non	ti	dimentichiamo	mai	</S>
e	0.97334146	0.02556255	0.0010903615	4.2151228e-06	1.456799e-06
s	0.6924189	0.29292336	0.0021473856	0.0045317267	0.007978673
e	0.040218525	0.46124026	0.49837634	8.298738e-05	8.183997e-05
a	0.036325604	0.92897326	0.02178089	0.0067537334	0.006166563
l	0.040826708	0.9169428	0.03596108	0.0041778027	0.002091726
l	0.018070588	0.045487117	0.93629616	8.282097e-05	6.3257816e-05
i	0.043838162	0.039997984	0.9160804	6.5877786e-05	1.7547844e-05
m	0.01479168	0.07895685	0.80496323	0.087449454	0.013838796
o	0.0059000608	0.009364048	0.98471606	1.4589921e-05	5.2871537e-06
n	0.0007331009	0.007621324	0.9428274	0.046701457	0.0021166704
ù	0.004403842	0.01277449	0.98132974	0.0013402887	0.00015161996
m	0.0121880155	0.16504855	0.31308535	0.2666961	0.24298194
e	0.014696264	0.017453153	0.95394504	0.007880068	0.006025519
m	2.7506318e-05	0.0001393068	0.004446311	0.96035063	0.03503634
à	0.0032131975	0.0102350665	0.9857556	0.0007450939	5.101533e-05
i	0.00012827794	0.0010131395	0.018104106	0.8319518	0.14880265
</S>	7.610225e-06	5.358838e-05	0.00013661558	0.96562827	0.03417392
