 	ora	io	sto	studiando	di	diventare	medico	</S>
à	0.9296132	0.06537449	0.0037740986	0.00075356814	0.00022866615	0.00019283038	6.202416e-05	1.2791985e-06
r	0.8916167	0.06925129	0.0020121182	0.0028558369	0.0042238142	0.006442194	0.0012969122	0.022301128
t	0.082881704	0.05384463	0.3343562	0.46793008	0.040126245	0.011348639	0.004371136	0.0051413877
e	0.041361064	0.15755367	0.11103663	0.49359992	0.10030874	0.055119663	0.04075241	0.00026787745
n	0.23894374	0.48379353	0.18344001	0.07488097	0.006159781	0.0023440463	0.0015843451	0.008853655
a	0.011589522	0.45998272	0.4746321	0.04070566	0.002437711	0.004575732	0.0060636066	1.2977129e-05
i	0.1500058	0.79289067	0.051050972	0.003126884	0.00031492047	0.00051469106	0.000114530885	0.001981531
v	0.016157506	0.8629989	0.09848902	0.014130435	0.0037191669	0.0035612471	0.00016390791	0.00077994185
ò	0.016143108	0.15197049	0.62756056	0.18304937	0.0065536117	0.008253211	0.0063749906	9.4616036e-05
s	0.04069556	0.21075739	0.4872701	0.2219944	0.006719099	0.0030042448	0.0023646706	0.027194627
t	0.0017769343	0.008068605	0.3823211	0.5984453	0.005978224	0.0007363667	0.0006355389	0.002037951
è	0.0090444265	0.049467124	0.5731371	0.2967094	0.023459947	0.035832684	0.010976451	0.0013728397
o	0.0008343828	0.0044585606	0.021593269	0.9582596	0.007632592	0.0002524774	0.0012548662	0.005714351
s	5.232545e-05	0.0010296381	0.097845614	0.47429484	0.38827038	0.025670731	0.0053848224	0.007451564
t	0.0054453183	0.012648025	0.051138546	0.8208303	0.08036097	0.016630495	0.012872613	7.367269e-05
u	0.0016871783	0.035282746	0.05733185	0.64195675	0.1399319	0.076056734	0.047696598	5.6235946e-05
d	0.00011255741	0.00050758064	0.009515499	0.06683173	0.83821094	0.06879135	0.012328824	0.0037015318
i	0.0065239286	0.021321442	0.02332444	0.3850058	0.37430668	0.08767514	0.10171329	0.00012939928
è	5.701872e-05	0.00020455227	0.0012656811	0.0068067955	0.7578887	0.21319391	0.017614752	0.0029686536
o	0.00075786933	0.005603537	0.052384615	0.3104425	0.5151772	0.023426296	0.018938193	0.07326983
n	1.0107553e-05	1.9313069e-05	0.00018199834	0.0019882775	0.79074544	0.19747551	0.00764448	0.0019348762
a	0.0069048535	0.0056549585	0.0023167413	0.006602249	0.05230882	0.6144614	0.31146872	0.00028228207
g	1.5295891e-05	1.4488034e-05	1.5167035e-05	1.3797263e-05	0.011357695	0.88893306	0.09792696	0.0017234922
h	0.0041853352	0.008557787	0.0036118303	0.0043797987	0.013536855	0.49734807	0.46812245	0.00025784574
e	9.759481e-05	0.0012933646	0.0034503771	0.008176679	0.09521769	0.36507007	0.52665937	3.4894045e-05
t	1.0551823e-06	2.633548e-06	3.2366715e-05	5.6053566e-05	0.0045025754	0.33526197	0.64060324	0.019540118
t	0.0012517304	0.0025992144	0.0025335858	0.008257482	0.011491658	0.3265052	0.6472669	9.418181e-05
ò	0.0005145478	0.0012548302	0.002775543	0.007763844	0.016857468	0.17560291	0.79506046	0.00017049038
m	8.491363e-05	0.00014993385	0.0010982202	0.0022159813	0.089834355	0.101598315	0.7189077	0.08611058
e	0.018530361	0.004671476	0.008236285	0.0067608994	0.058639552	0.6038722	0.2879225	0.011366782
s	4.56469e-06	2.6949242e-06	4.3593995e-05	0.00033503806	0.004281748	0.02948933	0.87403166	0.09181143
s	7.481977e-05	0.00064262503	0.0021006858	0.005118377	0.008687294	0.026245344	0.9570645	6.6454944e-05
è	0.0003625065	0.0027608366	0.0065987944	0.028558478	0.027490206	0.055652034	0.8784747	0.00010245522
r	4.266249e-05	2.8416662e-05	0.00018521881	0.0004505982	0.068470076	0.09046332	0.5226106	0.3177491
e	0.03753413	0.0031417562	0.006867195	0.00894346	0.011309066	0.050543785	0.52329683	0.3583638
</S>	0.00037901715	0.00014827301	0.00056317716	0.0016292924	0.003409057	0.03400068	0.2416186	0.71825194
