 	li	vestono	i	genitori	</S>
t	0.94051313	0.058873743	0.00053017377	8.271425e-05	1.2142569e-07
u	0.8253521	0.1631014	0.009914156	0.0015480554	8.4323096e-05
s	0.6291416	0.32127294	0.027633525	0.005314481	0.016637513
i	0.22956239	0.7595608	0.008794529	0.0020515663	3.067352e-05
n	0.25653684	0.6657293	0.04810781	0.007944109	0.021681827
d	0.05972731	0.92704105	0.012307244	0.00088672	3.7667614e-05
ì	0.20276375	0.7793683	0.011102576	0.0057725445	0.0009928438
n	0.24106292	0.59248745	0.08244528	0.008481917	0.0755225
n	0.036506273	0.88978845	0.0544137	0.011616445	0.0076750875
o	0.21553005	0.48369327	0.18682034	0.09860958	0.0153467655
n	0.00014528372	0.0016923001	0.6801861	0.28916192	0.028814366
e	0.024940263	0.08113278	0.82125837	0.07251254	0.00015601309
i	6.328639e-05	0.0004810738	0.61877114	0.3703452	0.010339337
g	1.9802575e-05	0.00019435279	0.7997231	0.19537333	0.0046894765
e	0.117490634	0.106826164	0.6013441	0.17134072	0.0029984862
n	1.3867222e-05	4.2475767e-05	0.0400641	0.9503879	0.00949166
i	0.17108598	0.27213457	0.32920623	0.21842887	0.009144294
t	1.54169e-05	3.220241e-05	0.013590966	0.95161974	0.034741644
ò	0.14375338	0.23469144	0.28473896	0.32592785	0.010888368
r	0.00046558413	0.0038520012	0.21381138	0.42630693	0.35556406
i	0.0139561	0.02527844	0.084608324	0.55436796	0.32178918
</S>	0.00016192393	0.00020682813	0.0032770622	0.47155216	0.52480197
