 	io	nella	mia	vita	ho	sempre	lavorato	</S>
e	0.96907544	0.026744759	0.0032504164	0.00079163845	4.1030726e-05	5.704805e-05	3.732084e-05	2.2638703e-06
v	0.9915296	0.0066939415	0.00086710136	0.00035951525	3.5989055e-05	7.3577336e-05	4.217124e-05	0.0003981789
ò	0.1339817	0.84168434	0.0036515745	0.006276647	1.9218913e-05	0.010731479	0.003653194	1.7819099e-06
s	0.08167343	0.7566481	0.016877502	0.11024583	0.0017191496	0.0043708007	0.00345241	0.025012804
t	0.014765602	0.9701201	0.0064761383	0.0047069774	7.214657e-05	0.0028636889	0.0004950774	0.0005003181
i	0.024575872	0.8410144	0.01682044	0.054793503	0.00027896647	0.047387455	0.015015582	0.000113746486
z	0.019537896	0.78798234	0.1487673	0.036968548	0.00036704648	0.005190736	0.0005478195	0.00063822424
o	0.11336608	0.6576038	0.09273147	0.05445572	0.0010514478	0.047809333	0.032954935	2.7210985e-05
ì	0.006579497	0.29412287	0.54264885	0.1426218	0.0021890397	0.009688977	0.00088168716	0.0012671727
m	0.0009976091	0.046508532	0.16064583	0.7805143	0.0055706385	0.0014476489	0.0003254001	0.0039900653
m	0.027987475	0.15211587	0.4965954	0.22992085	0.03671153	0.03532655	0.021103522	0.00023875026
u	0.0013139813	0.20528708	0.21788165	0.45858562	0.01108463	0.023810934	0.08201829	1.784157e-05
ì	8.611121e-05	0.0147758	0.51294124	0.30143607	0.021201478	0.120058835	0.028826049	0.0006744257
m	3.379127e-05	0.00035842892	0.02604204	0.90791434	0.03188392	0.03139299	0.0009639093	0.0014105433
e	0.008337772	0.0040288735	0.065508835	0.4914953	0.24951349	0.12487596	0.055380616	0.0008591635
p	8.975823e-06	0.00018124755	0.020104641	0.03756124	0.05948081	0.83760685	0.043570306	0.0014860044
à	0.0039627235	0.022310304	0.00919835	0.03929871	0.029879551	0.768625	0.12667476	5.0580333e-05
n	2.0400981e-05	7.700696e-05	0.004272175	0.01899377	0.005404735	0.92599887	0.04197625	0.003256749
t	0.00047360713	0.00049924897	0.0032975392	0.015623492	0.09720744	0.85131365	0.02754836	0.0040366785
a	0.0006897014	0.0018320158	0.003103137	0.066139005	0.0152096655	0.7594777	0.15323235	0.00031641716
p	1.2047195e-05	9.136979e-05	0.0007833472	0.0001738802	0.007907223	0.735451	0.23239103	0.023190163
o	0.004152513	0.016983934	0.005181393	0.010463319	0.004170925	0.73992044	0.21905488	7.260243e-05
l	3.858257e-06	2.1127547e-05	0.00032688896	0.00011100427	0.0022654796	0.48358864	0.49458566	0.019097302
e	0.0052338834	0.018035566	0.00371955	0.010060722	0.002865643	0.623632	0.33629018	0.00016243088
m	5.590773e-06	2.4414485e-05	0.00022455835	8.8315326e-05	0.0012705157	0.18829657	0.7616541	0.048436005
i	0.0001439229	0.003601035	0.0010397392	0.0015954355	0.0011429434	0.5058688	0.48656997	3.8203332e-05
m	9.8775e-07	8.762208e-06	0.00013086836	3.4437857e-05	0.00042008233	0.076371215	0.8876312	0.035402525
m	4.529112e-05	0.0019714255	0.00068068627	0.0008595461	0.00038613458	0.20517187	0.7908666	1.8409979e-05
è	6.3415036e-06	0.00013338115	0.0032671625	0.0050131734	0.005158727	0.04463027	0.9416776	0.00011343849
n	3.7588427e-07	3.8023077e-06	1.5820484e-05	1.2583572e-05	9.789695e-05	0.021930283	0.9423695	0.035569604
a	0.0007210951	0.0022994617	0.0005748621	0.006464979	0.002353094	0.20120269	0.69828206	0.08810171
</S>	1.6851007e-05	0.00013983165	0.0005620676	0.0002521037	0.00042121293	0.021695837	0.4637726	0.5131395
