 	io	non	sono	ancora	pronta	bisogna	venire	alle	sette	</S>
e	0.8935428	0.090111755	0.015177499	0.0003640094	0.0005478898	8.3846964e-05	9.431763e-05	5.129041e-05	2.409012e-05	2.3855634e-06
v	0.9898947	0.00700679	0.0023890748	5.1201987e-05	0.00019934689	4.86404e-05	0.00013237388	0.000104316656	2.3336694e-05	0.00015040678
ò	0.41565776	0.09968216	0.21868643	0.022343954	0.19055624	0.04326922	0.0014920216	0.00040932422	0.007877371	2.5440726e-05
e	0.14226657	0.42360538	0.32810673	0.005359091	0.024954764	0.03280019	0.0029149516	0.0044709505	0.0032473465	0.032274053
n	0.015128679	0.65739274	0.29295158	0.0061030355	0.011349717	0.013330979	0.0006619749	0.000798846	0.00023658408	0.0020458414
ì	0.055651214	0.14208515	0.7304788	0.05225176	0.015932119	0.002692869	0.00015579326	0.00012973601	0.00060681003	1.5708667e-05
m	0.012298816	0.16710413	0.71350235	0.0149211	0.023336282	0.02458519	0.0019023397	0.0054791486	0.001511096	0.03535955
e	0.08382702	0.15525638	0.5841165	0.02863569	0.07047077	0.07508059	0.00014237678	0.00057321123	0.0004677727	0.0014296395
a	0.000992005	0.13439997	0.45280355	0.31403875	0.067054376	0.027152814	0.00067483255	0.0005157499	0.00043450942	0.0019334047
n	0.00035545017	0.026428536	0.1191969	0.7136975	0.116476804	0.010476026	0.0029181903	0.008216651	0.0004861823	0.0017478568
k	0.0023396984	0.00850956	0.06968512	0.80234206	0.10696088	0.0070243417	0.00043822615	0.00015714577	0.0025255647	1.7502485e-05
ò	0.012626539	0.041422706	0.11703622	0.5567285	0.2145569	0.051983267	0.0010601855	0.00032332967	0.0042445697	1.7736385e-05
r	0.01928982	0.03630362	0.05055654	0.046033844	0.3575433	0.41738734	0.0007680373	0.0020396458	0.0026618857	0.06741595
a	0.005154985	0.011993354	0.030315766	0.25879768	0.49471435	0.19536248	0.0002946032	0.0005685111	0.0009191441	0.0018790691
p	6.170637e-05	0.0017022296	0.001764657	0.30321458	0.6383599	0.03652523	0.0058406214	0.0049948096	0.00309847	0.0044378093
r	0.004705395	0.0090054935	0.01279364	0.14359994	0.713978	0.05025904	0.020144772	0.0016463955	0.04379902	6.8345405e-05
ò	0.0034310475	0.008016204	0.007917956	0.13617538	0.61109126	0.20681223	0.009906709	0.0010877937	0.015500521	6.0823528e-05
n	2.7125083e-05	0.00036976088	0.00048643476	0.0011906077	0.42338473	0.5711158	0.00021410194	0.00091069454	0.0010659558	0.0012348229
t	0.0025841182	0.004041719	0.007598717	0.049298257	0.6637948	0.24059105	0.005351441	0.0046172007	0.006006668	0.016116122
a	0.0036116366	0.00919964	0.020302432	0.10221209	0.3701723	0.40199146	0.009319043	0.0066473163	0.07356557	0.0029785563
n	2.700916e-05	0.00047467856	0.0003196554	0.038406417	0.16518065	0.092351206	0.519537	0.07494646	0.092328526	0.01642843
g	0.004471482	0.009193419	0.0121928975	0.049043745	0.1529114	0.34088266	0.28767353	0.026184415	0.11734057	0.00010589939
h	0.0008109024	0.003586529	0.003274416	0.040206026	0.06768523	0.7048203	0.06616423	0.007284861	0.10611239	5.5128683e-05
ì	7.951872e-05	0.0013321701	0.0019440147	0.020315912	0.08214114	0.83636993	0.009229728	0.0031027661	0.045470756	1.4158701e-05
z	1.6478199e-06	2.2696486e-05	1.8101033e-05	0.00048427205	0.049224857	0.94341165	0.0010097313	0.0015842858	0.0016776648	0.0025651471
i	0.004949845	0.001487956	0.0030385496	0.0106608765	0.09455968	0.8171679	0.030103395	0.006018147	0.02308169	0.008931968
n	5.8737064e-06	7.75275e-05	8.203621e-05	0.0014614296	0.0039415895	0.02761331	0.62189084	0.23270766	0.10224655	0.009973115
a	0.00149644	0.0029032826	0.004105663	0.0049893134	0.0050631007	0.06758119	0.6484896	0.091220126	0.17406917	8.21154e-05
r	2.5897775e-06	2.6717247e-05	2.1183328e-05	0.00040626308	0.00025073567	0.0026496872	0.566456	0.28881568	0.13812484	0.0032462883
t	0.003132665	0.0040417328	0.005881527	0.0040046764	0.00355348	0.05670471	0.5066989	0.09191434	0.32391822	0.00014974725
i	0.0015976297	0.0028556276	0.004689917	0.010938141	0.0096876435	0.1390415	0.20405859	0.10466577	0.522237	0.00022815593
s	1.530075e-06	1.7558625e-05	1.5141953e-05	0.0002949488	0.00011847365	0.0005089748	0.406642	0.2405369	0.33524475	0.016619759
t	0.0006475011	0.0014162429	0.002405506	0.0035516103	0.0020121539	0.03987545	0.18020515	0.06329984	0.7063632	0.00022331714
e	0.00039763248	0.00072865124	0.0014104289	0.0027501793	0.004294918	0.046895787	0.061534688	0.0625519	0.8193022	0.00013365872
s	7.087251e-07	7.1118725e-06	8.078768e-06	0.00014569177	8.003681e-05	0.00021490881	0.144572	0.1774747	0.6690414	0.008455442
e	0.00014012252	0.00058461213	0.0011349237	0.0021918244	0.0013980904	0.014005145	0.053324	0.037516188	0.8892039	0.00050121214
t	1.1720184e-06	1.0387188e-05	1.20911345e-05	9.040943e-05	6.111332e-05	0.0001128129	0.10073813	0.1416932	0.74292076	0.014359859
t	6.448994e-05	0.00034031176	0.00074734306	0.0021485242	0.0022737887	0.005013595	0.025282905	0.026915051	0.9351304	0.0020835532
ò	0.0004565636	0.00063844473	0.0014126473	0.0023315307	0.0077401707	0.012770527	0.032364618	0.037591126	0.9035965	0.0010978827
</S>	7.0941875e-05	0.000104090715	0.000109606175	0.0046215095	0.0069922535	0.065574564	0.03016701	0.18030183	0.52210885	0.1899494
