 	sicuramente	stanno	ancora	svegli	</S>
s	0.9757244	0.023758484	0.00031101357	0.00020079839	5.3983545e-06
i	0.83432996	0.14225514	0.010998912	0.012330314	8.558816e-05
k	0.7237381	0.1439603	0.062818006	0.009146185	0.060337424
u	0.914667	0.077880934	0.0031180936	0.0042993757	3.461079e-05
r	0.96022236	0.03100703	0.0029105942	0.00048703272	0.005372932
a	0.87614983	0.114309356	0.003935379	0.0055235997	8.189637e-05
m	0.93567	0.045709196	0.0043797838	0.0009983002	0.01324279
è	0.8718118	0.12418075	0.0019454197	0.002049596	1.2448808e-05
n	0.97760093	0.017438676	0.00036318312	0.0001766173	0.004420539
t	0.79245174	0.19649942	0.0055942624	0.004190762	0.0012637512
e	0.30995983	0.40799832	0.12060614	0.15695062	0.004485072
s	0.04577646	0.87444514	0.05841154	0.007699286	0.013667557
t	0.35103327	0.61000586	0.02129156	0.017500434	0.00016891363
è	0.62601924	0.32382134	0.021192303	0.028815482	0.00015161841
o	0.52175343	0.44726443	0.0014623944	0.002160372	0.027359402
n	0.005709028	0.80831903	0.16821761	0.005246596	0.012507782
e	0.053297464	0.37715954	0.471111	0.09608881	0.0023432865
a	0.00023355431	0.04790355	0.90863234	0.024918092	0.01831245
n	0.00038654704	0.028615467	0.9361008	0.028652169	0.006245071
k	0.004392584	0.052812025	0.89394134	0.048084244	0.0007697981
ò	0.06255868	0.08115406	0.76822263	0.079368085	0.00869644
r	0.0058904816	0.06326699	0.12972192	0.042447258	0.7586733
a	0.24345677	0.17615442	0.3985947	0.09191516	0.089878984
a	0.004383001	0.010602307	0.06853995	0.11504786	0.8014269
t	0.01288871	0.0018424161	0.27345195	0.64671904	0.065097846
s	0.025323188	0.0051674843	0.038740024	0.86684877	0.06392055
ù	0.29696938	0.09157046	0.043098558	0.53743756	0.030923972
n	0.0042394884	0.076604806	0.12404839	0.5059213	0.28918603
n	0.008938107	0.014305288	0.19605863	0.7206939	0.060004093
i	0.41004044	0.12458471	0.027018262	0.4108836	0.027472947
t	0.012442315	0.054294933	0.09310918	0.80351865	0.036634803
i	0.037413787	0.01363271	0.31110364	0.60771877	0.030131105
</S>	0.023516726	0.044079106	0.14875968	0.50786805	0.2757765
