 	devo	comprare	il	pane	ogni	giorno	</S>
è	0.0023836463	0.00010756334	0.40879586	0.56513715	0.02251813	0.0010526486	4.8851734e-06
n	0.004758432	0.0037038885	0.87904835	0.054590408	0.03784782	0.008854858	0.011196322
a	0.00577896	0.00069218373	0.010337136	0.0462026	0.24243578	0.4158112	0.27874213
v	0.0052756937	0.0008441955	0.2998178	0.2036635	0.3872242	0.09081892	0.0123556135
o	0.012010054	0.01836467	0.376684	0.37313366	0.12392955	0.09538025	0.00049783185
r	0.04981901	0.0019636194	0.74669856	0.12651628	0.048319053	0.012089878	0.014593535
à	0.0011807668	0.0025294384	0.045994487	0.8653745	0.06546305	0.019359719	9.800068e-05
s	0.03473035	0.0018876783	0.7303468	0.13765255	0.036718126	0.010350852	0.04831353
o	0.009200748	0.0017817048	0.3209722	0.57569516	0.01743546	0.02755899	0.04735582
o	0.024753906	0.7214103	0.06353095	0.10346308	0.034998104	0.021432875	0.030410824
s	0.0017819741	0.6378331	0.017712256	0.24631004	0.067166656	0.027041188	0.0021547067
s	0.0021789693	0.2043194	0.010852236	0.64261335	0.13432449	0.0052815937	0.00042997918
o	0.0020845404	0.0044981483	0.004499281	0.96995586	0.015755847	0.0028484575	0.00035774286
m	0.3164639	0.0297988	0.0022016682	0.038492646	0.22305226	0.1645544	0.22543631
ì	0.00076387567	0.0020280504	0.0024710728	0.87039524	0.11750548	0.006567669	0.00026863447
k	0.01975854	0.00061892264	0.0035144554	0.010666336	0.6282603	0.1353304	0.20185103
a	0.001468939	0.0010592153	0.0095000025	0.2601462	0.63022095	0.05221292	0.04539178
m	0.008401412	0.0005405826	1.6734324e-05	0.00038383983	0.3831068	0.39370382	0.21384679
è	0.0010038599	3.583421e-05	2.837852e-05	0.005284844	0.8810296	0.11232312	0.00029435617
r	0.019475017	0.002158252	0.0005126506	0.0010689202	0.027747704	0.4748112	0.4742263
i	0.006873414	0.0013738814	0.007601166	0.019532258	0.20889609	0.52257055	0.23315269
</S>	0.0014935347	1.1800676e-05	2.422257e-06	4.3849445e-06	0.0016029576	0.57317173	0.42371312
