 	questa	casa	la	costruirono	cinquanta	anni	fa	</S>
t	0.72069496	0.26935333	0.008993664	0.00016597945	0.00043047155	0.0002794664	7.961776e-05	2.5293302e-06
ù	0.7789762	0.20116729	0.0067909113	0.002044077	0.0015537725	0.008151822	0.0013065136	9.409324e-06
t	0.97994965	0.011797535	0.000999825	0.00025803584	0.0006362339	0.0008901299	0.0003735054	0.005095189
t	0.7459902	0.1815637	0.028290723	0.003941455	0.025051262	0.010137845	0.002214029	0.0028106845
o	0.19173208	0.5722321	0.035580494	0.046445202	0.017514376	0.11107792	0.025302153	0.000115678085
s	0.09821149	0.83263505	0.046003506	0.007373473	0.0031362672	0.0074134455	0.0016574177	0.0035693177
p	0.01850269	0.9269419	0.026592897	0.013962488	0.0020200724	0.007005878	0.0049605733	1.342715e-05
ì	0.09301374	0.5779832	0.030850103	0.045870617	0.007434705	0.18935756	0.055477098	1.3004763e-05
t	0.24755596	0.7087803	0.023926165	0.0020291416	0.0011956447	0.0016882597	0.0008459883	0.013978602
i	0.010290758	0.65989107	0.21098669	0.012552423	0.072890505	0.023574432	0.0075813904	0.0022327115
t	0.00043796687	0.15842073	0.8068711	0.020712847	0.0050805653	0.0039783115	0.0016749492	0.0028235444
o	0.0022123978	0.1431456	0.61477363	0.18855044	0.0098956	0.027435534	0.013930011	5.6740526e-05
f	3.036897e-05	0.01035866	0.9441967	0.03495146	0.005772061	0.002586704	0.0010613119	0.0010426937
a	0.011418961	0.041824665	0.24279469	0.53743106	0.015567153	0.09716406	0.053694617	0.000104838844
b	2.1202184e-05	0.0014510968	0.857574	0.117067605	0.013037367	0.006102664	0.003488789	0.001257236
b	0.0037280454	0.02229469	0.16376585	0.77552706	0.0075572333	0.018071517	0.009021384	3.4217966e-05
r	0.0010321026	0.06785583	0.32711253	0.5873489	0.009851253	0.0055984636	0.0011981556	2.8294664e-06
i	0.0005484673	0.019014116	0.26724735	0.64944726	0.04940369	0.011334958	0.0028358493	0.00016832692
k	1.711924e-05	0.000174996	0.08428866	0.8705393	0.017116027	0.011529	0.013616986	0.0027178538
è	0.00019705476	0.0018413359	0.016995672	0.92795885	0.036108572	0.014041992	0.0025744634	0.0002821024
t	0.0005453967	0.009371857	0.59304965	0.20318212	0.07682515	0.07538128	0.021504663	0.020139927
s	0.012038814	0.007914464	0.10725659	0.45810166	0.3651006	0.018191613	0.002834942	0.028561318
a	0.018249089	0.030271053	0.03238017	0.75854814	0.092572555	0.047526736	0.015422506	0.0050296923
n	1.975394e-05	4.9138936e-05	0.0032136855	0.5083938	0.41202646	0.046182834	0.025524998	0.004589282
o	0.0012629547	0.001410724	0.0030495506	0.7128855	0.18681093	0.08271253	0.01185048	1.7337743e-05
p	6.899278e-06	2.0012198e-05	0.0011246882	0.17032112	0.7156031	0.089584716	0.02060356	0.0027358558
e	0.007445923	0.01012155	0.002447267	0.536141	0.19149941	0.21946388	0.032770123	0.00011084969
t	6.1885603e-06	1.4999623e-05	0.00054124056	0.06332491	0.7241032	0.17522496	0.033346917	0.0034375663
t	0.009860451	0.0115876	0.0011987963	0.14196809	0.13721597	0.6773474	0.020713156	0.00010848493
ì	0.007979657	0.011765083	0.0019683866	0.06388058	0.057935294	0.8408423	0.015551964	7.665439e-05
n	1.7872895e-05	5.4052955e-05	0.02559897	0.0052572805	0.22679938	0.6864835	0.02735434	0.028434526
t	0.0014126357	0.002011196	0.0037446544	0.05597677	0.7780263	0.13271041	0.006495267	0.019622747
a	0.03581894	0.06377133	0.034725513	0.15844895	0.09320695	0.45435125	0.1473256	0.012351441
c	0.0001312856	8.2296174e-05	0.0008688334	0.008162148	0.11937976	0.39050052	0.41731614	0.063558966
h	0.005570031	0.0045225765	0.0011640463	0.036135975	0.025006274	0.7691658	0.15837675	5.847125e-05
r	0.00036769267	0.00018740402	0.00031150188	0.011108225	0.0039829826	0.9141273	0.06990883	6.0318584e-06
ò	0.0009885841	0.0009906142	0.0006670366	0.018496249	0.004039519	0.83688164	0.13792838	7.870165e-06
n	1.6143716e-05	1.3646799e-05	0.00059527584	0.003109223	0.06356239	0.56940407	0.25471446	0.108584724
u	0.022618603	0.017042331	0.010234926	0.0075417026	0.0640972	0.49536595	0.15701067	0.22608867
a	0.00040318354	0.00016348576	0.00082601956	0.0014309579	0.009810226	0.09195592	0.7742742	0.12113603
m	0.0011254862	0.00027218097	0.00021200225	0.0003657384	0.0022711002	0.0375642	0.902865	0.055324275
p	0.00578049	0.010655733	0.002280004	0.0064396486	0.0025497386	0.16515642	0.80685145	0.0002864585
ì	0.0073309545	0.013524694	0.0052486686	0.012944402	0.004081419	0.23985398	0.7167863	0.00022945211
</S>	0.00016489816	8.3735926e-05	0.002320739	0.025956847	0.09746989	0.27928725	0.42290187	0.17181472
