 	guardando	le	nuvole	capisco	che	piove	</S>
k	0.8284263	0.16720146	0.0035945699	0.00071741675	4.4086424e-05	1.2125224e-05	4.031484e-06
a	0.95573574	0.031940296	0.009396333	0.0027712774	9.4194715e-05	6.2013874e-05	9.788243e-08
n	0.92265695	0.054652974	0.014751821	0.0013828197	0.00054479216	0.0016401436	0.0043704724
o	0.2331192	0.66096216	0.07764051	0.020992097	0.004600739	0.0026817427	3.5922844e-06
n	0.6246628	0.28298092	0.07123747	0.012074284	0.0009460242	0.002641492	0.0054569542
ò	0.071823396	0.6656444	0.21521996	0.035515375	0.0064705694	0.0053124893	1.37819325e-05
n	0.025993302	0.65882987	0.2724513	0.025050439	0.0019892822	0.005598454	0.010087241
t	0.027221648	0.62742937	0.31308925	0.028929261	0.00056145265	0.0013553642	0.0014136276
a	0.41437393	0.26481083	0.17982297	0.08428438	0.017451568	0.03859339	0.0006630494
t	0.06281095	0.46965834	0.3219804	0.12278521	0.006790385	0.012109586	0.0038650546
a	0.043861706	0.31175616	0.58653414	0.03650725	0.009549112	0.011763546	2.8156626e-05
s	0.031742405	0.21528013	0.4997848	0.21564631	0.012880627	0.01928571	0.0053799376
ì	0.04367618	0.06777937	0.79479647	0.07299833	0.007709921	0.0129421875	9.7464566e-05
n	0.00073095836	0.038140636	0.7606831	0.19047007	0.0008782801	0.0049181683	0.004178854
n	0.023586584	0.057139795	0.75770056	0.14186814	0.0023889116	0.0068582566	0.010457712
e	0.103673175	0.07604346	0.13259837	0.19304949	0.043069538	0.44072425	0.010841764
f	0.0023667791	0.0018990465	0.010484946	0.45449397	0.3143743	0.18817522	0.028205736
a	0.06306354	0.026615527	0.13274454	0.3613398	0.1939828	0.22193669	0.00031713545
n	0.00088898407	0.00092149514	0.0045698355	0.593898	0.25942934	0.12546039	0.014831954
o	0.038784266	0.020354329	0.08163906	0.37933353	0.27696422	0.20253088	0.00039379174
ò	0.00046709506	0.0006011294	0.0012077063	0.22588417	0.55596524	0.2031811	0.012693528
k	0.005745243	0.038707916	0.10349119	0.55639714	0.03143185	0.15144424	0.11278243
a	0.0161109	0.0071800114	0.011439821	0.55659366	0.21116605	0.19370037	0.003809248
v	1.1334296e-05	2.071497e-05	1.6430047e-05	0.0010856856	0.6480721	0.34536597	0.0054276874
r	0.003965414	0.008707101	0.01105365	0.009931283	0.40035155	0.5656533	0.00033772335
è	0.0011359423	0.0033172555	0.004767077	0.024210416	0.2705927	0.69588953	8.7088025e-05
c	5.012607e-05	0.000103997925	0.00043006084	0.04109164	0.02418044	0.90301913	0.031124536
h	0.04220359	0.01943045	0.011073496	0.14470322	0.5578884	0.21772115	0.0069796722
i	0.06645522	0.015060497	0.012392066	0.046026506	0.120848134	0.7390769	0.0001406694
</S>	0.00024633703	0.00012938089	0.0008566157	0.0025082135	0.0075233164	0.89655864	0.09217752
