 	voglio	che	Maria	è	di	venire	domani	</S>
t	0.97551835	0.023078749	0.0012766457	7.894975e-06	2.0477557e-05	5.85747e-06	9.1926195e-05	8.531571e-08
è	0.9326476	0.062252652	0.0025011373	0.00012790937	0.00097747	0.00012995402	0.0013575604	5.731068e-06
l	0.9718835	0.013140744	0.0016840944	0.00040072645	0.00094776216	0.000962149	0.0076462445	0.003334868
o	0.7999433	0.0969976	0.0009166528	0.0004782792	0.0041054445	0.0006337439	0.09661483	0.00031009386
k	0.18461896	0.69460976	0.089748055	0.0016384888	0.001006892	0.00044628303	0.027516922	0.0004146306
a	0.003861287	0.9750632	0.0031935754	0.0004185729	0.011626554	0.00038142476	0.005450971	4.576909e-06
i	0.014341139	0.60238117	0.34458032	0.0041431384	0.00145798	0.000710846	0.031859536	0.0005258242
M	8.3123785e-05	0.18258639	0.73892295	0.029098097	0.0019832328	0.00058708503	0.04667532	6.376696e-05
a	0.0140288975	0.8140393	0.016312793	0.0056826225	0.1258768	0.0013251707	0.022678306	5.613237e-05
r	0.0001077543	0.02476342	0.9224717	0.023270758	0.0023887092	0.0009789089	0.025875872	0.00014285748
ì	0.026558183	0.31567344	0.038414158	0.058086183	0.54049754	0.0038154402	0.016756859	0.00019819828
a	0.02053824	0.006432232	0.12496189	0.063078776	0.06606491	0.0033744087	0.70331603	0.01223356
è	6.974097e-05	0.0038892366	0.015127597	0.55129474	0.2582876	0.01878372	0.15098779	0.0015594928
n	0.000242788	0.0029693423	0.07898984	0.038670782	0.07989469	0.02521593	0.76225036	0.011766219
a	0.0014156549	0.0017504693	0.0008811848	0.014714103	0.5930013	0.019162625	0.36741853	0.0016560866
r	8.341055e-06	0.00012764383	0.006038344	0.050507426	0.048148993	0.7739879	0.119234584	0.0019467435
t	0.053846534	0.070001304	0.0036430755	0.019430764	0.6931828	0.13950661	0.019691858	0.0006970465
i	0.008345639	0.012022787	0.0005367698	0.022758393	0.9383873	0.0138122365	0.00411437	2.25701e-05
à	8.4304396e-05	0.0013027618	0.0007662238	0.013171545	0.051008787	0.9021679	0.0058617573	0.02563676
v	1.9891753e-05	0.00029846042	0.030047001	0.006528404	0.005159878	0.042145018	0.8887821	0.027019357
v	0.0006253668	0.0014037433	0.00047878805	0.003715446	0.065976545	0.03483065	0.8892168	0.003752641
r	0.06489231	0.05687045	0.008522301	0.019084817	0.6235983	0.035350613	0.18797475	0.0037063966
i	0.07654045	0.12850904	0.0064810435	0.075722136	0.63929474	0.05920937	0.01394195	0.000301181
</S>	0.00022743433	0.00085063314	0.0006697787	0.0029523852	0.0029781244	0.32127497	0.0021390077	0.66890776
