 	sta	e	dorme	nel	letto	</S>
s	0.9165596	0.0828069	0.000581777	4.9152193e-05	2.2040274e-06	3.159227e-07
t	0.9155862	0.07318778	0.0072933496	0.0039261873	5.2785e-06	1.2100475e-06
e	0.84674114	0.12000471	0.02756633	0.005681212	6.184757e-06	4.0508075e-07
c	0.28612515	0.6886435	0.013978732	0.010293322	0.00021814842	0.0007410379
e	0.10457664	0.6963626	0.19377832	0.005273879	8.153715e-06	3.830339e-07
p	0.08928493	0.86565286	0.042457968	0.002395655	7.4666714e-05	0.00013386564
l	0.014817625	0.50681883	0.46845463	0.009897786	9.825814e-06	1.269469e-06
ò	0.12377572	0.43021274	0.43617737	0.0098072635	2.4249504e-05	2.5977952e-06
n	0.086439595	0.4588198	0.42732838	0.019039858	0.00025594656	0.008116361
n	0.0016861233	0.054286145	0.9378164	0.006156576	6.0864595e-06	4.878615e-05
i	0.032874186	0.121614605	0.638574	0.20573013	0.00038109653	0.0008260401
s	0.0003340987	0.0034973014	0.08079193	0.88157743	0.013588492	0.020210726
t	0.0033028272	0.012850605	0.62662846	0.3570687	0.00013338718	1.608922e-05
o	0.0055057146	0.028008416	0.33182326	0.6346347	2.4490033e-05	3.4212123e-06
g	0.00022374315	0.0022822716	0.021118425	0.95543355	0.012971695	0.007970314
r	0.0043520997	0.015524529	0.13226819	0.84779006	6.2170024e-05	2.928868e-06
à	0.0051823175	0.01740428	0.04550133	0.9310308	0.00080251484	7.8674624e-05
t	0.00563189	0.056904744	0.17972338	0.6557726	0.0020969978	0.099870324
t	0.003756214	0.009991911	0.112595536	0.85249597	0.0042512	0.016909195
i	0.05894633	0.101430796	0.13392748	0.6714164	0.008162786	0.026116159
</S>	0.0061316835	0.0037824041	0.006038509	0.07650448	0.35337162	0.55417126
