 	la	casa	la	costruisce	il	mastro	</S>
o	0.9412275	0.058003463	0.0007027172	3.52826e-05	1.566779e-05	1.5227103e-05	8.940801e-08
s	0.8473693	0.121920265	0.012019077	0.0018669942	0.007981605	0.001475753	0.0073670587
p	0.1049217	0.8737344	0.006275449	0.0005762189	0.00016853977	0.014298753	2.5043963e-05
ì	0.28139418	0.715089	0.0021611277	0.00018720391	8.934606e-05	0.0010776664	1.429389e-06
t	0.09483645	0.86976826	0.01478472	0.00407741	0.0007858832	0.0021258618	0.013621413
i	0.09109873	0.8197893	0.07825174	0.002154429	0.0032172247	0.0051996238	0.0002889844
o	0.01205986	0.35948238	0.5822604	0.03109527	0.008318297	0.0026238337	0.004159991
f	0.0007159971	0.01848178	0.91676223	0.050389763	0.012301209	0.0005335193	0.0008155092
a	0.04171308	0.13590184	0.36812738	0.045676008	0.005336454	0.40270492	0.0005403641
b	0.00093807833	0.0049743745	0.8417919	0.10860195	0.038060043	0.0035361238	0.002097545
b	0.04062815	0.10264195	0.54296756	0.15780069	0.0042322385	0.15164362	8.580861e-05
r	0.049306862	0.14519817	0.6463824	0.15122329	0.0025018605	0.0053852405	2.2049223e-06
i	0.08234006	0.05822981	0.48484254	0.27283084	0.056272734	0.044507675	0.0009762991
k	0.00028519647	0.0006128069	0.1190181	0.6009568	0.121782914	0.1503176	0.007026613
è	0.0011024153	0.009660204	0.07476066	0.6406139	0.028485946	0.244991	0.00038585006
i	0.0020612716	0.0055007148	0.22538987	0.15765773	0.47988683	0.09625724	0.033246454
o	8.581053e-06	2.7602964e-05	0.002480717	0.081781305	0.8894844	0.023394084	0.0028234005
m	1.26773e-05	2.072893e-05	0.001011085	0.05471843	0.90232956	0.040685438	0.0012220859
à	0.00278219	0.0066469917	0.0035571624	0.02237467	0.013706258	0.9508763	5.649444e-05
s	1.1921143e-05	4.5407654e-05	0.007250056	0.003042235	0.17882988	0.78333735	0.02748307
c	0.0012812079	0.0031952446	0.010852021	0.021064313	0.100703664	0.828175	0.034728553
i	0.00075377984	0.0011766208	0.012467081	0.01238086	0.002917538	0.9702542	4.993297e-05
a	1.4792213e-05	0.00010937369	0.00018649876	0.0014668305	0.013546508	0.9059325	0.07874343
</S>	4.1591356e-05	0.00012793788	0.00017041578	0.0012864915	0.04794426	0.6163452	0.33408412
