 	sul	muro	vuole	uno	specchio	</S>
s	0.7813597	0.21366157	0.004507201	0.0004501906	2.0092597e-05	1.2180344e-06
t	0.9637179	0.029641317	0.0026907092	0.003743879	0.00020545747	8.525999e-07
o	0.9240727	0.06691043	0.0034552438	0.004944365	0.0006170359	3.846608e-07
t	0.8279199	0.15280141	0.0055686417	0.013212614	0.00013180956	0.000365544
ì	0.18314515	0.78277934	0.029225774	0.0038758481	0.0009720338	1.8451036e-06
c	0.008768552	0.966698	0.011655489	0.0023658613	0.0015586826	0.008953327
h	0.06575658	0.81638134	0.117277555	0.00016273363	0.00022638771	0.00019555973
o	0.099473126	0.7448087	0.11457566	0.004104261	0.036952704	8.5593376e-05
t	0.004950146	0.03915427	0.8860819	0.06811006	0.00069907686	0.0010045952
è	0.014032191	0.10405473	0.8079841	0.06756444	0.0063508544	1.3715667e-05
l	0.0011103193	0.02508043	0.8825786	0.067378126	0.011746724	0.012105772
i	0.0009835927	0.0052124127	0.9359367	0.009041129	0.047868047	0.00095812755
o	5.420725e-05	3.5399433e-05	0.032759223	0.9530215	0.0050566387	0.009073022
j	2.6295106e-06	6.44037e-06	0.0045260824	0.98467875	0.010175337	0.00061074377
e	0.014704831	0.009849655	0.011708562	0.94298595	0.020585768	0.00016512726
l	1.1605422e-05	8.626391e-06	0.0018318883	0.950108	0.04359839	0.0044414285
ì	0.015763113	0.020063126	0.0035720181	0.95636487	0.004130046	0.000106879816
</S>	0.00017342198	0.0013377639	0.19010387	0.31780425	0.1785586	0.3120221
