 	tutto	il	cibo	vuole	girato	</S>
ò	0.9881819	0.011463995	6.4869e-05	0.00023273744	5.6158176e-05	2.1528378e-07
l	0.960325	0.0039350456	0.0057061147	0.004615641	0.0008168306	0.02460141
o	0.100813605	0.5895007	0.02223117	0.24854614	0.03405662	0.004851733
o	0.02165945	0.6158345	0.31413844	0.017365046	0.0069548655	0.024047753
m	0.002747299	0.6568116	0.28436893	0.051829845	0.0012764545	0.002965807
a	0.01507098	0.6567086	0.0036145628	0.029529702	0.29502723	4.899199e-05
r	0.00014081506	0.14710818	0.82768285	0.015096205	0.008189841	0.0017821203
ì	0.0991262	0.54265285	0.008639309	0.12078202	0.22832218	0.0004774104
o	0.0040748417	0.061639663	0.41667825	0.4294422	0.034303702	0.05386131
t	8.495783e-06	0.0069234082	0.8659686	0.11420144	0.00857811	0.004320071
è	0.10024673	0.116789475	0.004107114	0.6889906	0.08933286	0.00053317763
l	0.0003762051	0.0016444034	0.032572143	0.90596724	0.029894687	0.029545404
i	0.0003420241	0.0049552736	0.0014160196	0.97273594	0.017618826	0.0029319546
v	1.2539705e-05	0.00011594925	0.30500922	0.05130589	0.6040606	0.03949577
o	0.099770516	0.0333655	0.0031054467	0.02468295	0.83873224	0.0003433699
t	4.686219e-06	5.0543207e-05	0.057332225	0.016847527	0.90619814	0.01956686
i	0.11284487	0.022701927	0.0019911684	0.018364042	0.8437673	0.0003306959
m	5.9008403e-06	4.2685173e-05	0.040810402	0.004101538	0.91984373	0.0351957
m	0.00056542235	0.0020289049	0.00047679857	0.0011203384	0.99575955	4.8975453e-05
è	0.0005663713	0.008400834	0.005372726	0.039036393	0.946525	9.870802e-05
n	2.1793555e-06	2.625804e-05	0.006499827	0.0048226384	0.8812837	0.10736539
o	0.0481069	0.0031298785	0.05603371	0.054910947	0.5143904	0.32342818
</S>	0.0002196079	0.00045859566	0.061761547	0.0060826438	0.32034197	0.61113566
