 	se	vieni	alle	sette	se	no	non	vieni	più	che	non	mi	ha	</S>
a	0.9099207	0.024640478	0.060795072	0.00372044	0.00029424968	0.00017637623	9.314525e-05	1.918039e-05	0.00017929253	8.019605e-05	5.8215396e-06	4.1652525e-05	3.2925862e-05	3.5425296e-07
n	0.9761814	0.006878877	0.012004785	0.0019642892	0.00040388494	0.00017142092	0.00028313548	0.0001532182	0.00019878671	0.00021458884	0.0005096716	0.000305067	0.00017281137	0.00055790204
è	0.020945996	0.018077563	0.7077366	0.24640682	0.0007771702	0.0040988983	0.00012689216	1.8681143e-05	0.0007030314	0.0004122488	8.888848e-05	0.00032482875	0.00026403807	1.834118e-05
r	0.03457479	0.16730845	0.3374388	0.08369065	0.005540472	0.0028865004	0.005765758	0.013622676	0.020541208	0.013777438	0.038527146	0.036641933	0.024694555	0.2149897
t	0.09639814	0.025790788	0.70172256	0.121546455	0.0017201616	0.001042276	0.00085078436	0.00013498838	0.026672764	0.0027517872	0.0066320766	0.0042564585	0.002588746	0.007891966
i	0.02395382	0.0038152414	0.49746275	0.4433091	0.00097602146	0.0038101436	0.00023888185	8.977312e-05	0.005672313	0.004996708	0.0012482059	0.010302153	0.0036352656	0.00048957724
s	0.003285726	0.13324341	0.5481553	0.30708548	0.0050266115	0.0021171535	0.00053975673	4.9519902e-05	0.00017239894	7.127915e-05	6.0380167e-05	4.0331335e-05	1.5856882e-05	0.00013674266
e	0.0022967346	0.04089231	0.27097142	0.65432686	0.013501504	0.01588107	0.00030873873	0.00010851401	0.00085491536	0.00043348724	2.3354116e-05	0.00017469344	0.00022266139	3.7004086e-06
s	0.004842154	0.20709984	0.3899577	0.3412813	0.043001946	0.011610962	0.0013795987	0.0002925868	0.0002197901	5.8952588e-05	8.1988816e-05	2.9853647e-05	1.5675081e-05	0.0001277765
e	0.0036264798	0.007596373	0.09274828	0.83502036	0.018890457	0.0403566	0.0002419195	0.00014315975	0.0008590674	0.00027479685	2.3183431e-05	0.00010637237	0.00010438042	8.616183e-06
t	0.0034194374	0.06122286	0.09123545	0.36098158	0.36185774	0.10655159	0.010818799	0.0016708174	0.0013017465	0.00026223436	0.00028787492	0.00010179258	4.5454224e-05	0.0002426463
t	0.0052454146	0.0020918592	0.03546067	0.84007555	0.02358606	0.09046705	0.00068063603	0.0005003718	0.0012998737	0.00028979298	5.6939196e-05	0.00011288001	0.00011262119	2.0345187e-05
à	0.008500645	0.010200238	0.062230103	0.8345391	0.023263184	0.054970484	0.001949133	0.00064500823	0.001671316	0.000842411	0.00015566549	0.00042872215	0.0005590952	4.4904828e-05
a	0.06998417	0.03685377	0.06259499	0.3895792	0.0588428	0.10675915	0.015125559	0.024040187	0.13150258	0.0065478855	0.011527756	0.0070014796	0.008494552	0.07114595
n	3.5791516e-05	0.001519825	0.0006211208	0.013846891	0.4767997	0.25953576	0.110363826	0.04146466	0.066930234	0.0075698313	0.009114803	0.007043888	0.0017625109	0.003391162
d	0.00056205457	0.0005518898	0.0025882781	0.08071348	0.046683274	0.80176955	0.011893006	0.0077007315	0.041700173	0.0039569414	0.00043422356	0.0008336595	0.0005613887	5.133062e-05
e	0.008480112	0.014344191	0.014424495	0.06575099	0.03040186	0.60770446	0.052107196	0.08753627	0.0887439	0.018144779	0.0012552188	0.0055282377	0.0051090457	0.000469262
m	1.6673534e-05	0.00044386816	6.485644e-05	0.00021741794	0.11628908	0.43135613	0.2807351	0.11044965	0.04043162	0.01420941	0.004280115	0.0009526931	0.00030506856	0.00024820227
i	0.000421778	0.000605743	0.0040688086	0.16393337	0.007588389	0.59132487	0.008016725	0.005975214	0.17053428	0.038401827	0.00087704614	0.0064776326	0.0015954378	0.00017891389
n	9.338605e-06	0.00040398413	6.399636e-05	0.00022960342	0.06778908	0.28530198	0.3247542	0.08362711	0.15452777	0.06284694	0.015060741	0.00417369	0.00089304254	0.00031852524
d	0.0007728881	0.00077014073	0.0037177433	0.01843094	0.00975306	0.5401022	0.04967805	0.023999972	0.19249123	0.12283141	0.014517833	0.01853296	0.003946971	0.00045459237
è	0.001867749	0.0039937035	0.004514484	0.009009783	0.044622615	0.22529249	0.09928287	0.04728755	0.19429097	0.30211362	0.013782962	0.042455807	0.01043265	0.0010527653
l	0.003991962	0.0030898382	0.00093317707	0.0025648146	0.010306859	0.012333919	0.017143216	0.0073513067	0.8714047	0.0231603	0.019903617	0.010696348	0.004929248	0.0121906325
a	0.003975342	0.0006029297	0.0017426288	0.0031521393	0.0075847004	0.07378382	0.02755541	0.011085959	0.760665	0.06325514	0.030329777	0.009069719	0.002337216	0.004860197
p	6.9721555e-06	1.7051143e-05	1.7358783e-05	2.0081407e-05	0.003629164	0.002774488	0.058711555	0.033623006	0.11698657	0.28994632	0.41410917	0.07219799	0.005027728	0.0029325779
l	0.0002605709	0.00067150133	0.005038681	0.021269714	0.0035355864	0.030646153	0.0061413185	0.0016998163	0.116271146	0.44348094	0.020664562	0.29134715	0.058574192	0.00039868164
è	0.0001501869	0.0006737229	0.003658871	0.011749695	0.011901685	0.035848543	0.01240504	0.004754968	0.11536163	0.39801794	0.0034696145	0.3517162	0.050095495	0.00019646584
o	0.00046574505	0.0005311255	9.348229e-05	0.00038335338	0.028831625	0.012506172	0.028301394	0.0045614582	0.31377813	0.062290337	0.13953863	0.25948426	0.08034361	0.06889071
k	6.2215577e-07	6.715e-07	1.2509657e-06	1.4205964e-06	0.00019567287	6.359544e-05	0.0033896489	0.0023409731	0.0059678764	0.091954865	0.43016353	0.4049917	0.055264626	0.0056635486
a	0.0002636335	0.00023375217	0.0024187884	0.0077380706	0.0005251285	0.0034969908	0.00091334316	0.0002389953	0.011858961	0.07716527	0.027749127	0.66615623	0.20023549	0.0010061177
e	1.2686473e-06	1.0418539e-05	1.1275896e-05	7.608712e-06	0.0044040955	0.0009184115	0.01831723	0.0054154154	0.0023487546	0.044696357	0.094593495	0.2353672	0.5640267	0.029881718
m	2.5290474e-06	1.1373113e-05	2.859413e-05	2.084038e-05	0.00091138453	0.00036164798	0.007384999	0.004145591	0.00058934273	0.02846738	0.14394854	0.34639183	0.42237672	0.04535922
è	2.9967576e-05	2.3759605e-05	0.0002051417	0.001144886	0.00023839716	0.00089054526	0.0003636742	5.1857656e-05	0.005328865	0.044233385	0.004360195	0.48896685	0.45355242	0.0006099505
