 	io	non	ho	cosa	da	mangiare	</S>
e	0.96165466	0.037314504	0.00031010574	0.0004944514	0.00011351967	0.00011125109	1.6310066e-06
v	0.9833362	0.015635382	0.00016356622	0.00012453161	0.00011624005	0.00034841153	0.00027565038
ò	0.7856076	0.083703496	0.008480149	0.11219987	0.007692863	0.0022684804	4.759124e-05
e	0.24505685	0.3471271	0.08351431	0.043590836	0.015906382	0.015729897	0.24907462
n	0.021024022	0.8519559	0.07306862	0.043160304	0.003978975	0.0015246936	0.005287463
è	0.1505186	0.14696623	0.088539846	0.59889555	0.011947945	0.0030679475	6.393524e-05
c	0.017256023	0.07719473	0.36704236	0.3143128	0.032002732	0.012102318	0.18008904
h	0.16185285	0.27621725	0.0271007	0.52959186	0.0028493148	0.0007153002	0.0016727798
o	0.1974118	0.017172882	0.02038919	0.74282074	0.013050842	0.008095064	0.0010594602
t	0.00014821654	0.008992678	0.28301385	0.5559754	0.14403261	0.003896242	0.003940997
i	0.007904635	0.023331419	0.023038233	0.55194664	0.38538188	0.008385585	1.1591451e-05
è	0.00041503055	0.006605939	0.02130559	0.041974265	0.6778814	0.24672845	0.005089265
n	0.0010409874	0.0072358153	0.013650625	0.05934319	0.6566898	0.11903299	0.14300665
a	0.0012202207	0.002651795	0.013109654	0.18833317	0.6983679	0.091053896	0.005263344
f	8.5022575e-06	5.009145e-05	0.00035532218	0.00012130255	0.03369204	0.9484571	0.017315675
à	0.026004065	0.017212488	0.009104246	0.028229324	0.5026562	0.4161583	0.0006353906
o	0.000108380416	0.0011317504	0.00398475	0.009179003	0.051250465	0.64621323	0.28813243
</S>	1.8339189e-06	7.611828e-06	0.00013820827	7.9546146e-05	0.0055520516	0.9286665	0.06555421
