 	non	ho	scritto	mai	una	lettera	al	mio	fratello	</S>
e	0.99124944	0.005113646	0.0033888798	9.104464e-06	0.000115572024	7.2535666e-05	1.0325282e-05	1.6298352e-05	2.409315e-05	1.0605348e-07
n	0.9758646	0.00586285	0.003186373	0.0014566965	0.008332663	0.00057048514	0.001262285	0.0020299668	0.00021291111	0.0012212029
è	0.042830046	0.020654805	0.91700876	0.0002533923	0.0016171152	0.0047626942	0.0011877848	0.0011766076	0.010408823	9.9955956e-05
g	0.05784281	0.30058116	0.18255422	0.09129471	0.20339327	0.0044514276	0.017574778	0.02203255	0.003602147	0.11667293
r	0.08660648	0.10832306	0.5998154	0.02824515	0.14545965	0.0014479151	0.014585533	0.004933366	0.000388703	0.010194665
a	0.0037924533	0.008060623	0.9570484	0.001474006	0.0068651894	0.0046715196	0.0059900843	0.0069176024	0.004618614	0.00056146696
t	0.010956095	0.16437693	0.6607207	0.11227667	0.03807735	0.008454558	0.00090583885	0.0014215608	0.0010216981	0.0017884847
s	0.014563417	0.057653725	0.90350544	0.0059703877	0.009137765	0.0051536527	0.00034943016	0.00023332161	0.0034240156	8.883766e-06
a	0.011238437	0.012247106	0.9578219	0.00019973212	0.0010547738	0.0066842576	0.00048653892	0.0006288235	0.009625708	1.2755024e-05
m	0.003916724	0.036820248	0.33137435	0.47068515	0.122811206	0.026618438	0.0023651582	0.003267506	0.0013514322	0.00078981475
à	0.019963536	0.01367255	0.79624605	0.0033448495	0.026949733	0.059081223	0.0045115463	0.004550119	0.07163084	4.967748e-05
i	0.00040125285	0.0049666176	0.021887103	0.4580859	0.48664317	0.020320024	0.0027281616	0.0017552624	0.0015263625	0.0016861708
è	2.5745043e-05	0.0015244083	0.0013671487	0.3770807	0.5383602	0.07169132	0.0050680405	0.00376097	0.00049226364	0.00062919495
n	0.00016085785	0.0013979512	0.00061530975	0.04836026	0.89049774	0.03646826	0.013512677	0.0029698291	0.0003170164	0.0057000653
a	0.0012893542	0.0024759506	0.0101394765	0.04549467	0.7014642	0.11141311	0.10645601	0.009519608	0.0045855264	0.007162126
g	9.609441e-06	4.383184e-05	5.136566e-05	0.055803955	0.066200234	0.76771766	0.07653838	0.026555192	0.0043621464	0.0027176593
r	0.008529265	0.0018843304	0.01919751	0.0009168407	0.01325765	0.65822875	0.08956372	0.021825818	0.18571897	0.00087719975
à	0.009820579	0.008872187	0.038491897	0.0013188524	0.010947187	0.7804756	0.062272284	0.017256737	0.0703608	0.00018383266
m	0.00017111922	0.0016232877	0.0009496977	0.12624167	0.24717973	0.039756335	0.5119125	0.033573683	0.011769802	0.02682205
m	0.0030134316	0.002533522	0.0046923202	0.0068847025	0.15206663	0.4077027	0.4069553	0.0106266225	0.0023996101	0.0031251928
a	0.0012901701	0.0014106875	0.008838538	0.00086944335	0.014584264	0.5522491	0.34272698	0.019068817	0.058453616	0.00050837034
s	6.382125e-07	4.966308e-06	3.399667e-05	0.012504942	0.0051376247	0.055531904	0.56521475	0.31789055	0.03405932	0.0096212495
o	0.0020794268	0.0022233617	0.0068036807	0.0001557026	0.0019049547	0.32482222	0.13017999	0.14392635	0.38781774	8.6635104e-05
n	2.9866112e-06	1.0073711e-05	2.341308e-05	0.0074808937	0.0023579232	0.014774363	0.18514314	0.67543817	0.105127126	0.009641925
a	0.0038567153	0.0020599554	0.0045620073	0.000103693885	0.0010502697	0.13903573	0.07749893	0.18371946	0.58793586	0.00017736778
d	4.0045734e-06	1.1504352e-05	2.2628808e-05	0.0030641987	0.00081821595	0.007904371	0.053593714	0.6109686	0.315996	0.0076168356
e	0.0052883527	0.0013480482	0.020154275	4.6660065e-05	0.00044914355	0.054607183	0.011127245	0.09770097	0.80873495	0.0005431684
r	4.2843776e-06	1.0367655e-05	2.3934266e-05	0.0018863258	0.00050627376	0.0044072517	0.013817334	0.39401114	0.56604326	0.019289836
f	0.0042392127	0.0007856584	0.018466339	4.1124513e-05	0.00023051859	0.02847869	0.0030555925	0.054397464	0.88942206	0.0008833664
ò	0.0034876363	0.0013578106	0.02484936	0.0005363593	0.00042980173	0.079591095	0.0028948563	0.0342398	0.85174924	0.0008641121
m	9.549944e-05	0.0005926747	0.00026955435	0.21563843	0.15911123	0.060847335	0.30330145	0.12581089	0.08095548	0.053377453
m	0.006203503	0.0012146442	0.0033671905	0.0043576974	0.015716977	0.12457324	0.3416018	0.3925372	0.10264315	0.007784569
u	0.0028976533	0.00078649016	0.011314809	0.001015283	0.0018409104	0.17871003	0.019924674	0.053763796	0.72929645	0.0004499027
</S>	6.2475606e-06	2.5007944e-06	0.000407965	0.0022473177	0.0011026243	0.0062841405	0.015785605	0.06950048	0.75129956	0.1533635
