 	non	so	cosa	stai	scrivendo	</S>
e	0.973155	0.025928164	0.0005655842	0.00028921757	6.192129e-05	1.331764e-07
n	0.82702607	0.106008135	0.025938468	0.034792673	0.001029033	0.005205597
e	0.023267193	0.9308311	0.019195316	0.01453295	0.012096374	7.710364e-05
t	0.13009802	0.80469024	0.040048234	0.017583612	0.0016678872	0.005911933
s	0.0077105495	0.9602077	0.021794917	0.0070487857	0.003208591	2.9442757e-05
è	0.054413233	0.9310569	0.009838132	0.0035657256	0.00086776965	0.0002583269
r	0.10598118	0.39482683	0.08841237	0.014941948	0.04275088	0.35308677
o	0.017940564	0.4616931	0.443219	0.06687026	0.007270968	0.0030060394
e	0.0011335086	0.014449589	0.94101703	0.010162552	0.026152676	0.007084585
s	0.0005991986	0.0042880517	0.834339	0.1447057	0.013792481	0.0022756478
ù	0.018111221	0.021148652	0.2612732	0.6418919	0.057319276	0.00025575596
t	0.00047667854	0.0018695229	0.04101644	0.9370237	0.0083282925	0.011285311
i	0.001811652	0.0028950751	0.048551705	0.9298318	0.0065589505	0.010350837
s	0.00014029017	0.00051719847	0.010952549	0.11579506	0.79813373	0.07446121
t	0.005907868	0.0025665706	0.009355315	0.32725415	0.65473956	0.00017648202
e	0.008094963	0.011822485	0.02858305	0.0929797	0.858426	9.386901e-05
g	2.7783639e-05	0.00012401503	0.00158875	0.015537549	0.9629753	0.019746555
r	0.002049921	0.004126152	0.002702453	0.005780935	0.9853087	3.1796822e-05
à	0.00341144	0.015079363	0.012113813	0.0074874777	0.9618386	6.9238005e-05
f	0.00024481025	0.0013639972	0.046134643	0.122505754	0.70470333	0.12504746
i	0.0036907187	0.007685178	0.010067699	0.21846712	0.6965061	0.0635832
</S>	6.713387e-05	0.0005675222	0.001635929	0.005947148	0.46924162	0.5225406
