 	tu	le	hai	cucinati	le	verdure	</S>
e	0.24145642	0.72906506	0.023075126	0.00018195111	0.0033181298	0.0028965708	6.731514e-06
s	0.6623932	0.32178697	0.006697505	0.0025252711	0.004690786	0.00071723183	0.0011889909
ù	0.0031077962	0.7120001	0.025346223	9.288046e-05	0.0023082697	0.25710022	4.468284e-05
t	0.39649388	0.48127103	0.076250434	0.004330677	0.011406852	0.004813059	0.025434032
a	0.008091343	0.9096062	0.04543609	0.0020295011	0.028197924	0.0038740248	0.0027648374
m	0.14850977	0.71958023	0.11005367	0.012675746	0.006732192	0.0014112262	0.0010371746
à	0.004683248	0.081114314	0.42733583	0.00094279734	0.018362096	0.46752378	3.8031998e-05
r	0.015337442	0.11844462	0.76563424	0.059454918	0.026835047	0.011372494	0.0029212423
e	0.0030042273	0.034400027	0.59011406	0.018668897	0.091248974	0.24781393	0.014749932
t	0.0014071652	0.0009416955	0.04249553	0.8636142	0.085199334	0.005088467	0.0012536611
s	0.010691847	0.0092798695	0.6199514	0.054609887	0.10233126	0.20302461	0.000111065696
e	0.008152156	0.016699595	0.4221651	0.002189353	0.025765011	0.5249782	5.056925e-05
t	0.00036054713	0.00047005445	0.006773078	0.68855643	0.2882686	0.014617303	0.00095399364
a	0.0060946606	0.008940392	0.1747079	0.009665043	0.15398493	0.64650905	9.80093e-05
l	0.0006656138	0.00042665104	0.0045932652	0.39422157	0.5699156	0.029652575	0.0005247522
à	0.00023683286	0.001603894	0.0070810737	0.0013105305	0.044185735	0.9454375	0.00014432348
c	0.003586574	0.0031958448	0.019144766	0.079761334	0.7281184	0.12813479	0.038058255
h	0.011426109	0.010151312	0.05655989	0.08042715	0.80440694	0.035639606	0.0013890271
a	0.0020292504	0.00875765	0.025218112	0.0028752498	0.06293355	0.8977713	0.0004149728
n	1.1879209e-06	3.370083e-05	3.3354838e-05	0.0044050817	0.046995804	0.9365987	0.011932155
a	0.00084442174	0.005756257	0.019260345	0.00093086093	0.01851617	0.95458895	0.00010297017
</S>	5.3459935e-05	0.00041709418	0.00031138316	0.089298114	0.10364993	0.41862303	0.387647
