 	è	facile	che	stanno	ancora	svegli	</S>
è	0.9133716	0.08621768	0.00035277323	3.6283385e-05	8.161578e-06	1.3426121e-05	1.5003681e-07
f	0.31985041	0.49995172	0.008274487	0.004934979	0.02545829	0.0066194413	0.13491072
à	0.013941042	0.9194711	0.0051809503	0.056981243	0.001032614	0.003190608	0.00020244216
c	0.020665903	0.95425797	0.008819343	0.0019078543	0.00073502585	0.00038376174	0.013230251
i	0.021762742	0.854551	0.03181741	0.08759485	0.0010259859	0.0032206327	2.7407701e-05
l	0.006789081	0.95596737	0.034872454	0.001712184	0.00010757817	3.3202e-05	0.0005181294
e	0.04024975	0.28101873	0.66313714	0.010253644	0.001964549	0.0033486823	2.7575785e-05
k	0.00694903	0.07676918	0.8218211	0.08693938	0.0021437309	0.0005503028	0.00482734
a	0.014023193	0.07305161	0.8911789	0.018946871	0.00117952	0.0016059977	1.38853575e-05
s	0.0032338828	0.010161328	0.6501266	0.32732907	0.004127123	0.0007783441	0.00424373
t	0.022777177	0.07687847	0.76924866	0.12571107	0.002103484	0.0032081613	7.296363e-05
è	0.06108456	0.20939258	0.6504728	0.07644248	0.0009794388	0.0015975768	3.05604e-05
o	0.007952371	0.025676122	0.026872147	0.8262027	0.0042457823	0.0054709525	0.10357985
n	3.7600807e-05	0.00013367001	0.020575454	0.92283213	0.04748985	0.0022496148	0.006681704
e	0.03651043	0.04048642	0.27191424	0.4392985	0.1762811	0.034920722	0.0005884933
a	0.00015481848	0.0001620228	0.013759249	0.33373147	0.6339219	0.011378781	0.0068917763
n	0.0002077122	0.00029327028	0.0026273779	0.097526394	0.86635745	0.02588891	0.0070989486
k	0.008904846	0.008604591	0.022034368	0.08231008	0.8350114	0.04266641	0.00046834638
ò	0.06799639	0.3340981	0.188266	0.03983955	0.33174986	0.036705554	0.0013445226
r	0.0002623991	0.00017483048	0.0039689057	0.16938505	0.059407596	0.03328843	0.7335128
a	0.005458922	0.011010382	0.009106777	0.4173643	0.49028996	0.056442518	0.010327142
a	0.0025891208	0.0063132914	0.019066544	0.032675404	0.17611344	0.09485118	0.668391
t	0.004432573	0.021163782	0.0075671715	0.00261279	0.38318986	0.47866106	0.1023727
s	0.05991002	0.061103996	0.054551404	0.002828178	0.08209998	0.709578	0.02992844
ù	0.09642608	0.24507812	0.09816067	0.03251484	0.04046445	0.46493906	0.0224169
n	7.8609715e-05	0.0002395643	0.0069460752	0.2189979	0.048240684	0.50746655	0.21803059
n	0.0016118145	0.002330148	0.0053984905	0.029117951	0.18145292	0.7467091	0.0333796
i	0.0742128	0.27798355	0.19993113	0.080439694	0.0099570425	0.33550566	0.021970078
t	0.0026501329	0.0060810777	0.021073071	0.09260279	0.07202366	0.7630513	0.04251804
i	0.023904108	0.043191064	0.061002634	0.006181977	0.3785546	0.47372925	0.013436383
</S>	0.0019515222	0.016069341	0.013897784	0.059827793	0.104977116	0.50807476	0.2952017
