 	non	mi	aspetti	che	non	vengo	</S>
m	0.97678316	0.023061031	7.8421035e-05	3.4239132e-05	3.2074431e-06	3.9710703e-05	2.8719532e-07
ì	0.20223284	0.79184836	0.0011168475	0.0025610428	0.00016024648	0.002079803	7.501331e-07
m	0.14423116	0.83418006	0.01631842	0.0023657943	0.0002914541	0.00057290564	0.0020401638
e	0.021155922	0.97413343	0.0014297785	0.00059829035	0.00026889966	0.00058123993	0.0018324453
m	0.018720921	0.9370018	0.03655942	0.00523349	0.0014046684	0.00070194755	0.00037786944
ì	0.07395387	0.88042146	0.003150357	0.029636906	0.00092692685	0.011897785	1.2833257e-05
n	0.017202519	0.6180432	0.24649887	0.08391046	0.018397711	0.011093449	0.004853779
i	0.030612476	0.53464234	0.09209445	0.25429183	0.02449812	0.053195927	0.0106647685
k	0.0011859237	0.0024953522	0.33280075	0.35875994	0.29227453	0.010086246	0.0023973286
a	0.12853749	0.34958142	0.03700552	0.17534491	0.009479625	0.29993358	0.000117439435
e	0.00096236303	0.0014255964	0.19471198	0.171425	0.5852587	0.042793848	0.0034224645
n	9.1783506e-05	0.00014394117	0.12598678	0.24873026	0.5796835	0.04466749	0.00069630967
è	0.011804313	0.0098236995	0.006110241	0.04816327	0.081080705	0.84222555	0.0007921765
r	0.0036066652	0.007889142	0.053489953	0.027958285	0.11771225	0.43966007	0.3496836
k	0.0029472697	0.0048826127	0.014106842	0.030927576	0.036223542	0.8885847	0.022327535
o	0.004087499	0.03524125	0.0035243619	0.017773727	0.017804602	0.9009942	0.020574396
m	0.00043565666	0.0008270331	0.25300986	0.053900514	0.24936266	0.25656784	0.1858964
e	0.006102144	0.017912054	0.058471605	0.035416152	0.0038902208	0.8780814	0.0001263968
</S>	0.00026253698	0.0007695967	0.41400728	0.04222159	0.035282273	0.1291667	0.37829003
