 	l	anno	che	viene	devo	mangiare	molti	dolci	</S>
o	0.86714864	0.13181362	0.00084518135	3.0667783e-05	4.884442e-07	5.6378776e-05	9.158547e-05	1.3315907e-05	7.6782506e-08
c	0.76950496	0.1771636	0.0039004902	0.0027143254	0.0030183166	0.03546781	0.0029219592	0.0002935697	0.0050149006
h	0.1111153	0.7861785	0.045686074	0.00017265182	2.6423927e-06	0.0009639715	0.047880467	0.007984394	1.5916956e-05
r	0.2686268	0.7168322	0.011218634	6.252035e-05	4.1378084e-07	0.0005742891	0.002677549	7.1315512e-06	4.3219066e-07
ò	0.07822476	0.8093917	0.1030913	0.0031949945	3.6166795e-05	0.0024087708	0.0034208675	0.00019288727	3.858032e-05
n	0.03840938	0.8903393	0.040868014	0.0012686069	0.0031461793	0.0020035424	0.017098324	0.0011433136	0.005723286
o	0.03710587	0.7200488	0.13781784	0.006996678	0.00091564265	0.059943065	0.032419674	0.00062178815	0.004130639
k	0.002307872	0.056366898	0.8028343	0.068574734	0.013495093	0.04113976	0.008587982	0.00042984402	0.0062635615
a	0.027001964	0.066512465	0.7604605	0.00017467361	1.8179497e-05	0.00065969053	0.14161246	0.003484691	7.537981e-05
m	0.0015041261	0.011555468	0.7348859	0.17532505	0.010739458	0.035626564	0.02684588	0.0006854025	0.0028321971
b	0.02237843	0.05900498	0.8032299	0.00039848764	4.543493e-05	0.0011395634	0.10975181	0.003963657	8.765742e-05
è	0.060164236	0.22060221	0.69719523	0.0068283645	2.1900592e-05	0.0029498083	0.011139501	0.0010952328	3.3846513e-06
n	0.00597743	0.0396536	0.2460853	0.06788801	0.049068183	0.027786069	0.49078372	0.06474352	0.008014212
n	0.004692169	0.042447396	0.30419293	0.089371	0.050765783	0.24726123	0.23936144	0.0018390961	0.020068867
i	0.038179494	0.067312166	0.45740545	0.04216974	0.019469945	0.066284515	0.28606865	0.008644096	0.01446595
è	5.7031197e-05	8.150766e-05	0.022945313	0.7295766	0.05767285	0.1278216	0.05643207	0.0032524448	0.0021606735
n	2.488864e-05	0.000114879185	0.0007592584	0.08219545	0.4045856	0.4836874	0.022966867	0.00029686405	0.0053688562
a	0.0023798442	0.0025046265	0.0401263	0.10096702	0.17957036	0.5590526	0.09905098	0.005959307	0.010389004
f	1.617912e-05	2.0420573e-05	0.00026523886	0.18226446	0.13627565	0.6569632	0.017239042	0.0032313294	0.0037243627
à	0.029213192	0.041788854	0.06234055	0.0027089522	0.0009552408	0.07192948	0.7582736	0.03248832	0.0003018346
o	7.509886e-06	2.5300273e-05	0.00060480955	0.028711827	0.052156493	0.50349444	0.4050641	0.0024852578	0.0074501764
p	2.5834368e-06	6.132325e-06	6.43602e-05	0.045657486	0.046147205	0.8125635	0.07216957	0.0155755505	0.007813765
o	0.023642937	0.04080597	0.022474116	0.00057533453	0.0004617959	0.023665901	0.867713	0.020156717	0.00050440134
d	1.9031786e-05	2.2864577e-05	0.00029174183	0.05241714	0.013040803	0.35341394	0.4538145	0.120289706	0.0066901804
d	0.016575234	0.034400802	0.019479226	0.00028507327	7.862906e-05	0.0032967387	0.89179766	0.033876512	0.00021013991
h	0.0046534752	0.009669122	0.006059502	0.0012867338	0.0001070261	0.0028837651	0.9524929	0.022755196	9.221019e-05
à	0.006208859	0.0077429167	0.0068101413	0.0007024245	4.1718984e-05	0.0003148659	0.9370351	0.041082438	6.150502e-05
g	1.23211685e-05	2.289846e-05	0.0015605779	0.028454848	0.063352376	0.05712806	0.758951	0.047853146	0.042664863
l	0.0025123984	0.002752045	0.004455323	0.0074231094	0.003792865	0.20486169	0.74117386	0.011333364	0.021695387
i	0.03534783	0.050679535	0.023487778	0.006991695	0.023858123	0.016699106	0.7209152	0.06402665	0.05799407
c	2.881196e-05	3.650129e-05	0.00010896752	0.004225265	0.00414523	0.0022380808	0.037709687	0.920161	0.03134647
è	0.0011502671	0.0040124725	0.003703174	0.00021367132	2.7547194e-05	0.00078763586	0.48541525	0.50455374	0.00013632215
a	1.3361129e-05	1.9761539e-05	0.0011268331	0.0069976146	0.014027362	0.01053635	0.5632869	0.32150865	0.08248318
</S>	5.502835e-06	1.8674174e-05	1.9279012e-05	0.0013584727	0.013165056	0.004246997	0.036761675	0.8075769	0.13684748
