 	lo	sentii	che	arrivò	</S>
t	0.9993641	9.830299e-05	0.00040232253	0.0001352503	1.3181172e-07
o	0.9127241	0.003377369	0.045846768	0.03781048	0.00024120249
n	0.75973254	0.09887611	0.101781845	0.027265217	0.012344301
ì	0.8178528	0.02635651	0.11859553	0.037130162	6.507152e-05
k	0.1657138	0.28274935	0.21820898	0.044604495	0.2887234
u	0.90461665	0.046939038	0.03277853	0.0057237437	0.009941952
s	0.0024123357	0.7427981	0.24095513	0.009876743	0.003957696
a	0.0556348	0.057893313	0.77716273	0.10927037	3.8784954e-05
k	0.00052638946	0.04297538	0.68799967	0.26703689	0.0014616925
a	0.052623045	0.011275084	0.53176695	0.40426543	6.946085e-05
ì	0.00019757455	0.008444138	0.16949347	0.8160272	0.005837614
r	0.005702339	0.07147859	0.044121552	0.779759	0.09893852
t	0.002139278	0.01735507	0.09834961	0.8730315	0.009124518
e	0.012757842	0.011689471	0.0285886	0.9463507	0.00061340746
</S>	0.00030513632	0.010058524	0.017961714	0.5355555	0.43611914
