 	dovevo	comprare	pane	ogni	giorno	</S>
ì	0.0004746763	0.0004144004	0.7407752	0.25345045	0.0048593683	2.5847961e-05
c	0.003022801	0.00522875	0.8890109	0.05845388	0.027931755	0.016351888
h	1.8862456e-05	4.7896072e-05	0.9311473	0.051136136	0.01632082	0.0013290523
a	0.003383203	0.041988816	0.55872387	0.14557026	0.23761757	0.0127162915
n	0.00062065694	0.002014784	0.764856	0.14721538	0.07423801	0.01105523
a	0.04355043	0.014898749	0.21166782	0.15066977	0.5563817	0.02283154
v	0.0033008251	0.002155137	0.7647233	0.13657586	0.07947088	0.013773941
o	0.015783451	0.022789245	0.68265975	0.17466798	0.10360379	0.000495827
r	0.0037287641	0.004071414	0.8524456	0.071775876	0.038439583	0.029538758
à	0.0033982582	0.0126179	0.28534424	0.58601344	0.1124722	0.00015393335
s	0.037722994	0.002515639	0.63465387	0.1376896	0.045921054	0.14149675
o	0.0021876784	0.0014299015	0.79578495	0.10680771	0.0454128	0.04837696
t	0.3549422	0.44698364	0.030746661	0.121241786	0.02720973	0.018876005
s	0.029972585	0.1391385	0.09196792	0.7333095	0.005396915	0.00021459041
o	0.007118414	0.0037089097	0.23852368	0.7271846	0.022868427	0.0005959311
m	0.19769922	0.10393614	0.008258221	0.38145444	0.14914434	0.15950765
ì	0.0026729568	0.005162686	0.01257052	0.95750844	0.02185134	0.000233971
k	0.0025470054	0.0025859089	0.008804978	0.4214166	0.3321266	0.23251893
u	0.00024450297	0.004413246	0.03949523	0.7793373	0.10836905	0.0681406
à	0.0035449623	0.002612174	2.9962406e-05	0.050622217	0.7200713	0.22311938
i	0.0012474121	0.0005970537	0.00013313204	0.0052621085	0.59499407	0.3977662
m	0.003445813	0.00031707343	2.2669348e-05	0.003584632	0.9223141	0.070315704
è	0.00021572493	1.893128e-05	2.6515556e-05	0.028409235	0.9701015	0.001228201
r	0.0004824364	0.00063284	3.635475e-05	0.0010561772	0.49432167	0.5034705
i	0.0028773774	0.00047228017	0.0034703908	0.017656561	0.81312287	0.16240045
</S>	0.003022645	4.121912e-05	1.57037e-05	6.6506174e-05	0.09753059	0.8993233
