 	vestito	il	mio	fratello	lo	avevo	portato	fuori	con	me	</S>
n	0.85914224	0.1343057	0.005011327	0.00035084516	0.00053980784	0.00042687982	0.00013766195	4.6092115e-05	2.0777761e-05	1.8256309e-05	3.9004587e-07
d	0.95830685	0.02296505	0.0017162956	0.004427075	0.0012619628	0.009507295	0.0012487447	0.00037286052	0.00013339036	5.5251738e-05	5.0656436e-06
ì	0.9160291	0.053499546	0.005417762	0.007825377	0.0019189919	0.012873486	0.0017275398	0.00039404325	0.00020078657	9.0278154e-05	2.3106611e-05
s	0.53989226	0.3085376	0.041579258	0.005687905	0.009766941	0.02558753	0.009320613	0.0011468963	0.004146384	0.0040424145	0.05029221
o	0.5043046	0.35085604	0.058435317	0.015142267	0.037790574	0.015468098	0.009668755	0.0008512762	0.0039382586	0.00142027	0.0021245223
n	0.02436322	0.89693254	0.057394616	0.011842739	0.002591765	0.0048551774	0.00070306665	0.00014288993	9.516887e-05	5.9602316e-05	0.0010192856
t	0.047170606	0.7290618	0.09226946	0.09560218	0.007895534	0.021226933	0.004173275	0.0017012645	0.0003707215	0.00050703675	2.1215934e-05
a	0.35474944	0.19651021	0.025813308	0.0722047	0.01625783	0.28218538	0.04576633	0.0039436733	0.0011235214	0.0014234981	2.2158065e-05
o	0.00096701644	0.5964765	0.31036592	0.082334675	0.0041160877	0.004866927	0.00046958495	0.00013604584	5.9128342e-05	2.36687e-05	0.00018450498
n	0.00052188424	0.25174382	0.56899637	0.16210535	0.011171197	0.0038595488	0.0009670383	0.00023433458	0.0001308339	4.6226083e-05	0.00022338217
a	0.080060504	0.09634271	0.17259112	0.5131454	0.027875813	0.09159219	0.011610421	0.0034415289	0.0010871781	0.001950379	0.00030277928
d	5.0360708e-05	0.01801891	0.5671589	0.394665	0.014249971	0.0048355595	0.00057337695	0.00015652695	6.395923e-05	2.08414e-05	0.00020657598
e	0.056837223	0.009827529	0.035924748	0.6102424	0.036612414	0.20821404	0.024248395	0.006638322	0.004266684	0.006233879	0.00095428014
r	1.7824046e-05	0.0039039638	0.28581548	0.6654383	0.035415232	0.008119475	0.00066745136	0.00028496602	9.216087e-05	2.4139103e-05	0.00022109783
f	0.018055806	0.003970209	0.018167645	0.7344132	0.07731237	0.12579772	0.011710621	0.0039526233	0.0023643102	0.0034309071	0.00082451146
ò	0.016732406	0.01723312	0.036062915	0.74685585	0.094528496	0.07444114	0.008660392	0.0027771841	0.0008300186	0.0015981796	0.00028024233
m	0.0039884197	0.12785088	0.2793322	0.11249762	0.1784592	0.1985478	0.028554516	0.0016650865	0.013207213	0.007946593	0.047950473
m	0.006257321	0.01928021	0.13462189	0.5903169	0.21668343	0.025792638	0.0038592096	0.00025408625	0.00050191337	0.00015772137	0.0022746548
u	0.005240396	0.034904018	0.04110593	0.65333635	0.113632485	0.13847409	0.009272472	0.00041067097	0.0010833455	0.001848215	0.000692011
o	8.755819e-06	0.00027323942	0.025433645	0.1493204	0.6271862	0.18177515	0.012645216	0.0015228624	0.001184537	0.0002228236	0.0004271924
n	3.7090856e-06	0.00010265075	0.010440778	0.10027568	0.6676766	0.19137539	0.02526236	0.003290311	0.000919377	0.00017353408	0.00047958735
ì	0.0034687184	0.0005841066	0.0013299284	0.03346797	0.21898206	0.6222805	0.11157832	0.0067725223	0.00053028436	0.00097355887	3.2062784e-05
c	1.8858687e-05	0.0018472511	0.03806346	0.009063435	0.097507484	0.78400177	0.0588394	0.00048222905	0.0011745045	0.00042957024	0.008572074
h	0.00062316994	0.0027804074	0.014186144	0.14161901	0.65421605	0.16465704	0.020354925	0.00086788426	0.00046248818	0.00010951167	0.0001233714
a	0.0025328025	0.0062670135	0.0070278575	0.12193488	0.03516537	0.7905108	0.032113325	0.0014366214	0.00093466917	0.0018351086	0.00024153275
p	3.4246425e-06	9.767336e-05	0.00547396	0.008553496	0.121555485	0.47169772	0.36203414	0.008416137	0.016078165	0.0021631853	0.0039266106
à	0.0028019983	0.001873256	0.0008045902	0.0099725975	0.010411083	0.2735339	0.6132414	0.05855707	0.010355867	0.018416489	3.171917e-05
