 	loro	non	vengono	non	li	aspettiamo	mangiamo	</S>
c	0.89342886	0.10182082	0.0044426494	0.00011613479	9.867216e-05	2.2881677e-06	9.0430076e-05	1.7548165e-07
ì	0.9745393	0.010283658	0.013908986	4.5745044e-05	0.00038700458	6.9580517e-07	0.00083431794	3.5870818e-07
n	0.95391494	0.038498648	0.003801121	0.000114130664	0.00019514983	0.000110951936	0.00039468767	0.0029703793
i	0.74867815	0.10320812	0.1057398	0.0034686404	0.0060068285	0.0009961643	0.0153674595	0.016534837
e	0.056828108	0.9109153	0.025798105	0.0026961651	0.00052299636	0.0005780157	0.00033252532	0.0023288147
n	0.0069611776	0.7062137	0.24916339	0.031992953	0.0024902308	0.0008269709	0.001393643	0.00095790473
è	0.051149897	0.02839529	0.89764744	0.0062987036	0.010457386	0.00037452267	0.005474236	0.00020254006
r	0.022327159	0.17953932	0.5116641	0.10577975	0.012859106	0.021665338	0.006100475	0.14006476
k	0.04583942	0.03481285	0.73193896	0.08501048	0.033595446	0.014904948	0.021142496	0.032755427
o	0.038910497	0.013523784	0.67198586	0.07805062	0.090062864	0.0177289	0.07193962	0.017797949
t	0.0004131244	0.016999958	0.036157135	0.76186097	0.14889233	0.007919827	0.019083604	0.008673071
t	0.03277422	0.015635578	0.3346626	0.09472815	0.47755045	0.0016086055	0.04293816	0.00010225205
e	0.13533992	0.048162173	0.42710665	0.013996757	0.29574376	0.00048442706	0.0789463	0.00022000636
e	0.00018789277	0.0067452146	0.003524675	0.42944187	0.43554243	0.055529587	0.058087774	0.0109405685
t	4.133394e-05	0.002646243	0.0015864297	0.4504567	0.4688563	0.054028496	0.018414835	0.003969648
u	0.019775396	0.0034448418	0.049619894	0.024173398	0.8120452	0.028930668	0.061542016	0.00046862024
s	8.6294494e-05	0.0035202377	0.0016893909	0.07277423	0.42351606	0.29678282	0.19388536	0.007745679
m	0.022934478	0.0031709564	0.024030061	0.008688093	0.55813384	0.05713094	0.3246661	0.0012455514
è	0.056614414	0.017374318	0.060845368	0.003086107	0.5985765	0.0017239642	0.26172924	5.0078892e-05
n	8.193762e-05	0.0006946787	0.00057468045	0.0051823123	0.06231135	0.08048806	0.7813132	0.069353774
o	0.0016995587	0.008844024	0.008613499	0.048441507	0.24183075	0.20380443	0.3876121	0.0991542
m	2.299898e-05	0.00010454211	6.4503154e-05	0.009850859	0.007928923	0.26362404	0.6096568	0.10874725
e	0.0020449727	0.0011418734	0.0062364964	0.0022638224	0.047037333	0.0010759593	0.9401359	6.3581414e-05
t	3.1049767e-05	4.370067e-05	2.273895e-05	0.0013698997	0.0024793295	0.04751172	0.85494393	0.093597576
r	0.008860394	0.0061552525	0.018153321	0.0040578186	0.0553865	0.0006971905	0.9061893	0.00050018827
ò	0.054847226	0.021531312	0.030032108	0.0527003	0.14499103	0.015141904	0.67330545	0.0074507357
m	6.754093e-05	0.0009632695	0.0007334066	0.041621774	0.06433226	0.116223976	0.5335784	0.2424794
e	0.005798793	0.018275019	0.006288263	0.028188813	0.082828894	0.015991066	0.7822546	0.060374636
</S>	4.7386253e-05	7.576997e-05	0.00011301046	0.005594253	0.0047720033	0.107893415	0.31809974	0.56340444
