 	sta	seduta	nel	giardino	</S>
s	0.9843859	0.013765642	0.0016723908	0.00017582782	2.1692101e-07
t	0.9102176	0.016434869	0.062639974	0.010507047	0.00020047266
è	0.903047	0.046122182	0.03800958	0.012786066	3.5053636e-05
i	0.6862578	0.13678643	0.050062854	0.005382699	0.12151033
k	0.040728543	0.8279771	0.09321287	0.009515092	0.028566355
a	0.12373712	0.6049581	0.16815878	0.102954395	0.00019154591
s	0.0047750915	0.8064887	0.147381	0.02828897	0.0130661875
i	0.11313701	0.44904038	0.38860688	0.049097043	0.000118623495
m	0.0005392974	0.6289951	0.30200446	0.052987058	0.015474067
m	0.02343503	0.7434293	0.1985122	0.034506183	0.000117351
è	0.025057852	0.79054266	0.17818731	0.0062050405	7.023266e-06
n	0.0027464342	0.6960334	0.28035104	0.014817227	0.006051838
i	0.010596565	0.0997879	0.86159945	0.009240025	0.018776018
s	8.6647044e-05	0.006893199	0.48420414	0.47722554	0.031590518
t	0.007969824	0.0070144013	0.79398507	0.19095626	7.4451396e-05
o	0.03443362	0.04204704	0.71676594	0.20657982	0.00017355489
n	1.4989069e-05	0.00402668	0.072682396	0.8668654	0.056410532
g	0.018984934	0.0047526746	0.501769	0.474199	0.00029433504
h	0.032376103	0.07047415	0.4955859	0.40141386	0.00015011079
i	0.010218719	0.28902358	0.4757415	0.22495508	6.115426e-05
a	0.0004821778	0.0980213	0.1950248	0.6854858	0.020985937
r	5.4115015e-05	0.0089633865	0.012290326	0.95212966	0.026562475
d	0.0002773349	0.003542869	0.06445482	0.9298615	0.001863499
ì	0.00025077062	0.005245096	0.038900726	0.9532224	0.0023809115
n	0.00085093564	0.24799772	0.34597105	0.2413271	0.16385323
o	0.017632272	0.032637443	0.05174926	0.36330253	0.5346785
</S>	0.0012387251	0.0038029887	0.006881111	0.23276077	0.7553164
