 	vado	cercando	un	forno	che	fa	rustici	</S>
p	0.9738324	0.0254205	0.0005995571	6.631219e-05	2.7106586e-05	3.0618747e-05	2.3461369e-05	8.514016e-08
à	0.26419404	0.7026226	0.007946092	0.018612346	0.0005105955	0.0025306377	0.0035718763	1.1916597e-05
o	0.9372938	0.043349914	0.0022162627	0.001328677	0.00096941553	0.0008868192	0.000862749	0.013092292
c	0.017735844	0.96001226	0.0119071985	0.0050011817	0.0007014766	0.00075182423	0.0007677098	0.0031226506
e	0.01538673	0.9692091	0.007860722	0.0052163326	0.00024287125	0.00085808913	0.0012244281	1.69088e-06
r	0.04492282	0.9343253	0.012287548	0.0068546073	0.00017383858	0.00063758355	0.00036519626	0.00043314704
k	0.0024902388	0.9867786	0.0058057923	0.004358501	0.00014652802	0.00020160251	0.00019388311	2.48093e-05
è	0.015105139	0.9167613	0.045505125	0.017585684	0.0017573368	0.0017831273	0.0013178737	0.00018438409
o	0.38154104	0.40311086	0.11545985	0.05253925	0.0044595543	0.008996457	0.009953928	0.023939105
n	0.0011836572	0.18423983	0.73065054	0.060841605	0.0063649816	0.0056275534	0.0021624821	0.008929373
t	0.0036676188	0.6049045	0.2313392	0.14920607	0.0023134823	0.0042613423	0.004248244	5.9551825e-05
a	0.03890785	0.67513317	0.10998251	0.14981477	0.004662132	0.011418603	0.009863936	0.00021704395
è	0.00035351096	0.014591677	0.7909538	0.17250657	0.011527455	0.0061712554	0.001687689	0.002207949
n	0.010077057	0.058373954	0.67956537	0.182328	0.009830648	0.0068282457	0.0054558017	0.047540892
a	0.0014936291	0.044341013	0.59044045	0.33008045	0.010496678	0.006359348	0.015505083	0.0012833423
f	7.154174e-05	0.00012169393	0.14001238	0.63703656	0.18560986	0.029540708	0.0034601036	0.0041471855
ù	0.0032721057	0.032270145	0.014866613	0.8654328	0.031170154	0.029110081	0.023820894	5.7268964e-05
r	0.00028074774	0.002495206	0.3007244	0.37768763	0.19460003	0.07780244	0.015706586	0.030702932
n	0.003012549	0.0024794003	0.031041594	0.83312607	0.08775818	0.013750041	0.018884648	0.00994743
o	0.04892655	0.023338068	0.035777647	0.66867876	0.03350269	0.08633846	0.09975088	0.0036868374
k	4.3887983e-05	2.8872504e-05	0.0020432652	0.04706601	0.750569	0.18026441	0.013013828	0.006970754
a	0.008982396	0.028899182	0.0035633645	0.25905815	0.24947709	0.37973225	0.070229605	5.7902525e-05
k	2.5771824e-05	1.5594875e-05	0.0018164625	0.027569707	0.48975363	0.4450701	0.03204095	0.0037078261
à	0.01183479	0.02546215	0.0017560725	0.15633975	0.12822951	0.61889964	0.05739188	8.6227534e-05
n	4.084148e-05	0.00011376731	0.039523505	0.022489294	0.056618482	0.60955924	0.2351468	0.03650802
n	0.009346335	0.00218008	0.0075824973	0.068057574	0.12706682	0.50221074	0.21556291	0.06799309
i	0.12864034	0.022396589	0.034077715	0.1982088	0.038454846	0.3107803	0.25246027	0.014981096
r	0.00019293351	5.061631e-05	0.0014407678	0.0038293467	0.07317678	0.5811031	0.2416784	0.09852798
ù	0.016875194	0.016181426	0.0029803563	0.026271509	0.027270151	0.72690624	0.18341528	9.9824625e-05
s	7.669019e-06	1.0360659e-05	0.0030200738	0.00391527	0.0083298	0.042035233	0.9190638	0.023617782
t	0.005087687	0.0018592379	0.004442035	0.020332534	0.017465668	0.20198841	0.7254748	0.023349633
i	0.039174486	0.015846847	0.03801845	0.05955688	0.023081953	0.3222026	0.5007624	0.0013563455
k	0.0007608194	8.070372e-05	0.0014980873	0.0027628506	0.014495271	0.055135768	0.40826687	0.5169996
u	0.028835963	0.039090365	0.01048491	0.040362544	0.028188512	0.39679396	0.4559855	0.00025833925
</S>	0.0003062232	3.875632e-05	0.0007350587	0.0013765576	0.014664474	0.03160797	0.46258727	0.48868367
