 	se	aveva	vestito	la	figlia	l	avessi	portato	alla	chiesa	</S>
a	0.7976319	0.19497214	0.0063263266	0.00039522277	7.845516e-05	0.00018316817	0.0003022396	5.5034052e-05	2.5610032e-05	2.9731626e-05	1.8957832e-07
n	0.9003589	0.08685549	0.0018202446	0.0003917571	0.00088695524	0.0053515066	0.002125376	0.00044461654	0.00018748095	0.0002240041	0.0013536362
ì	0.01779262	0.80463076	0.17010842	0.0044436734	0.00021763245	0.00039754482	0.0007934758	0.00069670024	0.0003481427	0.00055977964	1.1135446e-05
c	0.0033845834	0.889185	0.04006644	0.002590582	0.0064357915	0.010987547	0.020540008	0.0035329708	0.0016033142	0.0011493112	0.020524368
h	0.029043986	0.85978204	0.103952855	0.00175458	0.003022102	0.0005572426	0.000827142	6.3361775e-05	6.620213e-05	1.2774558e-05	0.0009176467
e	0.03767294	0.7297552	0.19490245	0.0067588715	0.010402145	0.007585276	0.007445171	0.0024972553	0.0022120406	0.00046927162	0.0002994331
n	0.0032568434	0.07007333	0.89721745	0.023520594	0.00080287486	0.0008229259	0.0028591563	0.0005348527	0.00016497426	0.00012615032	0.00062077906
d	0.01157977	0.11100598	0.79445094	0.071238264	0.00079790986	0.0014975641	0.002916048	0.002553221	0.0014344691	0.0025167651	9.109105e-06
ì	0.06888029	0.107380226	0.75136864	0.04035955	0.0018116534	0.0035542476	0.013232042	0.008004023	0.0026503408	0.002718084	4.0922714e-05
s	0.0035819337	0.018768286	0.684651	0.2498457	0.005799756	0.0037580195	0.027659038	0.0021005224	0.0007323309	0.00033664814	0.0027667254
o	0.011237421	0.00972451	0.7091985	0.19815508	0.05376234	0.0100943735	0.0017704818	0.0011264583	0.001463296	0.0005832997	0.002884333
n	0.0026455517	0.00022768973	0.030445918	0.8767346	0.053297676	0.023915833	0.0077718794	0.0019578615	0.00037865844	0.0003049686	0.0023192768
t	0.0145476675	0.0074140546	0.18485534	0.73526204	0.024981068	0.008395362	0.008545562	0.0058626737	0.0033509547	0.006748527	3.6850448e-05
a	0.0078046103	0.03381005	0.35157242	0.330848	0.010871514	0.013399829	0.12389407	0.06758635	0.026683455	0.033423577	0.00010603129
i	0.0013661127	3.2461903e-05	0.0050238725	0.7115802	0.2225169	0.044905793	0.0072225058	0.0034505462	0.0008467725	0.0011598284	0.0018949845
k	0.0006071658	1.6172196e-05	0.0013519286	0.48722073	0.3924678	0.102877565	0.010916802	0.0024707739	0.0005528671	0.00037337613	0.0011448229
i	0.008864529	0.040493127	0.15979002	0.38342822	0.22675335	0.069264375	0.04232121	0.028429812	0.016286772	0.02356413	0.0008044108
a	0.00023185903	8.499236e-06	0.00023224165	0.061898936	0.68795943	0.23100765	0.012901294	0.0034342953	0.0005392977	0.00082838454	0.0009581641
t	2.6336484e-05	3.6263277e-06	4.766061e-05	0.028119672	0.6389366	0.30708012	0.01861252	0.004126313	0.0008633338	0.00054303335	0.0016407479
è	0.012935476	0.027406715	0.07749836	0.09624998	0.2897147	0.28526008	0.17350444	0.022437677	0.0055585047	0.008875022	0.0005590441
r	0.00022993912	3.4902245e-05	0.00032514744	0.006366646	0.23380174	0.35832474	0.38999042	0.0043847966	0.00059762376	0.00010374681	0.0058402796
a	0.0010343872	0.00018373597	0.000915554	0.0070048864	0.7851965	0.18076904	0.018608185	0.0020102628	0.0017539309	0.000337485	0.0021859957
i	3.152165e-05	1.0748518e-05	3.6163954e-05	0.0014874248	0.13842896	0.7436898	0.03922256	0.051375948	0.0066435314	0.005657855	0.013415483
n	4.624644e-06	7.0017495e-06	6.580446e-06	0.00020615735	0.05084723	0.78882235	0.058253787	0.091687426	0.0055413446	0.0026814241	0.0019421744
ì	0.0019493996	0.0049900585	0.0052012256	0.0021739493	0.008747975	0.13072519	0.42204967	0.35443074	0.035987742	0.033652697	9.136778e-05
