 	sono	stato	sempre	poveretti	</S>
ì	0.9959155	0.0038956262	0.00017411512	1.4497842e-05	1.8312313e-07
m	0.87578696	0.021877803	0.020675983	0.01008805	0.07157115
e	0.012411586	0.972727	0.011982971	0.0027875102	9.089295e-05
s	0.007975365	0.89611864	0.07231139	0.022631356	0.0009632694
t	0.066279426	0.89270794	0.028443044	0.012561555	7.982284e-06
a	0.035021752	0.78603536	0.095755875	0.08318399	3.0120575e-06
m	0.0014964127	0.7166596	0.23744062	0.041628312	0.0027749985
m	0.004025839	0.9325962	0.035586752	0.0277847	6.490147e-06
è	0.01887687	0.9287955	0.040146183	0.012178911	2.5795762e-06
n	9.381817e-05	0.81571066	0.15686898	0.026319845	0.0010066194
a	0.005184428	0.104013115	0.75510573	0.13513714	0.00055949757
p	0.00018916445	0.0018953581	0.8129697	0.16900775	0.015938133
à	0.019396529	0.023721693	0.66257155	0.29414615	0.0001640462
n	0.0003913817	0.002973565	0.9094801	0.07934268	0.0078122197
t	0.0037837555	0.03307505	0.7511761	0.19714908	0.0148160495
a	0.017615363	0.03616969	0.23681907	0.70669365	0.0027022124
t	7.869819e-05	0.00022763477	0.08585016	0.7744441	0.13939947
e	0.007078804	0.004984856	0.1161504	0.871709	7.698506e-05
c	2.4966717e-05	2.1774635e-05	0.010293705	0.9615624	0.028097231
h	0.0012408572	0.0026363991	0.06261287	0.9334367	7.3265925e-05
ù	0.00025127415	0.009955107	0.041083604	0.9486836	2.636372e-05
d	1.1394217e-06	0.0006150921	0.012021696	0.98094374	0.006418377
d	0.00041617118	0.0016795676	0.022603242	0.97082204	0.0044789836
h	0.018734183	0.026976362	0.112753436	0.820246	0.021290032
i	0.05814255	0.07179325	0.1695381	0.69679993	0.0037262118
</S>	6.366353e-05	7.462964e-05	0.00089224515	0.057483844	0.94148564
