 	non	ha	mangiato	mai	un	rustico	</S>
e	0.9633592	0.036176216	0.00031346147	2.5907484e-06	2.0231597e-05	0.00012802272	2.5240053e-07
n	0.8622286	0.11622083	0.0036000407	0.00228487	0.009393127	0.0037444942	0.0025279727
è	0.020727815	0.9093373	0.033404175	0.00031418883	0.0016768415	0.034463286	7.657496e-05
c	0.038423363	0.71283764	0.050941877	0.028667271	0.047273006	0.010098802	0.11175797
h	0.12080385	0.8249542	0.032820966	0.0064920997	0.007394707	0.0011178417	0.0064163455
i	0.056825846	0.5169722	0.117138125	0.007298859	0.20250386	0.095948376	0.0033127293
f	0.007586395	0.08159469	0.8025835	0.075256884	0.013402542	0.0049506933	0.014625328
a	0.05098778	0.063468754	0.5295592	0.0074191205	0.027485156	0.32091644	0.00016364481
m	0.003573569	0.0042183963	0.31650257	0.59510404	0.042957958	0.027307173	0.010336206
è	0.058627155	0.080065064	0.5452676	0.023431355	0.045139283	0.24728945	0.0001800898
n	0.0008259307	0.0033083134	0.06919204	0.6996777	0.18200792	0.030354325	0.014633746
a	0.00062805216	0.005023409	0.070101775	0.31165725	0.5568415	0.036508802	0.019239219
m	2.7131708e-05	2.6806536e-05	0.0032882106	0.5352166	0.41115218	0.04355953	0.0067295358
à	0.008182391	0.03774914	0.1558609	0.007404896	0.27030957	0.52030337	0.00018971687
i	3.620707e-05	0.00011954118	0.005332889	0.0545841	0.7188842	0.20214464	0.018898468
è	1.1363439e-05	3.2160027e-05	0.00044962286	0.09952386	0.6882964	0.19641042	0.015276115
n	5.07108e-05	0.00010586258	0.0060604997	0.031433754	0.33433595	0.546502	0.08151126
a	0.00045420794	0.0013872066	0.007541274	0.009807295	0.22113869	0.7513701	0.008301289
n	4.164562e-05	6.470661e-05	0.00022117728	0.011755356	0.018580519	0.74206954	0.22726706
r	0.0055511957	0.007318932	0.0045969747	0.0006604305	0.005957472	0.97469646	0.0012185465
ù	0.019776642	0.0819447	0.031301204	0.0018238261	0.03383699	0.8309773	0.00033933838
s	2.1114958e-05	2.8132703e-05	0.004058917	0.07886725	0.20897323	0.6144842	0.09356716
t	0.0013548658	0.0020453786	0.014168905	0.015332078	0.0944449	0.8400821	0.032571748
i	0.006736777	0.045912076	0.09749768	0.012135592	0.050258487	0.7825232	0.004936239
k	5.397664e-05	0.00012164647	0.000439704	0.0053775418	0.00230199	0.3194377	0.67226744
o	0.032350935	0.17330755	0.06512335	0.003587415	0.029390652	0.6951349	0.0011052329
</S>	4.548784e-05	0.00014154406	0.0005800684	0.015174316	0.0054507116	0.26596323	0.7126446
