 	il	morto	lo	piangono	lo	piangono	tutti	i	familiari	</S>
o	0.9939454	0.004899881	0.0006097439	3.218069e-05	5.1271472e-05	4.13585e-06	0.00033562648	2.6026146e-05	9.561386e-05	5.7260685e-08
a	0.26881045	0.0066814683	0.026773885	0.0029747197	0.008512022	0.0031052518	0.6632945	0.006213306	0.009007165	0.0046272264
p	0.4164234	0.06206566	0.04736312	0.0072660516	0.008178436	0.00340667	0.41190293	0.013827171	0.027131192	0.0024353338
e	0.08431398	0.72182214	0.051234204	0.05210166	0.041221034	0.011489047	0.002340088	0.012547881	0.02235654	0.0005734408
s	0.11658477	0.6847808	0.053834956	0.011280762	0.007930138	0.0039848187	0.09094181	0.008062974	0.010778797	0.011820198
a	0.07362684	0.7906216	0.0912196	0.021548498	0.012451718	0.0020854601	0.0010661285	0.0019867325	0.005212057	0.00018133025
m	0.028084014	0.59793866	0.1395641	0.014630893	0.0070611853	0.0035008097	0.19099751	0.004804402	0.0071159024	0.0063025453
m	0.016516749	0.8611877	0.053171244	0.04714306	0.011053018	0.0027607942	0.0005905282	0.0035448389	0.0038214203	0.0002106555
è	0.119222105	0.80200213	0.06872791	0.004851551	0.0031884192	0.00013153993	0.00078182726	0.00039514567	0.0006804228	1.8963121e-05
n	0.008776011	0.8143454	0.09571584	0.050635476	0.003511948	0.0020065533	0.006821659	0.0052394266	0.00839437	0.004553213
o	0.0029592395	0.057177108	0.5649532	0.22733757	0.054457203	0.016380297	0.05404037	0.0049803434	0.01399863	0.0037160001
o	0.00043801824	0.006434489	0.63444054	0.18889636	0.022165213	0.010698544	0.115080416	0.0067458465	0.008821995	0.0062785805
k	7.453079e-05	0.001928749	0.35602957	0.3563679	0.048540432	0.017195338	0.20332843	0.006510904	0.008339777	0.0016844105
l	0.010616038	0.0034453527	0.18188958	0.6350774	0.10790154	0.031417105	0.007987921	0.00638032	0.014709687	0.00057515607
è	0.14837343	0.05883062	0.19339569	0.44629365	0.0969241	0.011835201	0.0044473223	0.009069855	0.028980002	0.0018501894
o	0.007354154	0.04522845	0.11956486	0.6288461	0.015099075	0.034480847	0.09975119	0.0028941364	0.027410455	0.019370703
n	1.4682744e-05	0.00029901238	0.07577932	0.24750955	0.11840836	0.06776893	0.44619116	0.0121721625	0.026141746	0.0057151252
e	0.022362493	0.0012894411	0.03689421	0.14830485	0.5033397	0.18478128	0.039335303	0.018624432	0.044437345	0.0006309727
o	3.8000966e-05	0.00029178688	0.004400373	0.05626813	0.3471411	0.44623902	0.1106367	0.018721204	0.0089472225	0.0073164445
k	8.914592e-06	6.990451e-05	0.0009935047	0.02196171	0.21809399	0.31019172	0.4124953	0.021963846	0.011844607	0.0023764507
l	0.011983379	0.0011486135	0.0040730624	0.03660677	0.30734625	0.56048214	0.03821152	0.019601911	0.019702252	0.00084411795
è	0.09802507	0.049301665	0.02018464	0.025585955	0.4359523	0.2184301	0.023828112	0.03192695	0.095371455	0.0013938085
o	0.00012276972	0.0032191079	0.026233383	0.2560669	0.07023544	0.5169511	0.06760353	0.008424637	0.03630601	0.014837128
n	4.1566864e-06	4.63974e-05	0.00053364516	0.006065937	0.083765596	0.3230796	0.49956533	0.05065526	0.030246453	0.0060376655
e	0.04520239	0.0030516314	0.013951608	0.0044476963	0.117038734	0.2354563	0.15322852	0.24913058	0.1774494	0.0010431344
ò	5.4447482e-05	0.0001900267	0.0009377848	0.0014468537	0.02084017	0.2032285	0.23956403	0.43218648	0.07802958	0.023522133
l	2.0152709e-06	0.000109459244	0.00089736073	0.0048414706	0.011034232	0.110515244	0.8116839	0.020831557	0.032695923	0.007388771
i	0.00095813256	0.0020668425	0.0006603461	0.0068871095	0.019469263	0.8343113	0.06859661	0.027681194	0.038148098	0.0012211547
i	5.093898e-05	0.00046639325	0.0010219557	0.0021898055	0.005508897	0.029314728	0.04433887	0.6173848	0.060767982	0.23895556
f	3.6803143e-05	0.0002085756	0.00044606786	0.0008245384	0.0025725823	0.02097623	0.07602085	0.6467395	0.14650957	0.10566526
a	0.031542327	0.005404496	0.008108043	0.001055545	0.008553793	0.008948309	0.009564586	0.5331618	0.39296618	0.00069487386
m	5.5497017e-05	0.00025640914	0.0008169834	0.0008350088	0.0043592565	0.011136663	0.016331762	0.37110248	0.48909813	0.10600776
i	0.00091509573	0.00782462	0.00135444	0.0002999286	0.0039775087	0.004312409	0.0022108108	0.44905987	0.52991366	0.0001316313
l	3.8700193e-05	0.0009354531	0.00056152244	0.0010193023	0.008493809	0.00973944	0.0015469341	0.29867375	0.58623946	0.09275159
i	0.021395147	0.08354393	0.017322568	0.0040484765	0.01089549	0.0017239136	0.0021336637	0.32807425	0.5302579	0.00060471095
à	0.00017611079	0.0011915542	0.0016898061	0.002997313	0.012803392	0.012886753	0.0019873967	0.3211455	0.3445326	0.3005895
r	2.6559052e-05	0.0061523225	0.008256439	0.08737417	0.08682003	0.54720986	0.082470074	0.029620815	0.081984185	0.07008554
i	0.0040045744	0.029294588	0.011529034	0.02098393	0.017796539	0.13639453	0.054268382	0.14505628	0.55423266	0.026439471
</S>	0.00038920177	0.0029337069	0.004763639	0.008564086	0.010586364	0.008377719	0.005845473	0.08178382	0.14658655	0.7301694
