 	credo	che	stanno	ancora	svegli	</S>
p	0.97031915	0.028731076	0.00085534086	5.016796e-05	4.3616703e-05	6.208874e-07
i	0.9270941	0.069119774	0.0032318253	0.00020185331	0.00035079473	1.7674224e-06
s	0.96029764	0.03278178	0.0026147682	0.0009153114	0.00022517773	0.0031653275
t	0.6993465	0.29153153	0.007907482	0.0003324643	0.0008735909	8.342351e-06
è	0.99381894	0.0057356125	0.0004266894	9.752972e-06	6.2177687e-06	2.8960237e-06
o	0.9700248	0.008041125	0.0024482205	0.00026733402	0.0004968656	0.018721605
k	0.01298779	0.94609916	0.038468048	0.00096480193	0.00027378867	0.0012063717
a	0.007641488	0.8983264	0.08292389	0.00415541	0.006889553	6.315279e-05
s	0.00025923326	0.7031965	0.2884226	0.0043759467	0.0008767669	0.0028688775
t	0.012053874	0.66434896	0.31101084	0.0046367617	0.0077729016	0.00017664277
è	0.06591236	0.811441	0.11856149	0.0013890885	0.002653306	4.2787913e-05
o	0.061107747	0.06026115	0.71613914	0.0043261345	0.010276676	0.14788915
n	0.00012854757	0.0207635	0.93904024	0.03093425	0.0022104874	0.006922972
e	0.019208224	0.094474815	0.61799145	0.1988882	0.06807589	0.0013613963
a	3.331862e-05	0.008089445	0.33911097	0.6268249	0.01604205	0.009899241
n	6.0843402e-05	0.0011301211	0.085718796	0.8924104	0.015438074	0.0052417493
k	0.0016370079	0.0058729993	0.09370105	0.85779387	0.040460136	0.00053492805
ò	0.19237146	0.18842876	0.09860733	0.47063074	0.04749672	0.002464947
r	0.0011993243	0.0035875177	0.16628765	0.03691411	0.034235533	0.7577759
a	0.04611619	0.019647606	0.34950903	0.48116216	0.07851914	0.02504581
a	0.0038914403	0.033649396	0.028109957	0.16020104	0.08910115	0.68504703
t	0.026617365	0.0146794645	0.0023305386	0.39931133	0.472288	0.084773295
s	0.034447256	0.049213145	0.004253918	0.08168878	0.78662974	0.043767113
ù	0.30014405	0.1758395	0.041294947	0.046765286	0.41337046	0.0225857
n	0.00028304916	0.003308377	0.1632658	0.05778175	0.5320148	0.24334624
n	0.0038320948	0.0064742193	0.017208818	0.18296528	0.7457942	0.04372537
i	0.27156484	0.33230296	0.07729971	0.011489324	0.28290516	0.024438132
t	0.0075303805	0.058057427	0.090257026	0.077837676	0.7201785	0.046138983
i	0.04781179	0.049117032	0.009116976	0.37846795	0.5000706	0.015415718
</S>	0.019114532	0.036139484	0.05273123	0.13637376	0.42268124	0.33295968
