 	avete	cucinato	le	verdure	</S>
e	0.841618	0.14358182	0.0131375585	0.0016601958	2.374473e-06
m	0.75416327	0.2104597	0.028804367	0.0028372647	0.0037354303
a	0.010408126	0.49590576	0.06181705	0.43178988	7.9128906e-05
r	0.28871384	0.69168884	0.010741122	0.008699997	0.00015626382
è	0.002047915	0.4389416	0.025103487	0.53388244	2.455469e-05
s	0.2024814	0.6799819	0.064980395	0.039969154	0.012587175
s	0.02282472	0.8466493	0.081077084	0.04102369	0.008425209
a	0.0106496895	0.06509649	0.045666113	0.8777892	0.00079854694
t	0.006855927	0.07698206	0.8701666	0.041629646	0.004365729
o	0.0019109852	0.06974482	0.6502771	0.27796984	9.732134e-05
t	0.0031606192	0.019160522	0.96204543	0.014828246	0.00080519734
a	0.00032857017	0.007275469	0.23406585	0.7581882	0.00014193541
l	0.0033082515	0.008169199	0.91855663	0.06817659	0.00178942
à	0.00011031533	0.0008782654	0.022384612	0.97654414	8.267502e-05
c	0.051778853	0.08872636	0.54068226	0.25306508	0.065747455
h	0.026825702	0.03867245	0.8253542	0.106466964	0.0026806905
a	0.006924151	0.025902413	0.038669623	0.92802095	0.00048283397
n	8.413961e-05	0.0007157619	0.0076631913	0.97959703	0.011939848
a	0.0014364651	0.0073991525	0.019564347	0.971474	0.00012604808
</S>	0.00038305612	0.0010445755	0.023175683	0.3383789	0.6370178
