 	io	voglio	che	Maria	venga	qui	</S>
e	0.9767369	0.021898897	0.0004546649	0.00070885	0.00018226626	1.6869151e-05	1.543368e-06
v	0.9814214	0.0046766703	0.0004459211	0.010433037	0.002582816	0.000168146	0.0002721915
ò	0.21819791	0.7011279	0.07466582	0.0020758768	0.0015335765	0.0023969081	1.9936847e-06
t	0.02384416	0.9162333	0.015748631	0.020652337	0.0112988	0.0014030606	0.010819696
è	0.006385404	0.9912225	0.0013974778	0.00014465315	0.00048448532	8.663943e-05	0.00027887413
l	0.0035049939	0.9763506	0.0056109456	0.003908595	0.0045064627	0.00050858426	0.0056097796
o	0.02378251	0.77298117	0.192567	0.00056164636	0.0026797538	0.007209863	0.00021818126
n	0.0018239148	0.17299353	0.7124807	0.08957987	0.020522887	0.0016389784	0.0009600578
a	0.01746052	0.021746552	0.94971496	0.0025641238	0.00065610243	0.007845612	1.2218321e-05
r	0.0006565556	0.008348386	0.07622599	0.84706205	0.0658331	0.0015161082	0.00035788017
t	0.029135194	0.0076073017	0.9503417	0.0022372445	0.0008839529	0.00977617	1.8342813e-05
i	0.014557431	0.029577034	0.9414136	0.004670288	0.0027807413	0.0069961646	4.7959843e-06
e	0.00091430976	0.004108017	0.6012811	0.2816087	0.08978328	0.020843439	0.0014611604
M	7.400293e-05	0.00026711106	0.07728466	0.8428493	0.06842563	0.01064024	0.00045910897
a	0.01900726	0.010683767	0.90162605	0.010516245	0.006915209	0.05120462	4.685503e-05
r	3.8626513e-05	6.9770904e-05	0.004157404	0.6196304	0.3514135	0.02429732	0.00039293602
ì	0.07611962	0.046336412	0.44038507	0.017405046	0.019547924	0.399708	0.0004979104
a	0.00052859617	0.011094119	0.0012149672	0.10927258	0.6045005	0.23290274	0.040486503
e	3.1837853e-06	0.00011814401	0.0018302953	0.016886042	0.0844344	0.873412	0.023315921
t	1.10126175e-05	1.6495092e-05	0.00010834415	0.0147876935	0.0872526	0.8883924	0.0094314795
t	0.0023450316	0.0008949405	0.0038653375	0.0017848159	0.010354425	0.97808015	0.002675307
ù	0.005538283	0.0074258773	0.014645956	0.019338066	0.008587027	0.94219524	0.0022696706
</S>	6.2453815e-05	0.0003964252	0.0015815	0.06653448	0.2260634	0.5868465	0.118515216
