 	un	forno	che	fa	buon	pane	</S>
è	0.9276187	0.07162611	0.0005517029	0.00014705198	3.2205186e-05	2.399564e-05	1.7828714e-07
n	0.805474	0.11992723	0.0110639185	0.005623173	0.004327609	0.00372158	0.049862523
a	0.4019954	0.55956703	0.017393058	0.012803805	0.005100959	0.002630606	0.0005090758
f	0.32776806	0.63355976	0.02125936	0.008888578	0.001206237	0.00081147585	0.006506577
ù	0.015501987	0.88745534	0.036787264	0.02251185	0.00890284	0.028821887	1.8841965e-05
r	0.17089477	0.70428145	0.06948678	0.02334594	0.0045826714	0.003564041	0.023844326
n	0.039261267	0.8681057	0.06507565	0.016390618	0.0059542162	0.0036592921	0.0015532959
o	0.17899136	0.54228836	0.10717733	0.11678366	0.019302806	0.034972772	0.00048369827
k	0.0012177789	0.055225004	0.7584931	0.15419543	0.014351536	0.012335499	0.004181602
a	0.011875016	0.19787371	0.39063078	0.29442075	0.041080795	0.06408135	3.766061e-05
i	0.0011987243	0.024922067	0.61815685	0.3207896	0.018660313	0.011509789	0.0047626765
k	5.3799064e-05	0.000533847	0.5542924	0.425238	0.017443338	0.0016962404	0.00074244203
à	0.0048270635	0.04189846	0.084956	0.7980759	0.05395339	0.016193243	9.5919364e-05
n	0.0103520835	0.019077374	0.055846807	0.57664746	0.2415192	0.030368688	0.06618841
n	0.0054666563	0.009090684	0.06196285	0.7491863	0.15801686	0.009961803	0.006314914
i	0.07384034	0.084502846	0.09352114	0.43314895	0.1885358	0.11896816	0.0074827224
t	0.00010501183	0.00028205538	0.008330635	0.07839802	0.55419374	0.34836155	0.01032903
s	0.0017589533	0.003341257	0.013969678	0.2908202	0.5790693	0.111012526	2.8009545e-05
o	0.005617712	0.007038614	0.020725176	0.17042741	0.6632148	0.1329535	2.2834041e-05
m	4.6701083e-05	0.00016473969	0.0033296854	0.011003551	0.23865052	0.73466086	0.012143981
ì	0.0038580415	0.008084924	0.0130587565	0.12644947	0.5239176	0.32461858	1.2604636e-05
k	3.1027223e-05	0.00016454542	0.0018831369	0.0030273816	0.058707166	0.9036636	0.032523155
a	0.004217908	0.00519209	0.008596608	0.041371685	0.3782755	0.5586909	0.0036552676
l	9.231179e-05	0.00022456456	0.00034622272	0.0007108813	0.008972163	0.91739154	0.07226228
ò	0.0048925066	0.004865552	0.005506551	0.013398305	0.048697367	0.92254674	9.296111e-05
</S>	7.754642e-05	0.00012583187	0.0028757518	0.0063311774	0.061678793	0.6441148	0.28479606
