 	io	non	ho	scritto	mai	una	lettera	al	mio	fratello	</S>
e	0.9243763	0.07256851	0.0009790133	0.0008000988	0.00011267401	0.000602013	0.00021489112	0.00010363507	0.0001856113	5.502516e-05	2.1299484e-06
v	0.99063617	0.0077761705	7.834932e-05	6.183135e-05	0.00010577073	0.0006929787	6.757767e-05	0.00015538886	0.00022769065	3.4907735e-05	0.00016312482
ò	0.6626102	0.14062355	0.004126712	0.14919972	0.00047955892	0.003117871	0.011853729	0.005636331	0.007822465	0.014417343	0.00011249341
e	0.22035167	0.46508703	0.04099199	0.050651614	0.04302651	0.05389834	0.006329316	0.0104476	0.011346935	0.0056878263	0.09218118
n	0.019531945	0.8261005	0.04420636	0.048668705	0.011030835	0.034553893	0.0021805018	0.0032191616	0.0055854474	0.00035092444	0.0045717726
ì	0.15731157	0.34790236	0.050369453	0.43552586	0.0013814799	0.0015774077	0.002143107	0.0006641017	0.0005975812	0.0024331757	9.39313e-05
m	0.0130443415	0.13947484	0.25164434	0.2637513	0.1521367	0.10088338	0.002131121	0.0063878894	0.0068560266	0.0014871878	0.06220286
e	0.095786504	0.1613478	0.07441748	0.4428874	0.037021693	0.14948483	0.0028747038	0.024964584	0.005821792	0.00071969995	0.004673522
g	0.00015922803	0.04129455	0.38055837	0.47867647	0.054332137	0.034103192	0.0056005046	0.0012582785	0.0019349592	0.00048546508	0.0015968523
r	0.012752119	0.02038848	0.008910619	0.8943081	0.00084723276	0.0033948119	0.016734632	0.003234601	0.003278396	0.036033157	0.00011789599
a	0.007572977	0.016121684	0.009375586	0.9487596	0.00036802454	0.00087623193	0.009319656	0.0004921252	0.0008921296	0.0061876895	3.4263718e-05
m	3.663993e-05	0.0015024367	0.049103603	0.21866271	0.5903015	0.099228516	0.02859132	0.0029618852	0.0038481366	0.0036437735	0.0021194445
m	0.0028341198	0.010297057	0.0062497715	0.91481715	0.0028923284	0.0087811295	0.027260834	0.0034936117	0.0031124076	0.020177202	8.457182e-05
è	0.003337326	0.01395476	0.04608456	0.8682923	0.0058052326	0.017704563	0.03834203	0.00080925896	0.00069673755	0.004957317	1.6037637e-05
n	2.5154359e-05	0.0006188748	0.012268616	0.12673487	0.47424677	0.3167906	0.03490604	0.015371585	0.009377649	0.007225829	0.0024340367
a	0.00028210934	0.00028910168	0.006480751	0.03254164	0.23393254	0.68217236	0.008412059	0.02293593	0.006791746	0.0010079319	0.005153792
m	3.8846606e-06	9.797412e-05	0.0030296298	0.0044824523	0.36637434	0.44632444	0.16500798	0.007916523	0.004254682	0.0015784228	0.0009296958
a	0.0008976657	0.005319896	0.0031830717	0.17376979	0.000789588	0.040927052	0.5925843	0.025695877	0.011827731	0.14492033	8.466637e-05
i	1.2275012e-06	8.5203974e-05	0.0010312834	0.0040547475	0.13154565	0.43362045	0.36812896	0.043709036	0.011563597	0.0050867093	0.0011731441
a	1.1293978e-06	2.1681211e-05	0.0009972069	0.0008495418	0.084213845	0.20253395	0.6297219	0.061410252	0.015690818	0.0033749687	0.0011847005
n	1.5965389e-06	2.3257067e-05	0.0007095638	0.00048899726	0.02184713	0.12952079	0.6515824	0.15479627	0.03742399	0.002857176	0.00074888
g	0.006531661	0.004951178	0.0009638804	0.012336527	0.0016522234	0.014438124	0.6911156	0.17543802	0.027973639	0.063737415	0.0008617103
r	0.0050744354	0.011570589	0.017127626	0.15448564	0.001961312	0.013111045	0.57373756	0.10688628	0.027668392	0.087743334	0.0006337575
à	0.0053966166	0.008975608	0.01710546	0.13855204	0.0027675508	0.0059061917	0.525505	0.06759349	0.03850443	0.18851975	0.0011738368
m	4.3379536e-05	0.0008946591	0.004738674	0.0044356426	0.11487363	0.269596	0.038374364	0.48690298	0.032805406	0.011431766	0.03590346
m	0.001993035	0.0024676619	0.0016614882	0.0052065356	0.005055087	0.12456808	0.29168373	0.5419806	0.021488896	0.0021126908	0.0017821002
a	0.0013439804	0.00212804	0.0024754405	0.03842145	0.00084275816	0.009764179	0.45530453	0.3659117	0.033150923	0.09019376	0.00046323572
t	1.4047527e-07	5.7874774e-07	1.4180932e-05	9.888031e-05	0.016982013	0.0038785362	0.019891206	0.32980496	0.4892084	0.11776303	0.022358079
a	0.0006364894	0.0010209137	0.00075271644	0.0051625734	8.411309e-05	0.000746529	0.13472182	0.03427044	0.12618078	0.6963651	5.8483492e-05
d	5.986443e-07	3.7326495e-06	2.2717102e-05	5.3243617e-05	0.006861607	0.0014882726	0.00778158	0.041988768	0.55562645	0.3488617	0.037311375
