 	sembra	che	il	ladro	è	entrato	da	qui	</S>
i	0.9598646	0.036952596	0.0028666442	0.00024663363	3.3276843e-05	1.3010289e-05	1.3863097e-05	9.216927e-06	1.4022405e-07
f	0.91427904	0.03751179	0.039705988	0.0027004716	0.002356729	7.5947464e-05	0.00044068476	0.000716051	0.0022133973
è	0.05470072	0.89848053	0.0036812813	0.02338846	0.00021738076	0.001431377	0.0016377736	0.016434446	2.801669e-05
n	0.66228044	0.1819995	0.03991138	0.06839721	0.0030487496	0.019436924	0.0023985384	0.001936934	0.020590285
e	0.3789646	0.48607886	0.08407737	0.03190753	0.0040344377	0.0050846366	0.001811914	0.0016944272	0.0063463054
t	0.12198724	0.69955117	0.16270389	0.01290897	0.0014472153	0.00033407184	9.941487e-05	8.580116e-05	0.00088219566
e	0.015862042	0.7764908	0.04786274	0.13745356	0.00054996024	0.0038196913	0.0029888602	0.0149588175	1.349789e-05
k	0.010150927	0.33511433	0.6112593	0.04010317	0.0027710402	0.00012345727	7.825188e-05	0.0001491204	0.0002504718
a	0.010122138	0.57293427	0.029625108	0.34420788	0.00061317196	0.01195775	0.0038023344	0.026708981	2.8440145e-05
o	0.0033799324	0.058148414	0.8507695	0.07598281	0.010362586	0.00030983202	0.00029969943	0.00047859136	0.0002685489
l	0.001529784	0.019719178	0.6497339	0.27569377	0.048844457	0.0036691553	0.00047243838	0.00014218233	0.00019499815
à	0.002451506	0.032858644	0.01843523	0.8246467	0.011774503	0.064279646	0.008040363	0.037264414	0.00024905376
d	0.019843416	0.020195758	0.20043506	0.41398183	0.21186183	0.07472479	0.018457169	0.004736675	0.03576351
r	0.0037944564	0.008083839	0.03660112	0.5543239	0.043108482	0.32813242	0.016453486	0.00692599	0.0025762604
o	0.0035134968	0.007213312	0.0018772616	0.32526436	0.01095713	0.57132083	0.028115038	0.05124802	0.00049058005
m	0.00020797878	0.0011119045	0.048722725	0.010194826	0.3672954	0.05716522	0.42011112	0.08881581	0.006374997
b	0.000856714	0.004305547	0.00071919156	0.030327085	0.0029155773	0.91670704	0.03738194	0.0067806337	6.208185e-06
ì	0.00088812376	0.005763624	0.0017926655	0.06837085	0.015465986	0.77397114	0.125818	0.007927613	2.0311243e-06
k	0.00025135887	0.007818638	0.010270049	0.019434715	0.027276417	0.15799591	0.62300175	0.1418688	0.012082394
e	0.0017668217	0.0037176197	0.0029179207	0.0109826615	0.0051058657	0.7889205	0.1526962	0.03346167	0.00043059405
a	0.0001814402	0.0005343673	0.0041107484	0.00056791276	0.014575273	0.00333405	0.5774994	0.3787463	0.020450536
p	1.9711484e-05	3.7786995e-05	0.00020278561	0.0001252848	0.0028852297	0.0008253643	0.09391148	0.89183104	0.010161318
ò	0.0046174075	0.013122935	0.00048248845	0.01726032	0.00093070936	0.0058352193	0.08688587	0.86870176	0.0021633639
t	2.6146894e-05	0.000103018654	0.004940646	0.00081677386	0.003000867	0.0017599958	0.016707677	0.903882	0.06876293
t	0.00081258337	0.0007343471	0.00047066115	0.0011211239	0.0018942736	0.004278254	0.033824947	0.86443394	0.09242982
u	0.0039363503	0.0041416427	0.0005293199	0.02421271	0.0023629852	0.037122205	0.090874806	0.8352915	0.0015283752
</S>	0.00029846546	0.00041541172	0.00084730244	0.00026099937	0.0010533965	8.035034e-05	0.0076183956	0.34044227	0.6489834
