 	avete	fatto	già	le	verdure	</S>
i	0.78430176	0.1993325	0.014378845	0.0016587168	0.00032711323	1.0749483e-06
k	0.5615171	0.4075431	0.023665136	0.0040133586	0.0009215239	0.0023397661
à	0.0052484553	0.19696261	0.09150724	0.019681117	0.68649745	0.00010319944
m	0.5285664	0.34533358	0.079214014	0.0088439565	0.019460883	0.018581184
a	0.053394802	0.8803017	0.04305489	0.010381806	0.0077414922	0.005125287
t	0.1972351	0.7677692	0.02886314	0.0035605174	0.0022302547	0.00034176107
o	0.0022431868	0.17358969	0.72604096	0.021282155	0.07680945	3.4628603e-05
g	0.013613936	0.23101848	0.74456567	0.009307985	0.0012120402	0.00028185576
i	0.0011484561	0.020526161	0.5294201	0.042419516	0.4064008	8.500076e-05
à	0.009960949	0.06649106	0.8486273	0.070913136	0.0033869857	0.00062058214
t	0.32658204	0.1351608	0.3655896	0.14580768	0.009121375	0.017738562
a	0.0035116968	0.013254181	0.50439066	0.18210453	0.29392803	0.002810858
l	0.00068905554	0.0015871743	0.029194288	0.9428109	0.02337709	0.0023416136
à	0.00035528286	0.0029231892	0.034851745	0.15563929	0.8059878	0.00024271618
c	0.013504877	0.025944144	0.06474587	0.7584156	0.10703879	0.030350758
h	0.016545445	0.0124835605	0.11728166	0.8066737	0.046335015	0.00068063545
a	0.0036096328	0.005188209	0.03662929	0.0829013	0.8713094	0.00036222368
n	0.00011145565	0.0004100152	0.0006716798	0.21334118	0.7721074	0.013358273
a	0.0017391731	0.0083935335	0.022811139	0.040075097	0.9268291	0.00015192828
</S>	0.00031942065	0.0015050144	0.0018038984	0.087002896	0.52410823	0.38526055
