 	vado	cercando	una	macchina	che	consuma	poca	benzina	</S>
p	0.9662049	0.03295418	0.00062513206	0.00011719097	2.9446539e-05	1.8252307e-05	3.154161e-05	1.9284182e-05	7.0425976e-08
à	0.27823272	0.7033031	0.0030878873	0.0068395357	0.00083570014	0.0019941842	0.00020578287	0.005467669	3.337799e-05
o	0.92747325	0.04506224	0.0031790081	0.0016218569	0.0014660237	0.0011423276	0.00439661	0.0011485431	0.014510143
c	0.012532973	0.94896525	0.021041067	0.0041067805	0.0009665017	0.0011068344	0.006255303	0.001276862	0.0037484276
e	0.012581562	0.9766261	0.0050726207	0.0037148772	0.00040839476	0.00067452586	9.712685e-05	0.0008214339	3.3841748e-06
r	0.03172824	0.9474323	0.014369381	0.004219911	0.0005389533	0.00011984091	0.00022707005	0.00081781746	0.00054648024
k	0.002648701	0.9905476	0.003748199	0.0019916808	0.00027509357	0.0002315736	7.719396e-05	0.00042386408	5.60761e-05
è	0.016408958	0.9157521	0.043555547	0.015736938	0.004363377	0.0012026415	0.0007709732	0.0018414626	0.00036797265
o	0.35230353	0.4648886	0.094672665	0.023073599	0.005222563	0.007797151	0.019669103	0.008191263	0.024181565
n	0.0007590021	0.13678047	0.74462306	0.048415095	0.0038705727	0.0016402155	0.05376621	0.002181696	0.007963663
t	0.006419324	0.6868466	0.16729861	0.12627567	0.0066646407	0.00229682	0.0008976344	0.0031586008	0.00014201977
a	0.0600635	0.7351092	0.074339464	0.097092964	0.015862813	0.0044958694	0.0034605186	0.008915169	0.00066046475
è	0.00012534272	0.005739134	0.76478344	0.19680826	0.009431159	0.0011453325	0.01864526	0.0013327728	0.001989227
n	0.009058951	0.064407416	0.5646642	0.19841436	0.010710959	0.0050290567	0.10439048	0.0032010162	0.04012363
a	0.003905008	0.08479868	0.37434384	0.4242883	0.026158059	0.06832252	0.009106906	0.0046327105	0.0044439547
m	2.0044257e-05	3.6351095e-05	0.11032647	0.77917814	0.08738561	0.0023303959	0.016861591	0.0017988939	0.002062547
à	0.0023441548	0.118877254	0.02864458	0.69996023	0.078176916	0.035314	0.0006225738	0.035941478	0.000118851116
k	5.4320008e-05	0.00070788705	0.15180343	0.6705746	0.12295187	0.012427934	0.03021335	0.004365595	0.006900929
i	0.0037327944	0.0053786593	0.052419234	0.5428258	0.08534788	0.27762058	0.014631731	0.0027859844	0.015257327
n	2.0782378e-05	1.6742946e-05	0.007595045	0.2318033	0.6960864	0.030583173	0.02149543	0.007845544	0.0045535886
a	0.005705704	0.011203339	0.002798013	0.20358619	0.6474844	0.11074427	0.0017126664	0.016701333	6.4121275e-05
k	9.948876e-06	6.4459496e-06	0.0017463678	0.04762697	0.8321304	0.0763617	0.031846017	0.007916501	0.002355765
a	0.014713544	0.030008532	0.0018966951	0.08654933	0.521401	0.30292577	0.0034387088	0.038843483	0.0002229294
k	1.0104779e-05	6.3120697e-06	0.0013566406	0.025410792	0.7268382	0.17986098	0.046718165	0.017154165	0.002644622
u	0.026746657	0.03176038	0.0015494036	0.037462223	0.2660974	0.58534086	0.006906617	0.043696355	0.0004400229
n	1.3102061e-05	8.1037315e-06	0.001060662	0.012131145	0.45146132	0.36793965	0.1137986	0.046410967	0.007176582
s	0.051406864	0.022274386	0.0011542311	0.020592898	0.16952191	0.55731446	0.047698256	0.12902895	0.0010080863
u	0.1166469	0.01886579	0.0056205685	0.039158247	0.068018906	0.5059812	0.07171058	0.17323957	0.0007582523
m	1.2090784e-05	7.439183e-06	0.0017017275	0.0111534195	0.16997327	0.48000464	0.24625528	0.078228086	0.012664021
è	0.0008341095	0.0018859253	0.000522591	0.0060056797	0.05827056	0.79652834	0.020626333	0.11498192	0.00034451115
i	4.1699527e-06	6.654167e-06	0.0042962166	0.005585133	0.009042028	0.5013118	0.3402818	0.108924806	0.030547451
o	1.0439668e-05	1.0450301e-06	5.2221545e-05	7.498904e-05	0.002200372	0.019948717	0.9170667	0.05614854	0.0044968612
l	1.7253626e-05	2.6345958e-06	5.6745208e-05	0.0001369553	0.0017947146	0.010171911	0.8605943	0.12309828	0.0041272156
ì	0.15744972	0.07432881	0.0017333793	0.005844518	0.0048584025	0.027193807	0.041386828	0.68507797	0.002126505
b	6.9385983e-06	5.219578e-06	0.0030598713	0.0049866447	0.0112286	0.073760584	0.5650358	0.2729954	0.06892088
e	0.00087947486	0.00045975612	0.00082839455	0.0025090203	0.009860624	0.6556075	0.24690971	0.08082747	0.0021180038
n	1.8480407e-05	4.5251145e-06	0.00030596173	0.0005209423	0.0073306826	0.03185319	0.07620552	0.6235319	0.26022884
z	0.021471217	0.017906543	0.004746816	0.00955534	0.010539712	0.0059106755	0.00494988	0.9246333	0.00028647477
ì	0.01492301	0.01681267	0.006280285	0.009639017	0.010213234	0.008499453	0.0038934343	0.929656	8.292372e-05
n	1.5790125e-05	1.9061355e-05	0.002330127	0.008280352	0.058515973	0.3197812	0.07784318	0.3299493	0.20326501
a	0.014596798	0.0046339734	0.009662	0.013146925	0.031225959	0.25682893	0.18454325	0.3350422	0.1503199
</S>	0.0009856275	4.3873166e-05	0.0011833273	0.0015603163	0.008950305	0.005843578	0.048272226	0.1983491	0.7348116
