 	se	la	pasta	voleva	sale	lo	avevo	messo	</S>
s	0.45599678	0.53922355	0.0009966065	0.0035343147	0.000105959334	5.9177342e-05	6.8552836e-05	1.4883987e-05	1.5190824e-07
e	0.28644764	0.5806933	0.05906673	0.03610897	0.008552668	0.0021737467	0.012115309	0.014794465	4.7209123e-05
t	0.15720192	0.81662023	0.004947101	0.01575305	0.0019076067	0.0004124639	0.0017598761	0.0006146878	0.00078309193
i	0.00900031	0.24267732	0.7282997	0.0116274	0.0013521938	0.00025619744	0.002689892	0.0040947716	2.2249906e-06
p	0.015474871	0.95224875	0.010081615	0.018029554	0.002436779	0.00020848213	0.00084700005	0.0002889278	0.00038405022
à	0.0038820973	0.048806615	0.92002666	0.013295467	0.0013345983	0.0002481912	0.0031557435	0.009243986	6.643506e-06
s	0.0022228523	0.09125688	0.5386993	0.33473015	0.009501923	0.0010998572	0.014613135	0.0029755603	0.0049002846
t	0.007393013	0.027883835	0.8191323	0.13492201	0.0038134225	0.0012426953	0.0024963892	0.0022260344	0.0008903446
a	0.0036725374	0.0053923735	0.85997325	0.050171956	0.019789618	0.00097589596	0.016444359	0.04350095	7.9019796e-05
ì	0.0036899424	0.0022955202	0.02295817	0.8725814	0.049147744	0.011905953	0.021625945	0.014775277	0.0010198781
t	7.397656e-05	0.0005519675	0.0028568772	0.81401086	0.17370334	0.0030366422	0.00398077	0.00059602165	0.0011894889
e	0.0022054848	0.0006019377	0.035427086	0.79137903	0.13317917	0.015579098	0.0068370476	0.013861676	0.00092941767
l	0.00010584729	6.1974846e-05	0.00010302918	0.15554564	0.5777045	0.22828147	0.02577348	0.010855605	0.0015684715
e	0.005784527	0.0075441143	0.022418993	0.12965378	0.1024422	0.24683353	0.18505993	0.29993194	0.0003309646
à	0.00012288489	2.9488965e-05	3.104043e-05	0.032644067	0.576693	0.34067032	0.03815969	0.010977792	0.00067182473
l	0.0004600221	0.00029690325	0.00060791173	0.13776489	0.58449346	0.15009846	0.11658767	0.0031401238	0.006550537
a	0.00081530213	0.00015388125	0.0017167229	0.037063837	0.36549103	0.5242522	0.042038903	0.02770505	0.00076313637
t	1.1973826e-05	8.390545e-06	5.327403e-06	0.00056121853	0.026732983	0.8913961	0.05962683	0.019932717	0.0017244687
o	0.00097461295	0.0004932226	0.0012327221	0.0020914127	0.018989006	0.5927475	0.3409392	0.04248189	5.0443025e-05
n	1.7228214e-05	9.923833e-06	3.7247823e-06	0.00043783148	0.01769897	0.579528	0.3131747	0.0877783	0.0013512048
ì	0.0028157413	0.0012166079	0.0018156021	0.0013730184	0.0064257667	0.4454052	0.46070758	0.08013002	0.000110478584
c	2.9943672e-05	9.680423e-06	3.622328e-05	0.00542093	0.031180207	0.01661245	0.8567009	0.08411124	0.0058984105
h	0.0027720504	0.00064039486	0.0004842878	0.0040333634	0.04240481	0.5416026	0.36418048	0.043680843	0.00020112454
a	0.0012616392	0.0022315823	0.0052536125	0.0034672671	0.008964293	0.04692718	0.81581515	0.11602244	5.680677e-05
v	3.5664505e-06	1.3235934e-06	0.00025222576	0.00019754369	0.00046864373	0.017294208	0.31996882	0.6500387	0.011775042
à	0.0001254323	0.0037871916	0.032757398	0.004864947	0.003267386	0.04121944	0.50799245	0.40572053	0.00026524207
l	2.8306304e-05	4.8576426e-06	5.252221e-05	0.0010862212	0.0036836015	0.0048698024	0.17292097	0.8021424	0.015211259
o	0.008039463	0.0043188124	0.007334273	0.0052017034	0.013595601	0.031812437	0.22865385	0.6659422	0.03510164
n	6.05483e-06	3.698481e-06	3.9352763e-05	0.00023317154	0.0015967697	0.0052314885	0.011689489	0.80902416	0.17217581
t	0.0042988188	0.023067892	0.033729088	0.02238524	0.03654846	0.019371683	0.21425992	0.6426925	0.0036463633
a	0.0013501266	0.008490526	0.016809624	0.02537824	0.029844074	0.025328288	0.27849045	0.6138572	0.00045146997
</S>	2.1143771e-05	2.5843114e-05	0.0004430534	0.0003154566	0.00042730963	0.002468426	0.0020476973	0.3335897	0.66066134
