 	ora	ho	finito	di	scrivere	</S>
à	0.9895325	0.0041979915	0.0054211714	0.000674483	0.00017215848	1.746201e-06
r	0.9355665	0.0068499087	0.0079049915	0.0056736097	0.0023997	0.041605163
t	0.003825457	0.017164655	0.96128476	0.015656568	0.0015122964	0.00055630243
e	0.010272316	0.005780488	0.8092562	0.093279	0.0813151	9.687984e-05
s	0.07805824	0.26606634	0.5775546	0.047636945	0.023078559	0.007605301
p	0.0034539255	0.050968975	0.9268509	0.012036912	0.0066840677	5.196195e-06
ì	0.0008166261	0.0014681296	0.98568153	0.0057876576	0.0062455367	6.1898743e-07
c	0.0019499838	0.120440885	0.8099206	0.033662125	0.009717559	0.024308754
c	0.0052899015	0.0118751535	0.9742674	0.00798869	0.00026586934	0.00031297232
e	0.017563537	0.0013126297	0.9758875	0.00469203	0.0005350878	9.148037e-06
t	0.00022496641	0.031424772	0.85475785	0.10525644	0.00745077	0.0008851443
s	0.00022913188	0.004211441	0.6742424	0.21592088	0.10539353	2.6241225e-06
a	0.00013202427	0.005995129	0.69960135	0.1297766	0.16448538	9.5486685e-06
t	9.583352e-05	0.011766335	0.009262873	0.7759785	0.18920027	0.013696188
s	0.0009739589	0.0026469291	0.2521744	0.4250651	0.31912872	1.0861576e-05
e	0.0001217262	0.002875651	0.31068215	0.3171	0.369211	9.4901e-06
g	6.376659e-05	0.0051667443	0.0018175677	0.43643662	0.54655504	0.009960234
r	0.0001337252	0.00046051474	0.026444156	0.11444915	0.85850704	5.43447e-06
à	0.0007326263	0.0014043953	0.03539396	0.11406976	0.84830797	9.131269e-05
t	0.00027165367	0.021393364	0.012778461	0.5772822	0.30523	0.083044305
s	0.0025199568	0.003846774	0.008724233	0.16879489	0.7871082	0.02900591
i	0.0048850984	0.0021935194	0.00868218	0.09384905	0.8878593	0.0025309054
</S>	5.742747e-05	0.00010568866	0.0010804086	0.0054006753	0.7120704	0.28128532
