 	la	pasta	vuole	sale	</S>
i	0.9986527	0.0009126783	0.00042507364	9.529487e-06	4.7144244e-08
p	0.9660383	0.026520994	0.0045285076	0.0023278967	0.0005843915
à	0.03569428	0.9519759	0.0071300715	0.005197681	2.0282414e-06
s	0.12067224	0.8062841	0.063186005	0.0063245953	0.0035331026
t	0.052730687	0.7770126	0.16307367	0.0069399267	0.00024315207
a	0.017670808	0.78139025	0.04503551	0.15588567	1.7782966e-05
ì	0.0076141898	0.077253126	0.8853179	0.026376452	0.0034383545
t	0.0037370152	0.006510025	0.90674734	0.07198705	0.011018587
e	0.0014533001	0.0072695785	0.8509347	0.13993429	0.00040812697
l	0.00027786597	0.00031831782	0.51128536	0.45479366	0.033324797
e	0.16744342	0.15376803	0.29637134	0.3818516	0.00056558975
à	0.00013359157	0.0001905191	0.050998762	0.8893155	0.059361666
l	0.0009719679	0.0013911382	0.307699	0.5396836	0.1502543
a	0.00018696641	0.000919416	0.022337016	0.9749186	0.0016379533
</S>	7.230833e-05	0.00013700842	0.0010601986	0.17248797	0.8262425
