 	possono	essere	ancora	svegli	</S>
i	0.92545843	0.07439555	0.00010353834	4.221786e-05	2.3165468e-07
s	0.90804374	0.08469772	0.0029794185	0.0010646752	0.0032144487
ò	0.87217087	0.12025247	0.003920425	0.003621771	3.453154e-05
z	0.9682189	0.024780197	0.00030005077	0.00022416534	0.006476608
o	0.80182844	0.1817781	0.00362029	0.010728084	0.0020450328
n	0.009947624	0.9789525	0.00826194	0.0007204485	0.0021175793
e	0.0041466835	0.9580926	0.028754963	0.008927773	7.817508e-05
ì	0.00065491645	0.9867555	0.009480498	0.00059778726	0.0025111155
n	0.0067461906	0.906502	0.029280601	0.003389391	0.05408182
e	0.009338414	0.27570468	0.3073808	0.39821032	0.009365786
a	0.00013345057	0.0050397445	0.9475941	0.023585929	0.023646796
n	0.0005558321	0.015108557	0.9406533	0.034148958	0.009533356
k	0.0006884554	0.0033796434	0.96068156	0.034816	0.00043435124
ò	0.12649561	0.19314821	0.58915615	0.090480395	0.0007195762
r	0.007554194	0.051770926	0.038023643	0.08127767	0.8213736
a	0.032407917	0.021911873	0.65928334	0.26093906	0.025457725
a	0.018313725	0.006569491	0.11292259	0.18428881	0.6779054
t	0.046489928	0.048094757	0.08163408	0.7705244	0.053256888
s	0.019195303	0.022474524	0.10254873	0.81309897	0.042682435
ù	0.34015658	0.3069128	0.17425668	0.16855392	0.010120036
n	0.00064697117	0.0014032068	0.110169195	0.68379706	0.20398356
n	0.0037345355	0.0022792625	0.030295685	0.8944676	0.0692229
i	0.5020729	0.26445928	0.035353225	0.17086029	0.027254397
t	0.02084291	0.03176861	0.22012465	0.67353284	0.053731017
i	0.05343627	0.06590851	0.45662573	0.40813246	0.015897075
</S>	0.036272638	0.02166244	0.0849047	0.31153852	0.5456217
