 	lo	ho	finito	di	fare	</S>
t	0.99464005	0.004678579	0.0006341371	4.6502963e-05	6.8598183e-07	1.3095388e-07
o	0.94223255	0.0039350456	0.047192704	0.00659976	3.2429452e-05	7.4741115e-06
s	0.8290946	0.12719944	0.030215755	0.009932468	0.00060561753	0.0029520453
p	0.0741295	0.041333873	0.88000953	0.0045221094	3.1596833e-06	1.7965154e-06
ì	0.27218384	0.004423228	0.721495	0.001896069	1.5572314e-06	3.0673914e-07
c	0.025898399	0.25743654	0.68869686	0.0068970043	0.00015066554	0.02092056
c	0.019370863	0.030648762	0.94959575	0.00028918873	1.3411407e-06	9.403028e-05
e	0.012475261	0.003350787	0.9837435	0.00042721553	3.0682318e-07	2.9149353e-06
t	0.0015169104	0.0104493825	0.9753671	0.011775645	0.0005312733	0.00035962494
s	0.008114187	0.0063010287	0.88423824	0.10133621	9.562257e-06	6.986399e-07
a	0.005587645	0.009567638	0.865855	0.11895366	3.115618e-05	4.943866e-06
a	0.00065196364	0.0050613075	0.021616535	0.9204747	0.035659496	0.016536081
t	6.226176e-05	0.0016215757	0.0005988789	0.92979944	0.06341437	0.0045033074
s	0.010028726	0.0031197888	0.15977888	0.8248863	0.0018916556	0.00029456645
è	0.008965301	0.0052408515	0.07795286	0.9077792	4.353221e-05	1.8260445e-05
k	0.009510842	0.044987243	0.011854277	0.25304154	0.014318774	0.6662873
à	0.014449739	0.035196397	0.09259327	0.8514979	0.001778157	0.0044846055
m	0.0013534586	0.029032446	0.011792524	0.23837468	0.022279823	0.6971671
i	0.011820346	0.10783399	0.034650736	0.76633036	0.008857287	0.070507266
</S>	0.002525219	0.0005595723	0.011486043	0.13996996	0.43103236	0.4144269
