 	quella	famiglia	non	ha	da	mangiare	</S>
c	0.94516087	0.053391635	0.0009150243	0.00025925614	0.00014892938	0.00012316539	1.1239131e-06
ì	0.9423231	0.05657789	0.00029775893	0.00037075716	0.00026076398	0.00016964192	2.1700933e-07
s	0.99410194	0.0058545135	5.9115546e-06	3.874279e-06	3.295325e-06	1.9317092e-06	2.8487253e-05
i	0.99047285	0.00947605	1.6010272e-05	1.6702053e-05	6.9152306e-06	2.8262587e-06	8.580951e-06
f	0.0719531	0.858216	0.055543832	0.0031094765	0.0013080235	0.0012749813	0.008594682
a	0.057443537	0.9318357	0.0016525595	0.0016538808	0.0053374283	0.0020596192	1.7172579e-05
m	0.0066166716	0.7904874	0.1815212	0.010382004	0.0036076468	0.002488895	0.0048962184
ì	0.049634878	0.9431939	0.002018055	0.0021542215	0.0021973678	0.00078755216	1.4117521e-05
g	0.020546086	0.7957473	0.14643677	0.022207487	0.0041680117	0.0013547979	0.0095395185
l	0.14513509	0.8009127	0.02065968	0.02431521	0.0032016253	0.0017505497	0.0040251147
i	0.0795099	0.7939651	0.016956765	0.04457856	0.030996328	0.02925321	0.0047400687
a	4.086375e-05	0.0059839273	0.8153495	0.1464033	0.021809608	0.008227441	0.0021854152
e	3.8764683e-06	0.0010368914	0.7884009	0.18986367	0.018231476	0.0020721545	0.0003910402
n	3.2853657e-06	0.00057187636	0.6246269	0.32960662	0.042323638	0.0024463162	0.00042139256
è	0.018768681	0.021163624	0.033518545	0.37219182	0.5328342	0.021147221	0.00037589535
c	0.00089576794	0.023215648	0.085779555	0.3364895	0.42882365	0.029445393	0.09535055
h	0.00325924	0.055576026	0.15145358	0.6520504	0.13244124	0.00423892	0.000980549
i	0.048261512	0.21864462	0.014985093	0.16070142	0.5297916	0.026745412	0.00087034126
n	4.796594e-05	0.00021837867	0.010561312	0.027102917	0.78944427	0.15404129	0.018583948
a	0.017258156	0.028123999	0.0056754826	0.0145722395	0.71554667	0.21869943	0.00012411345
f	2.775345e-06	1.661712e-05	0.0013420468	0.0005786837	0.016203133	0.97132576	0.010531009
à	0.041410994	0.05442573	0.0048837257	0.004457586	0.40785798	0.48638555	0.0005783922
i	5.9253372e-05	0.00024500678	0.015076217	0.018316394	0.04123588	0.68470544	0.24036178
</S>	4.2529668e-05	9.33093e-05	0.00037655327	0.0006862805	0.005586396	0.94523543	0.04797949
