 	le	melanzane	vogliono	ee	girate	</S>
t	0.9707063	0.027727606	0.0013879585	0.00014059093	3.748621e-05	1.0611908e-07
e	0.55716527	0.32486612	0.08528043	0.01572907	0.016243368	0.0007157497
s	0.6332441	0.16283686	0.17180115	0.022512617	0.0013064303	0.008298892
m	0.5620504	0.41290167	0.015187564	0.001523848	0.008243896	9.2681454e-05
a	0.59888244	0.38598156	0.012030555	0.0007721957	0.0023298862	3.3671026e-06
r	0.070717506	0.9253077	0.0022287825	0.0009316888	0.0005667034	0.00024759563
a	0.047212996	0.94335806	0.00533041	0.0009375377	0.002912582	0.0002483048
n	0.010131896	0.94254935	0.030702597	0.009730293	0.0018627065	0.0050232317
g	0.01684334	0.92545265	0.048876155	0.0032949725	0.005180868	0.00035197256
i	0.16417086	0.790391	0.025938053	0.0065193176	0.011740111	0.0012405942
à	0.058576185	0.82768387	0.046411857	0.032643564	0.019574605	0.0151099935
n	0.5147779	0.20932521	0.20167358	0.03199168	0.0042485567	0.03798304
e	0.06996581	0.26483658	0.62832046	0.020516524	0.010780612	0.0055800625
t	0.00022228551	0.032384593	0.7049471	0.19039464	0.036135048	0.03591627
è	0.010854909	0.19453079	0.7478435	0.00992893	0.036520377	0.00032153013
l	0.0010561722	0.0029469507	0.96993375	0.017842095	0.00076299923	0.007457919
u	0.0051877005	0.013733165	0.9427557	0.021478424	0.009115776	0.0077293417
n	5.417405e-05	0.0005851464	0.057067975	0.838549	0.06909297	0.0346506
e	0.02072948	0.03502004	0.20589899	0.24267772	0.4946595	0.0010142946
e	1.43506595e-05	0.00019547138	0.01788846	0.82150406	0.15576887	0.0046288087
e	4.8362537e-05	0.00042780588	0.010869437	0.8358769	0.1435537	0.009223812
v	5.150896e-05	0.0004123508	0.0050077126	0.5976262	0.38042066	0.01648161
o	0.0058174077	0.003808355	0.0024561682	0.09300425	0.8943062	0.00060770084
t	5.0485114e-06	3.326198e-05	0.00032296148	0.06863803	0.9154285	0.015572155
i	0.033037208	0.05183182	0.004621006	0.022842515	0.8865815	0.0010859634
m	8.0365635e-06	3.71445e-05	0.00015887158	0.0326782	0.91843885	0.048678864
m	0.0014643858	0.004137249	0.00046049425	0.015152608	0.978646	0.000139314
è	0.0011443808	0.006656624	0.008361851	0.03247933	0.9511915	0.00016638919
n	8.404443e-06	2.3076045e-05	0.0010616049	0.08176244	0.66184235	0.2553022
e	0.006688828	0.006702301	0.020239612	0.13117483	0.40467626	0.43051815
</S>	0.00025639057	0.00042820186	0.0023278391	0.048995603	0.3154833	0.63250864
