 	puoi	non	parlare	di	questa	cosa	con	Anna	</S>
s	0.84275067	0.1358768	0.020198788	0.00066183496	0.00041673984	5.6464996e-05	2.470891e-05	1.3753813e-05	2.1639352e-07
ò	0.91784704	0.010256152	0.016540794	0.0023865777	0.04356049	0.0009789481	0.0005394326	0.007876364	1.4268285e-05
z	0.9714526	0.007237366	0.009913669	0.0013993053	0.0040046326	0.0011883255	0.00088587374	0.0010439318	0.0028744827
i	0.6348691	0.09589607	0.1649467	0.036264576	0.05795511	0.0055703074	0.002220024	0.0020419913	0.000236153
m	0.078071155	0.843047	0.066147126	0.005665201	0.004248597	0.0009464148	0.00038586257	0.00042779377	0.0010609122
i	0.008203017	0.20300542	0.58993185	0.0333408	0.07542239	0.009497795	0.0062291278	0.07433094	3.8613805e-05
n	0.003476478	0.69189143	0.28132364	0.013619414	0.007505813	0.0006333758	0.00028408505	0.0010097647	0.00025597724
o	0.003112751	0.08904983	0.7647133	0.02368577	0.07348185	0.0016775564	0.0011674577	0.043087978	2.355115e-05
m	0.00037808582	0.30193636	0.62979615	0.055527814	0.008664018	0.0010059861	0.00040885326	0.0008527648	0.0014299876
i	0.00087622023	0.05957744	0.8699095	0.021072008	0.025422372	0.0016211236	0.00091864413	0.02058676	1.586064e-05
l	3.8236376e-05	0.062209394	0.7231611	0.19003135	0.02047125	0.0016351258	0.0006846614	0.0015606944	0.00020818943
ì	0.006923524	0.021293439	0.6146235	0.07130073	0.22446802	0.0044842404	0.0024041196	0.054259963	0.00024249424
s	0.000738058	0.00889981	0.83526164	0.113684334	0.03682317	0.0013298049	0.00081991544	0.00090158713	0.00154163
i	0.0022464388	0.0074757454	0.5368606	0.28952536	0.14972767	0.004422053	0.0024870588	0.002978309	0.004276843
a	1.2050043e-05	0.0012520123	0.024778962	0.9275706	0.028673764	0.010144518	0.003508047	0.0023180242	0.0017420708
t	6.232273e-06	0.00061916275	0.0090731075	0.87749743	0.08083681	0.024117123	0.004913656	0.0020238296	0.00091267
ù	0.0004604757	0.0009314444	0.01942948	0.10303742	0.84815824	0.003201888	0.00085625076	0.0238763	4.848484e-05
t	4.6814974e-05	0.0018980374	0.026819179	0.13528477	0.81153756	0.015134794	0.0029380338	0.0013998226	0.004940987
t	0.0012426988	0.0014258465	0.014282194	0.15244643	0.7834808	0.02118467	0.006931161	0.012843454	0.006162692
o	0.011487345	0.0034853767	0.013419249	0.02984875	0.24751961	0.03590068	0.024921615	0.63230044	0.0011169465
p	8.689003e-06	0.00021012033	0.00019843657	0.031020122	0.11846789	0.6803619	0.12891628	0.03425604	0.006560484
r	0.021243932	0.011543915	0.008071581	0.02099457	0.3058305	0.31636482	0.10462735	0.21116124	0.00016212271
à	0.018112523	0.005971732	0.010205694	0.019985056	0.27486777	0.22892065	0.08907428	0.3527905	7.176747e-05
m	1.7888531e-05	0.00067536987	0.0048923423	0.05974314	0.5186873	0.22718754	0.15795265	0.021282112	0.009561704
m	0.0014305405	0.011175448	0.007671882	0.10971966	0.34832639	0.4160965	0.07766826	0.024762599	0.0031486317
a	0.0032799575	0.016493984	0.025151629	0.068696395	0.38641524	0.2527825	0.083161816	0.16378196	0.00023661343
m	4.0347e-06	3.1328393e-05	3.9845978e-05	0.0011287127	0.007701678	0.51796573	0.4127311	0.050668627	0.009728924
e	0.00920061	0.003189349	0.0044983127	0.0032890714	0.0143226	0.42394617	0.433262	0.108249925	4.2074e-05
t	2.7445196e-06	3.061971e-05	2.093726e-05	0.0011916058	0.00347379	0.28776988	0.5204716	0.17539744	0.011641473
i	0.017269501	0.0033718192	0.004942914	0.0020735885	0.013942162	0.06704593	0.30335772	0.58786845	0.00012796548
n	2.734695e-06	3.3263022e-05	1.527021e-05	0.0004542133	0.0005897736	0.07378371	0.39979103	0.50317967	0.022150379
A	0.007183042	0.002154068	0.0018027957	0.00067902135	0.004855388	0.014689111	0.103953056	0.8639674	0.0007161205
n	5.127759e-06	0.00015586283	0.00041008834	0.017085664	0.024851087	0.035840828	0.13894555	0.7307228	0.051983
n	0.0014140299	0.0009032245	0.0017902427	0.0016135166	0.0025414336	0.01444867	0.08707292	0.8393473	0.050868727
a	0.01629356	0.0032130985	0.010789843	0.0030055123	0.02487181	0.00913477	0.03658001	0.8945257	0.001585701
</S>	4.190319e-05	0.00013924611	7.498917e-05	0.000669741	0.0012755096	0.007982616	0.075493	0.4725955	0.44172743
