 	voglio	che	Maria	viene	domani	</S>
t	0.9887139	0.010777794	0.00047548368	1.4911758e-06	3.1285108e-05	4.6782006e-08
è	0.9575986	0.040764187	0.0006879524	4.327759e-05	0.0009038601	2.1404467e-06
l	0.978117	0.012361432	0.0018122633	0.0009398348	0.005412478	0.0013571476
o	0.79539174	0.09961194	0.0012208935	0.001635833	0.101931	0.00020870815
e	0.15487647	0.68193203	0.1180613	0.0030205334	0.04176593	0.0003438223
M	0.00050421525	0.4389675	0.43571094	0.008289713	0.116347425	0.0001802702
a	0.012326291	0.970818	0.005681138	0.0003250191	0.0108358655	1.3719945e-05
r	0.00068306096	0.04718684	0.9143418	0.013506562	0.024025364	0.00025639386
ì	0.03675667	0.932827	0.015370171	0.001159871	0.01383857	4.7692232e-05
a	0.04464897	0.005945624	0.18457916	0.05250548	0.6998306	0.01249015
n	0.00023888583	0.01947399	0.26766706	0.50311	0.20615913	0.0033509552
a	0.04763302	0.15908593	0.27194768	0.12794672	0.39073622	0.0026504043
r	9.862586e-06	0.0007688825	0.5392146	0.33803743	0.12119418	0.0007750149
t	0.35210767	0.5724179	0.017449297	0.014522343	0.0419823	0.0015204741
i	0.0920676	0.7765408	0.056416824	0.0047866255	0.07002979	0.00015830254
à	0.0002989547	0.0139433965	0.20493853	0.63311386	0.09197566	0.05572959
v	0.00013905801	0.001117862	0.07999932	0.093771964	0.8004126	0.024559155
v	0.0004004478	0.0012613003	0.00058865605	0.0037539657	0.9927303	0.001265317
r	0.2450796	0.25423828	0.01660565	0.01869942	0.45933852	0.0060385815
i	0.17086844	0.71300507	0.057759058	0.039034985	0.018493908	0.0008385015
</S>	0.0005292632	0.0018169766	0.008229587	0.06329561	0.0024813276	0.9236473
